	index	score	token	sentence	model	dimension	pos_tag	rsv	word
5	5	0.017461182549595833	11449	1	3	blancos	AQ	5	vulnerables
6	6	0.017334720119833946	8217	1	3	blancos	AQ	4	libres
7	7	0.016879133880138397	21897	1	3	blancos	AQ	3	pacíficos
8	8	0.014755357056856155	3166	1	3	blancos	AQ	2	diferentes
9	9	0.014476284384727478	19945	1	3	blancos	AQ	1	escasos
0	0	0.11628012359142303	14088	2	3	blancos	NC	10	idiotas
1	1	0.07492624223232269	17159	2	3	blancos	AQ	9	salvajes
2	2	0.06199648976325989	3	2	3	blancos	NC	8	[unk]
3	3	0.058817461133003235	28901	2	3	blancos	NC	7	perdedores
4	4	0.055807508528232574	18404	2	3	blancos	AQ	6	tontos
5	5	0.044093094766139984	25837	2	3	blancos	AQ	5	inútiles
6	6	0.04193652421236038	26248	2	3	blancos	AQ	4	bastardos
7	7	0.039428796619176865	17219	2	3	blancos	NC	3	cerdos
8	8	0.03510172292590141	17870	2	3	blancos	NC	2	monstruos
9	9	0.029228178784251213	22327	2	3	blancos	AQ	1	estúpidos
0	0	0.16874855756759644	18422	3	3	blancos	NC	10	minoría
1	1	0.08375237137079239	3099	3	3	blancos	NC	9	mayoría
2	2	0.034251779317855835	13345	3	3	blancos	AQ	8	ilegales
3	3	0.02471495047211647	11439	3	3	blancos	NC	7	minorías
4	4	0.02435234747827053	7986	3	3	blancos	AQ	6	residentes
5	5	0.023797892034053802	8138	3	3	blancos	AQ	5	extranjeros
6	6	0.02260732837021351	3	3	3	blancos	AQ	4	[unk]
7	7	0.02092811092734337	20089	3	3	blancos	AQ	3	raros
8	8	0.019657647237181664	14699	3	3	blancos	AQ	2	musulmanes
9	9	0.018735289573669434	8002	3	3	blancos	AQ	1	blancos
0	0	0.08395316451787949	18422	4	3	blancos	NC	10	minoría
1	1	0.059872183948755264	3	4	3	blancos	AQ	9	[unk]
2	2	0.056777819991111755	8002	4	3	blancos	AQ	8	blancos
3	3	0.030845142900943756	10191	4	3	blancos	AQ	7	negros
4	4	0.03066757135093212	13345	4	3	blancos	AQ	6	ilegales
5	5	0.030644940212368965	14699	4	3	blancos	AQ	5	musulmanes
6	6	0.028305120766162872	19507	4	3	blancos	AQ	4	católicos
7	7	0.02686433121562004	8138	4	3	blancos	AQ	3	extranjeros
8	8	0.02385028637945652	3099	4	3	blancos	NC	2	mayoría
9	9	0.0200623981654644	12880	4	3	blancos	AQ	1	esclavos
0	0	0.27285024523735046	24035	5	3	blancos	AQ	10	bienvenidos
1	1	0.04081627354025841	8138	5	3	blancos	AQ	9	extranjeros
2	2	0.03531980141997337	13345	5	3	blancos	AQ	8	ilegales
3	3	0.028965409845113754	15439	5	3	blancos	NC	7	turistas
4	4	0.0277840755879879	20089	5	3	blancos	AQ	6	raros
5	5	0.027314458042383194	7986	5	3	blancos	AQ	5	residentes
6	6	0.015551735647022724	12346	5	3	blancos	AQ	4	visitantes
7	7	0.014437108300626278	19945	5	3	blancos	AQ	3	escasos
8	8	0.01408908236771822	25414	5	3	blancos	AQ	2	admitidos
9	9	0.01312829926609993	3	5	3	blancos	AQ	1	[unk]
0	0	0.3026774823665619	8002	6	3	blancos	NC	10	blancos
1	1	0.12228016555309296	10191	6	3	blancos	AQ	9	negros
2	2	0.08625682443380356	10323	6	3	blancos	AQ	8	iguales
3	3	0.028738470748066902	3	6	3	blancos	AQ	7	[unk]
4	4	0.027990005910396576	13052	6	3	blancos	AQ	6	indios
5	5	0.02192034386098385	13649	6	3	blancos	AQ	5	asiáticos
6	6	0.013584287837147713	18644	6	3	blancos	AQ	4	rojos
7	7	0.012751342728734016	16882	6	3	blancos	AQ	3	azules
8	8	0.012523517943918705	12880	6	3	blancos	AQ	2	esclavos
9	9	0.011309589259326458	9450	6	3	blancos	AQ	1	estadounidenses
0	0	0.13538701832294464	8109	7	3	blancos	AQ	10	fuertes
1	1	0.10176658630371094	11384	7	3	blancos	AQ	9	populares
2	2	0.045111510902643204	19187	7	3	blancos	AQ	8	rápidos
3	3	0.04435773566365242	15110	7	3	blancos	AQ	7	débiles
4	4	0.04415004700422287	4195	7	3	blancos	AQ	6	jóvenes
5	5	0.04101339727640152	26583	7	3	blancos	AQ	5	atractivos
6	6	0.03500889614224434	3037	7	3	blancos	AQ	4	grandes
7	7	0.034821897745132446	12627	7	3	blancos	AQ	3	peligrosos
8	8	0.025031330063939095	18968	7	3	blancos	AQ	2	poderosos
9	9	0.02383011393249035	22398	7	3	blancos	AQ	1	hermosos
0	0	0.07525818049907684	7679	8	3	blancos	AQ	10	numerosos
1	1	0.07509113848209381	11384	8	3	blancos	AQ	9	populares
2	2	0.07462068647146225	7672	8	3	blancos	AQ	8	afectados
3	3	0.06430264562368393	7056	8	3	blancos	AQ	7	pobres
4	4	0.06036781147122383	3697	8	3	blancos	AQ	6	importantes
5	5	0.05847562849521637	10834	8	3	blancos	AQ	5	ricos
6	6	0.041535403579473495	6233	8	3	blancos	AQ	4	comunes
7	7	0.03837530314922333	12282	8	3	blancos	AQ	3	frecuentes
8	8	0.023263059556484222	8109	8	3	blancos	AQ	2	fuertes
9	9	0.0229714997112751	3037	8	3	blancos	AQ	1	grandes
0	0	0.17515632510185242	7056	9	3	blancos	AQ	10	pobres
1	1	0.14411456882953644	10834	9	3	blancos	AQ	9	ricos
2	2	0.06975893676280975	11384	9	3	blancos	AQ	8	populares
3	3	0.031737908720970154	7672	9	3	blancos	AQ	7	afectados
4	4	0.029758872464299202	18968	9	3	blancos	AQ	6	poderosos
5	5	0.023698704317212105	8109	9	3	blancos	AQ	5	fuertes
6	6	0.023604262620210648	3697	9	3	blancos	AQ	4	importantes
7	7	0.02090904861688614	24701	9	3	blancos	AQ	3	conservadores
8	8	0.020145541056990623	30680	9	3	blancos	AQ	2	desfavorecidos
9	9	0.019036907702684402	11449	9	3	blancos	AQ	1	vulnerables
0	0	0.323642373085022	11384	10	3	blancos	AQ	10	populares
1	1	0.1235816478729248	12282	10	3	blancos	AQ	9	frecuentes
2	2	0.03926246240735054	6233	10	3	blancos	AQ	8	comunes
3	3	0.03709571436047554	3697	10	3	blancos	AQ	7	importantes
4	4	0.03362715616822243	17498	10	3	blancos	AQ	6	habituales
5	5	0.02899259701371193	7679	10	3	blancos	AQ	5	numerosos
6	6	0.027544252574443817	24055	10	3	blancos	AQ	4	seguidos
7	7	0.027382025495171547	7672	10	3	blancos	AQ	3	afectados
8	8	0.020602557808160782	26583	10	3	blancos	AQ	2	atractivos
9	9	0.014313816092908382	16556	10	3	blancos	AQ	1	famosos
0	0	0.16528646647930145	19945	11	3	blancos	AQ	10	escasos
1	1	0.08548159897327423	5408	11	3	blancos	AQ	9	pequeños
2	2	0.04295694828033447	25021	11	3	blancos	AQ	8	abundantes
3	3	0.0404568575322628	20089	11	3	blancos	AQ	7	raros
4	4	0.03641629219055176	6233	11	3	blancos	AQ	6	comunes
5	5	0.03591502085328102	7679	11	3	blancos	AQ	5	numerosos
6	6	0.02816043794155121	3037	11	3	blancos	AQ	4	grandes
7	7	0.02031111530959606	3166	11	3	blancos	AQ	3	diferentes
8	8	0.02026645839214325	8761	11	3	blancos	AQ	2	altos
9	9	0.019060848280787468	8109	11	3	blancos	AQ	1	fuertes
0	0	0.15379852056503296	17219	12	3	blancos	NC	10	cerdos
1	1	0.1232857033610344	14088	12	3	blancos	NC	9	idiotas
2	2	0.04960481449961662	17159	12	3	blancos	AQ	8	salvajes
3	3	0.04657488688826561	30103	12	3	blancos	NC	7	cabrones
4	4	0.04457500949501991	18404	12	3	blancos	AQ	6	tontos
5	5	0.04123418778181076	3	12	3	blancos	NC	5	[unk]
6	6	0.04029721021652222	29335	12	3	blancos	NC	4	imbéciles
7	7	0.03402772918343544	22327	12	3	blancos	AQ	3	estúpidos
8	8	0.031587980687618256	26248	12	3	blancos	AQ	2	bastardos
9	9	0.02808033674955368	4608	12	3	blancos	NC	1	animales
0	0	0.06131918728351593	9168	0	3	moros	AQ	10	malos
1	1	0.04092482477426529	11917	0	3	moros	AQ	9	cristianos
2	2	0.03429773077368736	5987	0	3	moros	AQ	8	buenos
3	3	0.03177686408162117	10121	0	3	moros	AQ	7	españoles
4	4	0.030073538422584534	3	0	3	moros	Fz	6	[unk]
5	5	0.017972145229578018	14699	0	3	moros	AQ	5	musulmanes
6	6	0.016275789588689804	1009	0	3	moros	Fp	4	.
7	7	0.012435373850166798	3070	0	3	moros	DP	3	nuestros
8	8	0.01152163278311491	8138	0	3	moros	AQ	2	extranjeros
9	9	0.010882314294576645	1117	0	3	moros	Fe	1	""""
0	0	0.04255363717675209	10876	1	3	moros	AQ	10	felices
1	1	0.04115387424826622	5987	1	3	moros	AQ	9	buenos
2	2	0.04010799154639244	9168	1	3	moros	AQ	8	malos
3	3	0.030517613515257835	1009	1	3	moros	Fp	7	.
4	4	0.025880111381411552	22398	1	3	moros	AQ	6	hermosos
5	5	0.023173173889517784	23745	1	3	moros	AQ	5	valientes
6	6	0.020108642056584358	8217	1	3	moros	AQ	4	libres
7	7	0.01594635657966137	3	1	3	moros	AQ	3	[unk]
8	8	0.01352733001112938	15309	1	3	moros	AQ	2	inocentes
9	9	0.013141167350113392	8109	1	3	moros	AQ	1	fuertes
0	0	0.06547752767801285	17159	2	3	moros	AQ	10	salvajes
1	1	0.05222155898809433	18404	2	3	moros	AQ	9	tontos
2	2	0.04901954531669617	2330	2	3	moros	NC	8	niños
3	3	0.040377408266067505	3	2	3	moros	NC	7	[unk]
4	4	0.03905757516622543	30372	2	3	moros	NC	6	brutos
5	5	0.037651967257261276	17241	2	3	moros	NC	5	ladrones
6	6	0.03281167149543762	17219	2	3	moros	NC	4	cerdos
7	7	0.026311617344617844	14088	2	3	moros	NC	3	idiotas
8	8	0.025310682132840157	11063	2	3	moros	AQ	2	locos
9	9	0.024828491732478142	4608	2	3	moros	NC	1	animales
0	0	0.0814925879240036	19945	3	3	moros	AQ	10	escasos
1	1	0.049280762672424316	7679	3	3	moros	AQ	9	numerosos
2	2	0.048266880214214325	20089	3	3	moros	AQ	8	raros
3	3	0.04369744658470154	7986	3	3	moros	AQ	7	residentes
4	4	0.030413419008255005	3099	3	3	moros	NC	6	mayoría
5	5	0.0292301457375288	12282	3	3	moros	AQ	5	frecuentes
6	6	0.02908369153738022	24035	3	3	moros	AQ	4	bienvenidos
7	7	0.028386786580085754	18422	3	3	moros	NC	3	minoría
8	8	0.022064998745918274	6233	3	3	moros	AQ	2	comunes
9	9	0.021916475147008896	6088	3	3	moros	PI	1	pocos
0	0	0.12178632616996765	8138	4	3	moros	AQ	10	extranjeros
1	1	0.0855369120836258	14699	4	3	moros	AQ	9	musulmanes
2	2	0.03006022982299328	10148	4	3	moros	AQ	8	judíos
3	3	0.028526486828923225	8217	4	3	moros	AQ	7	libres
4	4	0.02515399269759655	4629	4	3	moros	NC	6	ciudadanos
5	5	0.02370266430079937	3	4	3	moros	AQ	5	[unk]
6	6	0.023397136479616165	7986	4	3	moros	AQ	4	residentes
7	7	0.022587794810533524	10121	4	3	moros	AQ	3	españoles
8	8	0.012896578758955002	11917	4	3	moros	AQ	2	cristianos
9	9	0.012470419518649578	10323	4	3	moros	AQ	1	iguales
0	0	0.5140720009803772	24035	5	3	moros	AQ	10	bienvenidos
1	1	0.031089020892977715	12282	5	3	moros	AQ	9	frecuentes
2	2	0.02787649631500244	19945	5	3	moros	AQ	8	escasos
3	3	0.02237635664641857	25414	5	3	moros	AQ	7	admitidos
4	4	0.021463138982653618	8138	5	3	moros	AQ	6	extranjeros
5	5	0.020992856472730637	7679	5	3	moros	AQ	5	numerosos
6	6	0.019760724157094955	17498	5	3	moros	AQ	4	habituales
7	7	0.017363503575325012	20089	5	3	moros	AQ	3	raros
8	8	0.016560329124331474	7986	5	3	moros	AQ	2	residentes
9	9	0.014165056869387627	6233	5	3	moros	AQ	1	comunes
0	0	0.06221120059490204	11917	6	3	moros	AQ	10	cristianos
1	1	0.05353635177016258	9168	6	3	moros	AQ	9	malos
2	2	0.04045234993100166	5987	6	3	moros	AQ	8	buenos
3	3	0.036925025284290314	10121	6	3	moros	AQ	7	españoles
4	4	0.033336177468299866	14699	6	3	moros	AQ	6	musulmanes
5	5	0.02939843200147152	10323	6	3	moros	AQ	5	iguales
6	6	0.026416119188070297	3	6	3	moros	Fz	4	[unk]
7	7	0.02326938509941101	10148	6	3	moros	AQ	3	judíos
8	8	0.016581278294324875	2567	6	3	moros	NC	2	hombres
9	9	0.015989655628800392	8938	6	3	moros	NC	1	enemigos
0	0	0.09619657695293427	22398	7	3	moros	AQ	10	hermosos
1	1	0.08251286298036575	23745	7	3	moros	AQ	9	valientes
2	2	0.06350291520357132	4195	7	3	moros	AQ	8	jóvenes
3	3	0.054289523512125015	30369	7	3	moros	AQ	7	sabios
4	4	0.05175088346004486	8109	7	3	moros	AQ	6	fuertes
5	5	0.03747786954045296	10834	7	3	moros	AQ	5	ricos
6	6	0.0367765799164772	12627	7	3	moros	AQ	4	peligrosos
7	7	0.027426717802882195	3037	7	3	moros	AQ	3	grandes
8	8	0.0225280299782753	9378	7	3	moros	AQ	2	viejos
9	9	0.020271021872758865	18289	7	3	moros	AQ	1	inteligentes
0	0	0.14759963750839233	3697	8	3	moros	AQ	10	importantes
1	1	0.08971574902534485	7679	8	3	moros	AQ	9	numerosos
2	2	0.06412845104932785	7672	8	3	moros	AQ	8	afectados
3	3	0.056007757782936096	6233	8	3	moros	AQ	7	comunes
4	4	0.05106864869594574	12282	8	3	moros	AQ	6	frecuentes
5	5	0.038890086114406586	17810	8	3	moros	AQ	5	notables
6	6	0.033659230917692184	11384	8	3	moros	AQ	4	populares
7	7	0.031013185158371925	8109	8	3	moros	AQ	3	fuertes
8	8	0.028262153267860413	17498	8	3	moros	AQ	2	habituales
9	9	0.02597201056778431	8973	8	3	moros	AQ	1	recientes
0	0	0.11923576146364212	10834	9	3	moros	AQ	10	ricos
1	1	0.08920054882764816	7056	9	3	moros	AQ	9	pobres
2	2	0.060173746198415756	3697	9	3	moros	AQ	8	importantes
3	3	0.038807064294815063	11384	9	3	moros	AQ	7	populares
4	4	0.03222140669822693	7679	9	3	moros	AQ	6	numerosos
5	5	0.02810165286064148	6233	9	3	moros	AQ	5	comunes
6	6	0.024456478655338287	8109	9	3	moros	AQ	4	fuertes
7	7	0.021388603374361992	7672	9	3	moros	AQ	3	afectados
8	8	0.018251093104481697	30680	9	3	moros	AQ	2	desfavorecidos
9	9	0.015420330688357353	11449	9	3	moros	AQ	1	vulnerables
0	0	0.27377480268478394	11384	10	3	moros	AQ	10	populares
1	1	0.14458556473255157	12282	10	3	moros	AQ	9	frecuentes
2	2	0.10170439630746841	17498	10	3	moros	AQ	8	habituales
3	3	0.05093643441796303	3697	10	3	moros	AQ	7	importantes
4	4	0.035131845623254776	7679	10	3	moros	AQ	6	numerosos
5	5	0.03429534286260605	6233	10	3	moros	AQ	5	comunes
6	6	0.021302953362464905	10169	10	3	moros	AQ	4	conocidos
7	7	0.0194392092525959	29712	10	3	moros	AQ	3	solicitados
8	8	0.01882948726415634	16556	10	3	moros	AQ	2	famosos
9	9	0.018570171669125557	12346	10	3	moros	AQ	1	visitantes
0	0	0.06831031292676926	9168	11	3	moros	AQ	10	malos
1	1	0.05064747482538223	12627	11	3	moros	AQ	9	peligrosos
2	2	0.04015641286969185	5987	11	3	moros	AQ	8	buenos
3	3	0.036806851625442505	20089	11	3	moros	AQ	7	raros
4	4	0.030585652217268944	8109	11	3	moros	AQ	6	fuertes
5	5	0.02411571890115738	7056	11	3	moros	AQ	5	pobres
6	6	0.02391335926949978	6088	11	3	moros	PI	4	pocos
7	7	0.02372022718191147	22391	11	3	moros	AQ	3	amables
8	8	0.02104795165359974	10834	11	3	moros	AQ	2	ricos
9	9	0.021032482385635376	23745	11	3	moros	AQ	1	valientes
0	0	0.175090491771698	17219	12	3	moros	NC	10	cerdos
1	1	0.06832288205623627	17159	12	3	moros	AQ	9	salvajes
2	2	0.06708170473575592	17241	12	3	moros	NC	8	ladrones
3	3	0.05715029686689377	30372	12	3	moros	NC	7	brutos
4	4	0.04424460977315903	4608	12	3	moros	NC	6	animales
5	5	0.03271730989217758	18404	12	3	moros	AQ	5	tontos
6	6	0.027501752600073814	8915	12	3	moros	NC	4	perros
7	7	0.027431316673755646	3	12	3	moros	NC	3	[unk]
8	8	0.024682993069291115	14088	12	3	moros	NC	2	idiotas
9	9	0.02291080541908741	11063	12	3	moros	AQ	1	locos
0	0	0.03417225182056427	3	0	3	indios	AQ	10	[unk]
1	1	0.03397228568792343	21897	0	3	indios	AQ	9	pacíficos
2	2	0.024039514362812042	13052	0	3	indios	NC	8	indios
3	3	0.020524999126791954	10121	0	3	indios	AQ	7	españoles
4	4	0.017282331362366676	17159	0	3	indios	AQ	6	salvajes
5	5	0.01672513410449028	8002	0	3	indios	AQ	5	blancos
6	6	0.015032995492219925	9168	0	3	indios	AQ	4	malos
7	7	0.013983731158077717	2720	0	3	indios	PI	3	muchos
8	8	0.012030025944113731	3166	0	3	indios	AQ	2	diferentes
9	9	0.011956904083490372	10191	0	3	indios	AQ	1	negros
0	0	0.06260878592729568	10876	1	3	indios	AQ	10	felices
1	1	0.02903302200138569	1009	1	3	indios	Fp	9	.
2	2	0.027319349348545074	22398	1	3	indios	AQ	8	hermosos
3	3	0.024325482547283173	3166	1	3	indios	AQ	7	diferentes
4	4	0.01875770092010498	5987	1	3	indios	AQ	6	buenos
5	5	0.016681469976902008	3	1	3	indios	AQ	5	[unk]
6	6	0.015444413758814335	8002	1	3	indios	AQ	4	blancos
7	7	0.014457041397690773	17294	1	3	indios	VMP	3	asesinados
8	8	0.013171084225177765	8109	1	3	indios	AQ	2	fuertes
9	9	0.011021553538739681	23745	1	3	indios	AQ	1	valientes
0	0	0.1318303644657135	17159	2	3	indios	AQ	10	salvajes
1	1	0.06243399903178215	14088	2	3	indios	NC	9	idiotas
2	2	0.05347336456179619	4608	2	3	indios	NC	8	animales
3	3	0.05265688896179199	18404	2	3	indios	AQ	7	tontos
4	4	0.042974840849637985	2330	2	3	indios	NC	6	niños
