	index	score	token	sentence	model	dimension	pos_tag	sentiment	rsv	word
6	6	0.02335597388446331	12525	3	17	blancos		NEU	4	otros
7	7	0.020383667200803757	37254	3	17	blancos		NEU	3	hermanos
8	8	0.01746804267168045	10182	3	17	blancos		NEG	2	los
9	9	0.015493253245949745	99702	3	17	blancos		POS	1	ricos
0	0	0.5986327528953552	36462	4	17	blancos		NEU	10	blancos
1	1	0.12449400871992111	60614	4	17	blancos		NEG	9	negros
2	2	0.021714843809604645	21879	4	17	blancos		NEU	8	hombres
3	3	0.016565153375267982	59432	4	17	blancos		NEG	7	muertos
4	4	0.01571342535316944	64440	4	17	blancos		NEG	6	pobres
5	5	0.010959740728139877	16169	4	17	blancos		NEU	5	ellos
6	6	0.009589808993041515	79734	4	17	blancos		POS	4	vivos
7	7	0.009280253201723099	220	4	17	blancos		NEU	3	»
8	8	0.00910619180649519	99702	4	17	blancos		POS	2	ricos
9	9	0.003773365868255496	77121	4	17	blancos		NEU	1	verdes
0	0	0.19851304590702057	36462	5	17	blancos		NEU	10	blancos
1	1	0.10430857539176941	60614	5	17	blancos		NEG	9	negros
2	2	0.07205124199390411	59432	5	17	blancos		NEG	8	muertos
3	3	0.04624543711543083	16169	5	17	blancos		NEU	7	ellos
4	4	0.025479454547166824	37254	5	17	blancos		NEU	6	hermanos
5	5	0.02337820827960968	60340	5	17	blancos		POS	5	estrellas
6	6	0.01859252154827118	12525	5	17	blancos		NEU	4	otros
7	7	0.017011122778058052	41516	5	17	blancos		NEU	3	todavía
8	8	0.015972822904586792	21879	5	17	blancos		NEU	2	hombres
9	9	0.011321794241666794	11564	5	17	blancos		NEU	1	también
0	0	0.4532148540019989	36462	6	17	blancos		NEU	10	blancos
1	1	0.12737596035003662	60614	6	17	blancos		NEG	9	negros
2	2	0.03297023847699165	59432	6	17	blancos		NEG	8	muertos
3	3	0.032073553651571274	37254	6	17	blancos		NEU	7	hermanos
4	4	0.028446396812796593	21879	6	17	blancos		NEU	6	hombres
5	5	0.018203087151050568	220	6	17	blancos		NEU	5	»
6	6	0.010047408752143383	79734	6	17	blancos		NEU	4	vivos
7	7	0.007799672894179821	12525	6	17	blancos		NEU	3	otros
8	8	0.007172934245318174	16169	6	17	blancos		NEU	2	ellos
9	9	0.006114352028816938	10171	6	17	blancos		NEU	1	##es
0	0	0.5021489858627319	36462	7	17	blancos		NEU	10	blancos
1	1	0.09361443668603897	48198	7	17	blancos		NEU	9	altos
2	2	0.08370043337345123	60614	7	17	blancos		NEG	8	negros
3	3	0.032255884259939194	79734	7	17	blancos		POS	7	vivos
4	4	0.028408197686076164	99702	7	17	blancos		POS	6	ricos
5	5	0.01583079621195793	58756	7	17	blancos		POS	5	fuertes
6	6	0.015483230352401733	64440	7	17	blancos		NEG	4	pobres
7	7	0.01204407773911953	40834	7	17	blancos		NEG	3	graves
8	8	0.01128663495182991	96606	7	17	blancos		POS	2	clásicos
9	9	0.008594750426709652	13092	7	17	blancos		POS	1	grandes
0	0	0.417390912771225	36462	8	17	blancos		NEG	10	blancos
1	1	0.1224483847618103	64440	8	17	blancos		NEG	9	pobres
2	2	0.050472017377614975	99702	8	17	blancos		POS	8	ricos
3	3	0.0340416245162487	48198	8	17	blancos		NEU	7	altos
4	4	0.032543983310461044	79734	8	17	blancos		POS	6	vivos
5	5	0.021318841725587845	60614	8	17	blancos		NEG	5	negros
6	6	0.020884934812784195	96606	8	17	blancos		NEU	4	clásicos
7	7	0.013830176554620266	60404	8	17	blancos		NEU	3	famosos
8	8	0.01014714129269123	15828	8	17	blancos		POS	2	importantes
9	9	0.00985659845173359	39065	8	17	blancos		NEU	1	pequeños
0	0	0.7512736320495605	36462	9	17	blancos		NEG	10	blancos
1	1	0.04873787984251976	60614	9	17	blancos		NEG	9	negros
2	2	0.037754349410533905	48198	9	17	blancos		NEU	8	altos
3	3	0.03354977071285248	99702	9	17	blancos		POS	7	ricos
4	4	0.023587681353092194	79734	9	17	blancos		POS	6	vivos
5	5	0.017959030345082283	64440	9	17	blancos		NEG	5	pobres
6	6	0.004663852043449879	59432	9	17	blancos		NEG	4	muertos
7	7	0.0034704250283539295	13092	9	17	blancos		POS	3	grandes
8	8	0.003140229033306241	96606	9	17	blancos		NEU	2	clásicos
9	9	0.0026500180829316378	39065	9	17	blancos		NEU	1	pequeños
0	0	0.7667639851570129	36462	10	17	blancos		NEU	10	blancos
1	1	0.04270511865615845	79734	10	17	blancos		POS	9	vivos
2	2	0.03061480075120926	48198	10	17	blancos		NEU	8	altos
3	3	0.02896111272275448	60614	10	17	blancos		NEG	7	negros
4	4	0.00809157732874155	64440	10	17	blancos		NEG	6	pobres
5	5	0.006346785929054022	15828	10	17	blancos		POS	5	importantes
6	6	0.005978190340101719	99702	10	17	blancos		POS	4	ricos
7	7	0.004542315378785133	96606	10	17	blancos		POS	3	clásicos
8	8	0.004277471452951431	59432	10	17	blancos		NEG	2	muertos
9	9	0.0035852708388119936	39065	10	17	blancos		NEU	1	pequeños
0	0	0.608778178691864	36462	11	17	blancos		NEG	10	blancos
1	1	0.07465926557779312	60614	11	17	blancos		NEG	9	negros
2	2	0.027836179360747337	64440	11	17	blancos		NEG	8	pobres
3	3	0.020580129697918892	99702	11	17	blancos		POS	7	ricos
4	4	0.018060807138681412	34989	11	17	blancos		NEG	6	malo
5	5	0.017522938549518585	48198	11	17	blancos		NEU	5	altos
6	6	0.016665328294038773	58756	11	17	blancos		NEU	4	fuertes
7	7	0.01196326594799757	13092	11	17	blancos		POS	3	grandes
8	8	0.010257805697619915	37075	11	17	blancos		NEG	2	pocos
9	9	0.008741926401853561	35211	11	17	blancos		POS	1	mejores
0	0	0.4540543258190155	36462	12	17	blancos		NEG	10	blancos
1	1	0.07318294048309326	61867	12	17	blancos		NEG	9	ojos
2	2	0.06891022622585297	46813	12	17	blancos		NEG	8	pies
3	3	0.04383184388279915	60614	12	17	blancos		NEG	7	negros
4	4	0.043132297694683075	21879	12	17	blancos		NEG	6	hombres
5	5	0.020995398983359337	59432	12	17	blancos		NEG	5	muertos
6	6	0.017962032929062843	12525	12	17	blancos		NEG	4	otros
7	7	0.013330884277820587	32676	12	17	blancos		NEG	3	niños
8	8	0.01261739619076252	37254	12	17	blancos		NEG	2	hermanos
9	9	0.008247368037700653	52716	12	17	blancos		NEG	1	montes
0	0	0.15850481390953064	35211	0	17	moros		POS	10	mejores
1	1	0.13492588698863983	37254	0	17	moros		NEU	9	hermanos
2	2	0.05597449839115143	58756	0	17	moros		NEU	8	fuertes
3	3	0.044278502464294434	27665	0	17	moros		NEU	7	autores
4	4	0.04350605234503746	59432	0	17	moros		NEG	6	muertos
5	5	0.02067732997238636	21879	0	17	moros		NEU	5	hombres
6	6	0.016077911481261253	30039	0	17	moros		NEU	4	soldados
7	7	0.01570846140384674	16169	0	17	moros		NEU	3	ellos
8	8	0.013463634997606277	29097	0	17	moros		NEU	2	amigos
9	9	0.010212395340204239	66926	0	17	moros		NEG	1	enemigos
0	0	0.12305987626314163	35211	1	17	moros		POS	10	mejores
1	1	0.07171738147735596	37254	1	17	moros		NEU	9	hermanos
2	2	0.035535600036382675	27665	1	17	moros		NEU	8	autores
3	3	0.030884142965078354	19188	1	17	moros		NEU	7	muchos
4	4	0.02563999406993389	107149	1	17	moros		NEU	6	dichos
5	5	0.020978307351469994	12656	1	17	moros		NEU	5	todos
6	6	0.020934177562594414	16169	1	17	moros		NEU	4	ellos
7	7	0.017892073839902878	16649	1	17	moros		NEG	3	algunos
8	8	0.015469834208488464	24464	1	17	moros		NEG	2	tales
9	9	0.014638599008321762	100608	1	17	moros		NEU	1	tantos
0	0	0.11161107569932938	37254	2	17	moros		NEU	10	hermanos
1	1	0.06242111325263977	21879	2	17	moros		NEG	9	hombres
2	2	0.061228614300489426	29097	2	17	moros		NEU	8	amigos
3	3	0.03884192556142807	24617	2	17	moros		NEG	7	males
4	4	0.025701461359858513	64440	2	17	moros		NEG	6	pobres
5	5	0.02454865351319313	24464	2	17	moros		NEG	5	tales
6	6	0.02324388362467289	52716	2	17	moros		NEG	4	montes
7	7	0.020785370841622353	78420	2	17	moros		NEU	3	versos
8	8	0.020098397508263588	95314	2	17	moros		NEU	2	reyes
9	9	0.014194425195455551	43657	2	17	moros		NEG	1	nobles
0	0	0.08094969391822815	16169	3	17	moros		NEG	10	ellos
1	1	0.044143326580524445	64440	3	17	moros		NEG	9	pobres
2	2	0.04061603918671608	37254	3	17	moros		NEU	8	hermanos
3	3	0.03935931995511055	27665	3	17	moros		NEU	7	autores
4	4	0.0312090665102005	12525	3	17	moros		NEG	6	otros
5	5	0.025593897327780724	21879	3	17	moros		NEU	5	hombres
6	6	0.024977469816803932	59432	3	17	moros		NEG	4	muertos
7	7	0.022826552391052246	10182	3	17	moros		NEG	3	los
8	8	0.018519394099712372	29097	3	17	moros		NEU	2	amigos
9	9	0.012898102402687073	19188	3	17	moros		NEG	1	muchos
0	0	0.05238155275583267	16169	4	17	moros		NEU	10	ellos
1	1	0.028022227808833122	19188	4	17	moros		NEG	9	muchos
2	2	0.026061302050948143	12656	4	17	moros		NEU	8	todos
3	3	0.024672213941812515	16121	4	17	moros		NEG	7	estos
4	4	0.022015368565917015	21879	4	17	moros		NEU	6	hombres
5	5	0.020319832488894463	35211	4	17	moros		POS	5	mejores
6	6	0.019481178373098373	11789	4	17	moros		NEG	4	guerra
7	7	0.016641607508063316	107447	4	17	moros		POS	3	nuestros
8	8	0.01617211103439331	64440	4	17	moros		NEG	2	pobres
9	9	0.015445303171873093	99702	4	17	moros		POS	1	ricos
0	0	0.1265840381383896	16169	5	17	moros		NEU	10	ellos
1	1	0.061623454093933105	35211	5	17	moros		POS	9	mejores
2	2	0.0609646737575531	37254	5	17	moros		NEU	8	hermanos
3	3	0.032017819583415985	59432	5	17	moros		NEG	7	muertos
4	4	0.02910422347486019	64440	5	17	moros		NEG	6	pobres
5	5	0.024103088304400444	12525	5	17	moros		NEU	5	otros
6	6	0.019943561404943466	19188	5	17	moros		NEG	4	muchos
7	7	0.017794549465179443	29097	5	17	moros		NEU	3	amigos
8	8	0.017378145828843117	21879	5	17	moros		NEU	2	hombres
9	9	0.013633772730827332	16649	5	17	moros		NEG	1	algunos
0	0	0.08805041015148163	59432	6	17	moros		NEG	10	muertos
1	1	0.08607333153486252	35211	6	17	moros		POS	9	mejores
2	2	0.0655226781964302	37254	6	17	moros		NEU	8	hermanos
3	3	0.03929746896028519	21879	6	17	moros		NEG	7	hombres
4	4	0.03853496164083481	16169	6	17	moros		NEG	6	ellos
5	5	0.02970028482377529	58756	6	17	moros		NEU	5	fuertes
6	6	0.027768824249505997	11381	6	17	moros		NEU	4	uno
7	7	0.021643485873937607	220	6	17	moros		NEG	3	»
8	8	0.01819448731839657	36765	6	17	moros		NEG	2	##ientes
9	9	0.017765667289495468	27665	6	17	moros		NEU	1	autores
0	0	0.14017760753631592	60404	7	17	moros		NEU	10	famosos
1	1	0.09307337552309036	13092	7	17	moros		POS	9	grandes
2	2	0.09152437746524811	48198	7	17	moros		NEU	8	altos
3	3	0.0592944510281086	64440	7	17	moros		NEG	7	pobres
4	4	0.056940753012895584	40834	7	17	moros		NEG	6	graves
5	5	0.05508675053715706	58756	7	17	moros		POS	5	fuertes
6	6	0.03860001638531685	99702	7	17	moros		POS	4	ricos
7	7	0.015200130641460419	41300	7	17	moros		NEU	3	jóvenes
8	8	0.014643663540482521	43657	7	17	moros		NEU	2	nobles
9	9	0.01406982634216547	35211	7	17	moros		POS	1	mejores
0	0	0.12059815227985382	64440	8	17	moros		NEG	10	pobres
1	1	0.1017088070511818	60404	8	17	moros		NEU	9	famosos
2	2	0.06998234987258911	96606	8	17	moros		NEU	8	clásicos
3	3	0.05638947710394859	15828	8	17	moros		POS	7	importantes
4	4	0.03841088339686394	39065	8	17	moros		NEU	6	pequeños
5	5	0.025149570778012276	99702	8	17	moros		NEU	5	ricos
6	6	0.021313367411494255	40834	8	17	moros		NEG	4	graves
7	7	0.020985636860132217	48198	8	17	moros		NEU	3	altos
8	8	0.019868044182658195	17378	8	17	moros		NEU	2	principales
9	9	0.011790728196501732	13092	8	17	moros		POS	1	grandes
0	0	0.10562658309936523	48198	9	17	moros		NEU	10	altos
1	1	0.09926021099090576	99702	9	17	moros		POS	9	ricos
2	2	0.07494847476482391	60404	9	17	moros		NEU	8	famosos
3	3	0.06423436850309372	13092	9	17	moros		POS	7	grandes
4	4	0.06170687451958656	64440	9	17	moros		NEG	6	pobres
5	5	0.024753432720899582	40834	9	17	moros		NEG	5	graves
6	6	0.02376166544854641	15828	9	17	moros		POS	4	importantes
7	7	0.02345837466418743	96606	9	17	moros		NEU	3	clásicos
8	8	0.02270212024450302	58756	9	17	moros		POS	2	fuertes
9	9	0.013471730053424835	43657	9	17	moros		NEU	1	nobles
0	0	0.1053144633769989	64440	10	17	moros		NEG	10	pobres
1	1	0.07303266227245331	15828	10	17	moros		POS	9	importantes
2	2	0.06531638652086258	48198	10	17	moros		NEU	8	altos
3	3	0.02967209555208683	60404	10	17	moros		NEU	7	famosos
4	4	0.024519141763448715	96606	10	17	moros		POS	6	clásicos
5	5	0.020863372832536697	79734	10	17	moros		POS	5	vivos
6	6	0.020142121240496635	39065	10	17	moros		NEU	4	pequeños
7	7	0.019769854843616486	13092	10	17	moros		POS	3	grandes
8	8	0.018768344074487686	56990	10	17	moros		NEU	2	allá
9	9	0.018711816519498825	99702	10	17	moros		POS	1	ricos
0	0	0.28336572647094727	58756	11	17	moros		NEU	10	fuertes
1	1	0.0602533258497715	60404	11	17	moros		NEU	9	famosos
2	2	0.05340506508946419	13092	11	17	moros		POS	8	grandes
3	3	0.039707526564598083	46830	11	17	moros		NEU	7	fortes
4	4	0.03740857541561127	37075	11	17	moros		NEG	6	pocos
5	5	0.03584513068199158	35211	11	17	moros		POS	5	mejores
6	6	0.024818802252411842	64440	11	17	moros		NEG	4	pobres
7	7	0.02188936248421669	28479	11	17	moros		NEG	3	fuerte
8	8	0.01603163778781891	17378	11	17	moros		NEU	2	principales
9	9	0.013549095019698143	41957	11	17	moros		NEG	1	presto
0	0	0.1018357053399086	21879	12	17	moros		NEG	10	hombres
1	1	0.07850019633769989	37254	12	17	moros		NEG	9	hermanos
2	2	0.05269083008170128	30039	12	17	moros		NEG	8	soldados
3	3	0.03892109543085098	29097	12	17	moros		NEU	7	amigos
4	4	0.03877031430602074	37075	12	17	moros		NEG	6	pocos
5	5	0.03168230131268501	95314	12	17	moros		NEU	5	reyes
6	6	0.02666940540075302	12525	12	17	moros		NEG	4	otros
7	7	0.02483944781124592	61867	12	17	moros		NEG	3	ojos
8	8	0.02191043086349964	66926	12	17	moros		NEG	2	enemigos
9	9	0.017723703756928444	52716	12	17	moros		NEG	1	montes
0	0	0.0777076706290245	37254	0	17	indios		NEU	10	hermanos
1	1	0.06950574368238449	59432	0	17	indios		NEG	9	muertos
2	2	0.06193186342716217	60614	0	17	indios		NEG	8	negros
3	3	0.036480050534009933	21879	0	17	indios		NEG	7	hombres
4	4	0.0335589237511158	58756	0	17	indios		POS	6	fuertes
5	5	0.02347520738840103	97512	0	17	indios		NEG	5	esclavos
6	6	0.017605306580662727	106483	0	17	indios		POS	4	buenas
7	7	0.01725117675960064	82079	0	17	indios		NEU	3	indios
8	8	0.01396520808339119	60340	0	17	indios		NEU	2	estrellas
9	9	0.013049420900642872	29097	0	17	indios		NEU	1	amigos
0	0	0.048736222088336945	37254	1	17	indios		NEU	10	hermanos
1	1	0.03485635668039322	106483	1	17	indios		POS	9	buenas
2	2	0.02881358377635479	29927	1	17	indios		NEU	8	flores
3	3	0.026830023154616356	35211	1	17	indios		POS	7	mejores
4	4	0.02162318490445614	16169	1	17	indios		NEU	6	ellos
5	5	0.020409299060702324	30039	1	17	indios		NEU	5	soldados
6	6	0.01964651420712471	27665	1	17	indios		NEU	4	autores
7	7	0.01766272634267807	21879	1	17	indios		NEU	3	hombres
8	8	0.014745702967047691	60340	1	17	indios		NEU	2	estrellas
9	9	0.014588886871933937	59432	1	17	indios		NEG	1	muertos
0	0	0.11079302430152893	21879	2	17	indios		NEG	10	hombres
1	1	0.06121904402971268	37254	2	17	indios		NEG	9	hermanos
2	2	0.041741471737623215	29097	2	17	indios		NEG	8	amigos
3	3	0.03685811907052994	82079	2	17	indios		NEG	7	indios
4	4	0.029958568513393402	97512	2	17	indios		NEG	6	esclavos
5	5	0.02648172155022621	32676	2	17	indios		NEG	5	niños
6	6	0.024290207773447037	33584	2	17	indios		NEG	4	animales
7	7	0.020889146253466606	61867	2	17	indios		NEG	3	ojos
8	8	0.017356332391500473	94371	2	17	indios		NEG	2	dioses
9	9	0.013494842685759068	64440	2	17	indios		NEG	1	pobres
0	0	0.048498764634132385	16169	3	17	indios		NEG	10	ellos
1	1	0.03480127453804016	59432	3	17	indios		NEG	9	muertos
