	index	score	token	sentence	model	dimension	pos_tag	sentiment	rsv	word
2	2	0.02971498854458332	18	2	11	blancos		NEG	8	.
3	3	0.023195350542664528	404	2	11	blancos		NEG	7	1
4	4	0.01204154547303915	1752	2	11	blancos		NEG	6	meses
5	5	0.011071862652897835	3548	2	11	blancos		NEU	5	valores
6	6	0.010556682012975216	413	2	11	blancos		NEG	4	2
7	7	0.010360284708440304	3638	2	11	blancos		NEU	3	tiempos
8	8	0.009167873300611973	3343	2	11	blancos		NEG	2	humanos
9	9	0.008861575275659561	1605	2	11	blancos		POS	1	grandes
0	0	0.05736560374498367	30	3	11	blancos		NEU	10	:
1	1	0.030926387757062912	2852	3	11	blancos		NEU	9	mayo
2	2	0.020736893638968468	32820	3	11	blancos		POS	8	bienvenidos
3	3	0.02053830958902836	679	3	11	blancos		NEU	7	años
4	4	0.016981368884444237	11748	3	11	blancos		NEU	6	positivos
5	5	0.013784955255687237	4295	3	11	blancos		NEU	5	*
6	6	0.013232875615358353	18	3	11	blancos		NEU	4	.
7	7	0.011262450367212296	3079	3	11	blancos		NEU	3	abril
8	8	0.010798411443829536	1605	3	11	blancos		POS	2	grandes
9	9	0.010199101641774178	3931	3	11	blancos		NEU	1	objetivos
0	0	0.14745952188968658	30	4	11	blancos		NEU	10	:
1	1	0.05159736052155495	18	4	11	blancos		NEU	9	.
2	2	0.02156464196741581	625	4	11	blancos		NEU	8	3
3	3	0.015409908257424831	413	4	11	blancos		NEU	7	2
4	4	0.014209520071744919	679	4	11	blancos		NEU	6	años
5	5	0.013688783161342144	4174	4	11	blancos		POS	5	buenos
6	6	0.013183019123971462	11748	4	11	blancos		NEU	4	positivos
7	7	0.011667666956782341	293	4	11	blancos		NEU	3	que
8	8	0.010799191892147064	404	4	11	blancos		NEU	2	1
9	9	0.010693158023059368	1605	4	11	blancos		POS	1	grandes
0	0	0.07380161434412003	30	5	11	blancos		NEU	10	:
1	1	0.014595964923501015	4295	5	11	blancos		NEU	9	*
2	2	0.011626822873950005	404	5	11	blancos		NEU	8	1
3	3	0.011597814038395882	2852	5	11	blancos		NEU	7	mayo
4	4	0.010208110325038433	18	5	11	blancos		NEU	6	.
5	5	0.009271002374589443	679	5	11	blancos		NEU	5	años
6	6	0.009219251573085785	413	5	11	blancos		NEU	4	2
7	7	0.008626534603536129	203	5	11	blancos		NEU	3	
8	8	0.008304432034492493	625	5	11	blancos		NEU	2	3
9	9	0.006536952219903469	1605	5	11	blancos		POS	1	grandes
0	0	0.047694869339466095	679	6	11	blancos		NEU	10	años
1	1	0.020820872858166695	2152	6	11	blancos		NEU	9	nuevos
2	2	0.014338416047394276	32820	6	11	blancos		POS	8	bienvenidos
3	3	0.014318343251943588	5962	6	11	blancos		NEU	7	números
4	4	0.013079565949738026	9224	6	11	blancos		NEU	6	deseos
5	5	0.012525083497166634	30	6	11	blancos		NEU	5	:
6	6	0.012408379465341568	726	6	11	blancos		NEG	4	todos
7	7	0.00985289178788662	4295	6	11	blancos		NEU	3	*
8	8	0.008237017318606377	1152	6	11	blancos		NEU	2	días
9	9	0.007833221927285194	3979	6	11	blancos		NEU	1	comentarios
0	0	0.5771418213844299	2792	7	11	blancos		NEU	10	jóvenes
1	1	0.07812292128801346	8111	7	11	blancos		NEG	9	pobres
2	2	0.0534747950732708	21996	7	11	blancos		NEU	8	jovenes
3	3	0.027429506182670593	3452	7	11	blancos		NEU	7	pequeños
4	4	0.025244049727916718	43238	7	11	blancos		POS	6	guapos
5	5	0.02274836227297783	10805	7	11	blancos		NEU	5	blancos
6	6	0.01599746011197567	5839	7	11	blancos		NEU	4	chicos
7	7	0.01443714089691639	9931	7	11	blancos		POS	3	ricos
8	8	0.012341653928160667	11461	7	11	blancos		NEU	2	viejos
9	9	0.011287383735179901	16888	7	11	blancos		NEG	1	débiles
0	0	0.30029943585395813	8111	8	11	blancos		NEG	10	pobres
1	1	0.14558610320091248	9931	8	11	blancos		POS	9	ricos
2	2	0.06138128787279129	2792	8	11	blancos		NEU	8	jóvenes
3	3	0.05430430918931961	10571	8	11	blancos		NEG	7	inmigrantes
4	4	0.03105604276061058	6571	8	11	blancos		NEU	6	populares
5	5	0.0253281369805336	16888	8	11	blancos		NEG	5	débiles
6	6	0.022292375564575195	16100	8	11	blancos		NEU	4	vulnerables
7	7	0.022104449570178986	3452	8	11	blancos		NEU	3	pequeños
8	8	0.013842614367604256	10805	8	11	blancos		NEG	2	blancos
9	9	0.013709894381463528	29939	8	11	blancos		NEU	1	necesitados
0	0	0.3080141544342041	8111	9	11	blancos		NEG	10	pobres
1	1	0.09177561104297638	9931	9	11	blancos		POS	9	ricos
2	2	0.07753491401672363	10805	9	11	blancos		NEG	8	blancos
3	3	0.04027970880270004	2792	9	11	blancos		NEU	7	jóvenes
4	4	0.03323635458946228	6571	9	11	blancos		NEU	6	populares
5	5	0.03061067685484886	19857	9	11	blancos		NEG	5	violentos
6	6	0.025937553495168686	16888	9	11	blancos		NEG	4	débiles
7	7	0.02428569085896015	16100	9	11	blancos		NEU	3	vulnerables
8	8	0.02371162362396717	10423	9	11	blancos		NEG	2	negros
9	9	0.021405411884188652	43564	9	11	blancos		NEU	1	buscados
0	0	0.21508276462554932	8111	10	11	blancos		NEG	10	pobres
1	1	0.15604567527770996	10805	10	11	blancos		NEU	9	blancos
2	2	0.12494408339262009	9931	10	11	blancos		POS	8	ricos
3	3	0.08685705065727234	2792	10	11	blancos		NEU	7	jóvenes
4	4	0.04258689656853676	10423	10	11	blancos		NEG	6	negros
5	5	0.037610914558172226	6571	10	11	blancos		NEU	5	populares
6	6	0.023186178877949715	3452	10	11	blancos		NEU	4	pequeños
7	7	0.022578246891498566	8323	10	11	blancos		NEG	3	bajos
8	8	0.0116907749325037	43564	10	11	blancos		NEU	2	buscados
9	9	0.011264964006841183	16888	10	11	blancos		NEG	1	débiles
0	0	0.03680789843201637	6001	11	11	blancos		NEU	10	fuertes
1	1	0.030174674466252327	13447	11	11	blancos		NEG	9	críticos
2	2	0.02701715938746929	16888	11	11	blancos		NEG	8	débiles
3	3	0.020701974630355835	2843	11	11	blancos		NEG	7	fuerte
4	4	0.018618641421198845	1605	11	11	blancos		POS	6	grandes
5	5	0.016547828912734985	4174	11	11	blancos		POS	5	buenos
6	6	0.016378015279769897	3657	11	11	blancos		NEG	4	pocos
7	7	0.014006761834025383	10314	11	11	blancos		NEG	3	crítico
8	8	0.013484297320246696	8111	11	11	blancos		NEG	2	pobres
9	9	0.01329907774925232	6625	11	11	blancos		NEU	1	activos
0	0	0.08457805961370468	2342	12	11	blancos		NEU	10	amigos
1	1	0.026841286569833755	1152	12	11	blancos		NEG	9	días
2	2	0.02102852240204811	2323	12	11	blancos		NEG	8	hombres
3	3	0.020300203934311867	1605	12	11	blancos		POS	7	grandes
4	4	0.019233470782637596	1167	12	11	blancos		POS	6	10
5	5	0.01751464605331421	16390	12	11	blancos		POS	5	héroes
6	6	0.016820043325424194	14729	12	11	blancos		NEG	4	pares
7	7	0.013803263194859028	679	12	11	blancos		NEG	3	años
8	8	0.01362741831690073	1097	12	11	blancos		NEG	2	7
9	9	0.012289058417081833	1404	12	11	blancos		NEG	1	millones
0	0	0.026449669152498245	18	0	11	moros		NEU	10	.
1	1	0.015198331326246262	9198	0	11	moros		NEU	9	retos
2	2	0.01376294158399105	316	0	11	moros		NEG	8	los
3	3	0.01359869446605444	1568	0	11	moros		NEU	7	mujeres
4	4	0.009331902489066124	3034	0	11	moros		NEU	6	libros
5	5	0.009039800614118576	726	0	11	moros		NEG	5	todos
6	6	0.007780435029417276	1662	0	11	moros		NEU	4	niños
7	7	0.0067131477408111095	93	0	11	moros		NEU	3	y
8	8	0.006671309005469084	679	0	11	moros		NEU	2	años
9	9	0.006639943458139896	9931	0	11	moros		POS	1	ricos
0	0	0.1823398619890213	21996	1	11	moros		NEU	10	jovenes
1	1	0.03254130855202675	2792	1	11	moros		NEU	9	jóvenes
2	2	0.030188927426934242	679	1	11	moros		NEU	8	años
3	3	0.019826611503958702	12355	1	11	moros		POS	7	emprendedores
4	4	0.018944719806313515	2152	1	11	moros		NEU	6	nuevos
5	5	0.016404077410697937	1662	1	11	moros		NEU	5	niños
6	6	0.011265233159065247	4174	1	11	moros		POS	4	buenos
7	7	0.010444064624607563	5586	1	11	moros		NEU	3	www
8	8	0.01014852337539196	1605	1	11	moros		POS	2	grandes
9	9	0.009620476514101028	9931	1	11	moros		POS	1	ricos
0	0	0.08602967858314514	18	2	11	moros		NEG	10	.
1	1	0.03200225904583931	2323	2	11	moros		NEG	9	hombres
2	2	0.02737532928586006	404	2	11	moros		NEG	8	1
3	3	0.024177176877856255	679	2	11	moros		NEG	7	años
4	4	0.02155485190451145	413	2	11	moros		NEG	6	2
5	5	0.016896942630410194	1167	2	11	moros		POS	5	10
6	6	0.013977511785924435	1778	2	11	moros		NEG	4	hombre
7	7	0.013341225683689117	1118	2	11	moros		NEG	3	8
8	8	0.01250771526247263	791	2	11	moros		NEG	2	5
9	9	0.010951077565550804	3548	2	11	moros		NEU	1	valores
0	0	0.05223493650555611	9198	3	11	moros		NEU	10	retos
1	1	0.032408736646175385	18	3	11	moros		NEG	9	.
2	2	0.015765711665153503	18935	3	11	moros		NEU	8	latinoamericanos
3	3	0.012966777198016644	32820	3	11	moros		POS	7	bienvenidos
4	4	0.012784398160874844	2152	3	11	moros		NEU	6	nuevos
5	5	0.011534221470355988	2634	3	11	moros		NEG	5	2015
6	6	0.010847164317965508	4715	3	11	moros		NEU	4	2008
7	7	0.01009717769920826	3176	3	11	moros		NEU	3	2013
8	8	0.009881976060569286	8863	3	11	moros		NEU	2	madres
9	9	0.0094493692740798	3931	3	11	moros		NEU	1	objetivos
0	0	0.026139674708247185	14906	4	11	moros		NEU	10	españa
1	1	0.023132245987653732	9931	4	11	moros		POS	9	ricos
2	2	0.02132304757833481	4174	4	11	moros		POS	8	buenos
3	3	0.017543423920869827	32820	4	11	moros		POS	7	bienvenidos
4	4	0.016539234668016434	8937	4	11	moros		NEU	6	argentina
5	5	0.015992749482393265	14417	4	11	moros		NEU	5	alemanes
6	6	0.012458422221243382	21996	4	11	moros		NEU	4	jovenes
7	7	0.012380452826619148	4715	4	11	moros		NEU	3	2008
8	8	0.012089439667761326	3931	4	11	moros		NEU	2	objetivos
9	9	0.011087547056376934	9198	4	11	moros		NEU	1	retos
0	0	0.05211382359266281	2152	5	11	moros		NEU	10	nuevos
1	1	0.04260275140404701	32820	5	11	moros		POS	9	bienvenidos
2	2	0.027572929859161377	8937	5	11	moros		NEG	8	argentina
3	3	0.01900404319167137	4174	5	11	moros		POS	7	buenos
4	4	0.018809452652931213	18935	5	11	moros		NEU	6	latinoamericanos
5	5	0.017055759206414223	18	5	11	moros		NEG	5	.
6	6	0.016304966062307358	14906	5	11	moros		NEU	4	españa
7	7	0.01522713154554367	3176	5	11	moros		NEU	3	2013
8	8	0.015061660669744015	20685	5	11	moros		NEG	2	mexico
9	9	0.014472934417426586	4715	5	11	moros		NEU	1	2008
0	0	0.02860536240041256	5586	6	11	moros		NEU	10	www
1	1	0.017876245081424713	404	6	11	moros		NEU	9	1
2	2	0.01724439114332199	18	6	11	moros		NEG	8	.
3	3	0.015526131726801395	413	6	11	moros		NEU	7	2
4	4	0.01169933658093214	679	6	11	moros		NEU	6	años
5	5	0.009136716835200787	32820	6	11	moros		POS	5	bienvenidos
6	6	0.008850223384797573	625	6	11	moros		NEU	4	3
7	7	0.007845212705433369	3064	6	11	moros		NEU	3	padres
8	8	0.0073388670571148396	31225	6	11	moros		NEU	2	alfa
9	9	0.007133603561669588	2152	6	11	moros		NEU	1	nuevos
0	0	0.49211302399635315	2792	7	11	moros		NEU	10	jóvenes
1	1	0.17147831618785858	21996	7	11	moros		NEU	9	jovenes
2	2	0.0725598856806755	3452	7	11	moros		NEU	8	pequeños
3	3	0.0474768728017807	5839	7	11	moros		NEU	7	chicos
4	4	0.02644573338329792	1662	7	11	moros		NEU	6	niños
5	5	0.013127193786203861	43238	7	11	moros		POS	5	guapos
6	6	0.011375339701771736	11461	7	11	moros		NEU	4	viejos
7	7	0.009947327896952629	8111	7	11	moros		NEG	3	pobres
8	8	0.006733562797307968	5312	7	11	moros		NEU	2	adultos
9	9	0.006225199438631535	7382	7	11	moros		NEU	1	adolescentes
0	0	0.07595384120941162	2792	8	11	moros		NEU	10	jóvenes
1	1	0.058748356997966766	6625	8	11	moros		NEU	9	activos
2	2	0.03302134573459625	43564	8	11	moros		NEU	8	buscados
3	3	0.027848800644278526	9931	8	11	moros		NEU	7	ricos
4	4	0.024925654754042625	3452	8	11	moros		NEU	6	pequeños
5	5	0.021936582401394844	2152	8	11	moros		NEU	5	nuevos
6	6	0.020270057022571564	8111	8	11	moros		NEG	4	pobres
7	7	0.020244961604475975	1605	8	11	moros		POS	3	grandes
8	8	0.019093655049800873	6001	8	11	moros		NEU	2	fuertes
9	9	0.018406720831990242	8401	8	11	moros		NEG	1	afectados
0	0	0.172992542386055	9931	9	11	moros		POS	10	ricos
1	1	0.1147216260433197	8111	9	11	moros		NEG	9	pobres
2	2	0.04857545346021652	5351	9	11	moros		NEU	8	españoles
3	3	0.04317482188344002	19857	9	11	moros		NEG	7	violentos
4	4	0.04114575684070587	35039	9	11	moros		NEG	6	perseguidos
5	5	0.025189079344272614	43238	9	11	moros		POS	5	guapos
6	6	0.02424892596900463	4080	9	11	moros		NEG	4	políticos
7	7	0.021954115480184555	2792	9	11	moros		NEU	3	jóvenes
8	8	0.015854889526963234	29939	9	11	moros		NEU	2	necesitados
9	9	0.015638316050171852	3452	9	11	moros		NEU	1	pequeños
0	0	0.11797124892473221	8901	10	11	moros		NEU	10	turistas
1	1	0.1019308939576149	43564	10	11	moros		NEU	9	buscados
2	2	0.07282901555299759	9931	10	11	moros		POS	8	ricos
3	3	0.04928717762231827	37113	10	11	moros		NEU	7	visitados
4	4	0.027709737420082092	43238	10	11	moros		POS	6	guapos
5	5	0.02418772503733635	3452	10	11	moros		NEU	5	pequeños
6	6	0.022568585351109505	19900	10	11	moros		NEG	4	caros
7	7	0.02175159379839897	35039	10	11	moros		NEG	3	perseguidos
8	8	0.01864873431622982	23434	10	11	moros		NEU	2	curiosos
9	9	0.013056452386081219	8111	10	11	moros		NEG	1	pobres
0	0	0.0862005352973938	4174	11	11	moros		POS	10	buenos
1	1	0.041927214711904526	18	11	11	moros		NEG	9	.
2	2	0.01908051036298275	9245	11	11	moros		NEG	8	malos
3	3	0.018594464287161827	9931	11	11	moros		POS	7	ricos
4	4	0.016857869923114777	6625	11	11	moros		NEU	6	activos
5	5	0.011855926364660263	8111	11	11	moros		NEG	5	pobres
6	6	0.011300776153802872	13447	11	11	moros		NEG	4	críticos
7	7	0.010321148671209812	1605	11	11	moros		POS	3	grandes
8	8	0.008957578800618649	43238	11	11	moros		POS	2	guapos
9	9	0.00847766362130642	19733	11	11	moros		POS	1	creativos
0	0	0.1959330290555954	18	12	11	moros		NEG	10	.
1	1	0.011538587510585785	49146	12	11	moros		NEG	9	miserables
2	2	0.011262109503149986	625	12	11	moros		NEG	8	3
3	3	0.011046524159610271	404	12	11	moros		NEG	7	1
4	4	0.01104536559432745	413	12	11	moros		NEG	6	2
5	5	0.01080315187573433	12282	12	11	moros		NEG	5	ganadores
6	6	0.009278246201574802	3239	12	11	moros		NEG	4	trabajadores
7	7	0.008096312172710896	4174	12	11	moros		POS	3	buenos
8	8	0.007266612257808447	753	12	11	moros		NEG	2	4
9	9	0.007129914592951536	1167	12	11	moros		POS	1	10
0	0	0.04584094136953354	11776	0	11	indios		POS	10	inteligentes
1	1	0.02746688388288021	10171	0	11	indios		POS	9	felices
2	2	0.02732730843126774	8111	0	11	indios		NEG	8	pobres
3	3	0.02417210303246975	9931	0	11	indios		POS	7	ricos
4	4	0.021464696153998375	4174	0	11	indios		POS	6	buenos
5	5	0.021427839994430542	32458	0	11	indios		NEG	5	tontos
6	6	0.01811634935438633	1605	0	11	indios		POS	4	grandes
7	7	0.013102099299430847	413	0	11	indios		NEU	3	2
8	8	0.010309654287993908	5839	0	11	indios		NEU	2	chicos
9	9	0.010039827786386013	3064	0	11	indios		POS	1	padres
0	0	0.052231330424547195	21996	1	11	indios		NEU	10	jovenes
1	1	0.043469857424497604	18	1	11	indios		NEU	9	.
2	2	0.028004514053463936	1605	1	11	indios		POS	8	grandes
3	3	0.02657816745340824	4174	1	11	indios		POS	7	buenos
4	4	0.026177942752838135	679	1	11	indios		NEU	6	años
5	5	0.015192271210253239	3842	1	11	indios		POS	5	buenas
6	6	0.012574384920299053	36858	1	11	indios		NEU	4	optimistas
7	7	0.00853737723082304	1662	1	11	indios		NEU	3	niños
8	8	0.007803704589605331	2792	1	11	indios		NEU	2	jóvenes
9	9	0.006835628766566515	30	1	11	indios		NEU	1	:
0	0	0.07274865359067917	679	2	11	indios		NEG	10	años
1	1	0.02476484514772892	2323	2	11	indios		NEG	9	hombres
2	2	0.02191714197397232	18	2	11	indios		NEG	8	.
3	3	0.017688479274511337	1605	2	11	indios		POS	7	grandes
4	4	0.012089305557310581	2152	2	11	indios		NEG	6	nuevos
5	5	0.010943923145532608	12355	2	11	indios		NEU	5	emprendedores
6	6	0.010630658827722073	404	2	11	indios		NEG	4	1
7	7	0.009819157421588898	1752	2	11	indios		NEG	3	meses
8	8	0.008888526819646358	1662	2	11	indios		NEG	2	niños
9	9	0.008887093514204025	3548	2	11	indios		NEG	1	valores
0	0	0.05576759949326515	32820	3	11	indios		POS	10	bienvenidos
1	1	0.0244692862033844	6001	3	11	indios		NEU	9	fuertes
2	2	0.023824669420719147	3842	3	11	indios		POS	8	buenas
3	3	0.020922744646668434	30	3	11	indios		NEG	7	:
4	4	0.02073647454380989	1605	3	11	indios		POS	6	grandes
5	5	0.020454371348023415	679	3	11	indios		NEU	5	años
6	6	0.019790032878518105	2852	3	11	indios		NEG	4	mayo
7	7	0.017711205407977104	4174	3	11	indios		POS	3	buenos
