	index	score	token	sentence	model	dimension	pos_tag	rsv	word
1	1	0.04640889912843704	6500	10	0	blancos	AQ	9	afectados
2	2	0.04372332990169525	24627	10	0	blancos	AQ	8	solicitados
3	3	0.03789319470524788	33928	10	0	blancos	NC	7	demandados
4	4	0.03599818795919418	14364	10	0	blancos	AQ	6	fieles
5	5	0.03396260738372803	8452	10	0	blancos	AQ	5	interesados
6	6	0.03360956534743309	40360	10	0	blancos	AQ	4	buscados
7	7	0.028179684653878212	7478	10	0	blancos	AQ	3	activos
8	8	0.02344326302409172	9131	10	0	blancos	AQ	2	habituales
9	9	0.021417150273919106	5619	10	0	blancos	AQ	1	populares
0	0	0.3260170519351959	18206	11	0	blancos	AQ	10	bonitos
1	1	0.263788640499115	5251	11	0	blancos	AQ	9	buenos
2	2	0.022011974826455116	22364	11	0	blancos	AQ	8	elegantes
3	3	0.021504200994968414	44664	11	0	blancos	AQ	7	guapos
4	4	0.01963396742939949	23137	11	0	blancos	AQ	6	divertidos
5	5	0.017463328316807747	27290	11	0	blancos	AQ	5	parecidos
6	6	0.015125478617846966	32359	11	0	blancos	AQ	4	monos
7	7	0.013675760477781296	6959	11	0	blancos	AQ	3	fuertes
8	8	0.012931746430695057	10782	11	0	blancos	AQ	2	ricos
9	9	0.01244526170194149	38511	11	0	blancos	AQ	1	finos
0	0	0.04276101291179657	16111	12	0	blancos	NC	10	santos
1	1	0.036475006490945816	17634	12	0	blancos	NC	9	campeones
2	2	0.033054180443286896	5251	12	0	blancos	AQ	8	buenos
3	3	0.030677860602736473	48968	12	0	blancos	NC	7	chorizos
4	4	0.02469642460346222	32228	12	0	blancos	NC	6	cerdos
5	5	0.022951776161789894	21405	12	0	blancos	NC	5	ladrones
6	6	0.022535813972353935	5442	12	0	blancos	NC	4	artistas
7	7	0.021815810352563858	7817	12	0	blancos	AQ	3	malos
8	8	0.020878208801150322	41403	12	0	blancos	NC	2	genios
9	9	0.020412446931004524	7485	12	0	blancos	NC	1	perros
0	0	0.060288865119218826	24579	0	0	moros	AQ	10	tontos
1	1	0.050584375858306885	7817	0	0	moros	AQ	9	malos
2	2	0.04624447599053383	5251	0	0	moros	AQ	8	buenos
3	3	0.03101777471601963	21405	0	0	moros	AQ	7	ladrones
4	4	0.02077825553715229	47004	0	0	moros	AQ	6	cobardes
5	5	0.020122388377785683	36396	0	0	moros	AQ	5	gilipollas
6	6	0.017114054411649704	13229	0	0	moros	AQ	4	cristianos
7	7	0.01497720368206501	20782	0	0	moros	AQ	3	asesinos
8	8	0.014700129628181458	25396	0	0	moros	AQ	2	esclavos
9	9	0.012117907404899597	2656	0	0	moros	AQ	1	españoles
0	0	0.05254681035876274	5251	1	0	moros	AQ	10	buenos
1	1	0.05172122269868851	7817	1	0	moros	AQ	9	malos
2	2	0.03327970951795578	24579	1	0	moros	AQ	8	tontos
3	3	0.029135528951883316	18293	1	0	moros	AQ	7	peligrosos
4	4	0.022517777979373932	36396	1	0	moros	AQ	6	gilipollas
5	5	0.02056914195418358	1938	1	0	moros	AQ	5	mejores
6	6	0.01982954889535904	13012	1	0	moros	AQ	4	felices
7	7	0.01893719471991062	20782	1	0	moros	AQ	3	asesinos
8	8	0.0163164921104908	11864	1	0	moros	AQ	2	peores
9	9	0.01585680991411209	40224	1	0	moros	AQ	1	bienvenidos
0	0	0.07897131145000458	21405	2	0	moros	NC	10	ladrones
1	1	0.0546453595161438	32228	2	0	moros	NC	9	cerdos
2	2	0.04193286970257759	16111	2	0	moros	NC	8	santos
3	3	0.03916027769446373	48968	2	0	moros	NC	7	chorizos
4	4	0.03407531604170799	20782	2	0	moros	NC	6	asesinos
5	5	0.03353964164853096	36396	2	0	moros	NC	5	gilipollas
6	6	0.03337175026535988	45220	2	0	moros	AQ	4	ignorantes
7	7	0.027265533804893494	47004	2	0	moros	AQ	3	cobardes
8	8	0.02363373525440693	21815	2	0	moros	AQ	2	criminales
9	9	0.023105334490537643	5442	2	0	moros	NC	1	artistas
0	0	0.06900317966938019	26014	3	0	moros	AQ	10	racistas
1	1	0.05484540015459061	7817	3	0	moros	AQ	9	malos
2	2	0.040019892156124115	24579	3	0	moros	AQ	8	tontos
3	3	0.03175903856754303	9739	3	0	moros	AQ	7	terroristas
4	4	0.03136225417256355	18293	3	0	moros	AQ	6	peligrosos
5	5	0.02551911771297455	40224	3	0	moros	AQ	5	bienvenidos
6	6	0.02545245923101902	11864	3	0	moros	AQ	4	peores
7	7	0.022991804406046867	21815	3	0	moros	AQ	3	criminales
8	8	0.019484514370560646	10782	3	0	moros	AQ	2	ricos
9	9	0.019421808421611786	10299	3	0	moros	NC	1	basura
0	0	0.048153337091207504	24579	4	0	moros	AQ	10	tontos
1	1	0.04114615544676781	25396	4	0	moros	AQ	9	esclavos
2	2	0.03198135271668434	21405	4	0	moros	NC	8	ladrones
3	3	0.028598936274647713	36396	4	0	moros	AQ	7	gilipollas
4	4	0.0202510803937912	10940	4	0	moros	AQ	6	iguales
5	5	0.01994507573544979	7817	4	0	moros	AQ	5	malos
6	6	0.01903732307255268	26014	4	0	moros	AQ	4	racistas
7	7	0.01842101290822029	2656	4	0	moros	AQ	3	españoles
8	8	0.01825161837041378	9739	4	0	moros	AQ	2	terroristas
9	9	0.017075609415769577	20948	4	0	moros	AQ	1	delincuentes
0	0	0.06902195513248444	24579	5	0	moros	AQ	10	tontos
1	1	0.036158107221126556	36396	5	0	moros	AQ	9	gilipollas
2	2	0.035220034420490265	40224	5	0	moros	AQ	8	bienvenidos
3	3	0.03518691286444664	7817	5	0	moros	AQ	7	malos
4	4	0.02928810939192772	10782	5	0	moros	AQ	6	ricos
5	5	0.026341404765844345	5251	5	0	moros	AQ	5	buenos
6	6	0.02454289421439171	11864	5	0	moros	AQ	4	peores
7	7	0.017997736111283302	8349	5	0	moros	AQ	3	extranjeros
8	8	0.017132941633462906	48316	5	0	moros	AQ	2	idiotas
9	9	0.01599775068461895	16214	5	0	moros	AQ	1	falsos
0	0	0.30958259105682373	10940	6	0	moros	AQ	10	iguales
1	1	0.09227777272462845	5251	6	0	moros	AQ	9	buenos
2	2	0.059258341789245605	7817	6	0	moros	AQ	8	malos
3	3	0.04862525686621666	13228	6	0	moros	AQ	7	negros
4	4	0.044426314532756805	43108	6	0	moros	NC	6	moros
5	5	0.027619201689958572	13229	6	0	moros	AQ	5	cristianos
6	6	0.01901376061141491	40224	6	0	moros	AQ	4	bienvenidos
7	7	0.01771467924118042	15615	6	0	moros	AQ	3	musulmanes
8	8	0.01713414490222931	11941	6	0	moros	AQ	2	blancos
9	9	0.016415806487202644	10782	6	0	moros	AQ	1	ricos
0	0	0.1312180757522583	18293	7	0	moros	AQ	10	peligrosos
1	1	0.05896541103720665	21629	7	0	moros	AQ	9	listos
2	2	0.04236714541912079	44664	7	0	moros	AQ	8	guapos
3	3	0.04030713438987732	10782	7	0	moros	AQ	7	ricos
4	4	0.03628702461719513	32757	7	0	moros	AQ	6	perjudicados
5	5	0.02518889680504799	6500	7	0	moros	AQ	5	afectados
6	6	0.02305452898144722	13012	7	0	moros	AQ	4	felices
7	7	0.021443961188197136	19407	7	0	moros	AQ	3	violentos
8	8	0.01680060476064682	38520	7	0	moros	VMP	2	perseguidos
9	9	0.015972528606653214	7423	7	0	moros	AQ	1	seguros
0	0	0.10306752473115921	32757	8	0	moros	AQ	10	perjudicados
1	1	0.10087670385837555	18293	8	0	moros	AQ	9	peligrosos
2	2	0.08721055835485458	6500	8	0	moros	AQ	8	afectados
3	3	0.07606778293848038	10782	8	0	moros	AQ	7	ricos
4	4	0.0387750007212162	9859	8	0	moros	AQ	6	pobres
5	5	0.03600696101784706	38520	8	0	moros	VMP	5	perseguidos
6	6	0.024219460785388947	16344	8	0	moros	AQ	4	vulnerables
7	7	0.018313933163881302	26014	8	0	moros	AQ	3	racistas
8	8	0.017132962122559547	28932	8	0	moros	AQ	2	solidarios
9	9	0.01297665573656559	38131	8	0	moros	NC	1	beneficiados
0	0	0.13996025919914246	10782	9	0	moros	AQ	10	ricos
1	1	0.05547444522380829	32757	9	0	moros	AQ	9	perjudicados
2	2	0.05453372374176979	9859	9	0	moros	AQ	8	pobres
3	3	0.028087275102734566	24579	9	0	moros	AQ	7	tontos
4	4	0.027246391400694847	18293	9	0	moros	AQ	6	peligrosos
5	5	0.02573891170322895	28932	9	0	moros	AQ	5	solidarios
6	6	0.024040406569838524	18190	9	0	moros	AQ	4	débiles
7	7	0.023054087534546852	6500	9	0	moros	AQ	3	afectados
8	8	0.023016564548015594	13012	9	0	moros	AQ	2	felices
9	9	0.018882473930716515	22489	9	0	moros	AQ	1	corruptos
0	0	0.07097567617893219	6500	10	0	moros	AQ	10	afectados
1	1	0.0657958835363388	32757	10	0	moros	AQ	9	perjudicados
2	2	0.048774074763059616	10782	10	0	moros	AQ	8	ricos
3	3	0.0383136011660099	11082	10	0	moros	AQ	7	baratos
4	4	0.03706397861242294	8452	10	0	moros	AQ	6	interesados
5	5	0.03199179098010063	18711	10	0	moros	AQ	5	caros
6	6	0.029431970790028572	40360	10	0	moros	AQ	4	buscados
7	7	0.02821836620569229	18293	10	0	moros	AQ	3	peligrosos
8	8	0.018062440678477287	38131	10	0	moros	NC	2	beneficiados
9	9	0.015476536005735397	33928	10	0	moros	NC	1	demandados
0	0	0.22897227108478546	5251	11	0	moros	AQ	10	buenos
1	1	0.17496910691261292	7817	11	0	moros	AQ	9	malos
2	2	0.05385150387883186	21629	11	0	moros	AQ	8	listos
3	3	0.03279586881399155	10782	11	0	moros	AQ	7	ricos
4	4	0.02985730580985546	44664	11	0	moros	AQ	6	guapos
5	5	0.025616826489567757	18293	11	0	moros	AQ	5	peligrosos
6	6	0.022351790219545364	14661	11	0	moros	AQ	4	inteligentes
7	7	0.021500837057828903	24579	11	0	moros	AQ	3	tontos
8	8	0.016608096659183502	1733	11	0	moros	AQ	2	grandes
9	9	0.010604375042021275	6959	11	0	moros	AQ	1	fuertes
0	0	0.1632433980703354	21405	12	0	moros	NC	10	ladrones
1	1	0.053208403289318085	20782	12	0	moros	NC	9	asesinos
2	2	0.04562615603208542	48968	12	0	moros	NC	8	chorizos
3	3	0.04175128787755966	16111	12	0	moros	NC	7	santos
4	4	0.041122227907180786	32228	12	0	moros	NC	6	cerdos
5	5	0.03923696652054787	47004	12	0	moros	AQ	5	cobardes
6	6	0.03920053690671921	7817	12	0	moros	AQ	4	malos
7	7	0.024169739335775375	36396	12	0	moros	NC	3	gilipollas
8	8	0.02161012403666973	5251	12	0	moros	AQ	2	buenos
9	9	0.01924169808626175	47100	12	0	moros	NC	1	traidores
0	0	0.052345454692840576	5251	0	0	indios	AQ	10	buenos
1	1	0.027016019448637962	13012	0	0	indios	AQ	9	felices
2	2	0.026734625920653343	24579	0	0	indios	AQ	8	tontos
3	3	0.026209305971860886	28061	0	0	indios	AQ	7	maravillosos
4	4	0.02058287151157856	7817	0	0	indios	AQ	6	malos
5	5	0.016377966850996017	10782	0	0	indios	AQ	5	ricos
6	6	0.016207655891776085	28172	0	0	indios	AQ	4	geniales
7	7	0.01599016599357128	1938	0	0	indios	AQ	3	mejores
8	8	0.013444239273667336	4319	0	0	indios	AQ	2	animales
9	9	0.012560836039483547	24384	0	0	indios	AQ	1	salvajes
0	0	0.06576947122812271	5251	1	0	indios	AQ	10	buenos
1	1	0.04780978709459305	13012	1	0	indios	AQ	9	felices
2	2	0.031157275661826134	7817	1	0	indios	AQ	8	malos
3	3	0.02705242671072483	1938	1	0	indios	AQ	7	mejores
4	4	0.023086044937372208	24579	1	0	indios	AQ	6	tontos
5	5	0.02303125523030758	28172	1	0	indios	AQ	5	geniales
6	6	0.02111082710325718	10782	1	0	indios	AQ	4	ricos
7	7	0.01789008639752865	28061	1	0	indios	AQ	3	maravillosos
8	8	0.01784483902156353	5767	1	0	indios	RG	2	asi
9	9	0.013006512075662613	48316	1	0	indios	AQ	1	idiotas
0	0	0.059454821050167084	32228	2	0	indios	NC	10	cerdos
1	1	0.044111624360084534	21405	2	0	indios	NC	9	ladrones
2	2	0.04224756360054016	5442	2	0	indios	NC	8	artistas
3	3	0.03723786026239395	16111	2	0	indios	NC	7	santos
4	4	0.036412835121154785	45220	2	0	indios	AQ	6	ignorantes
5	5	0.027224788442254066	20782	2	0	indios	NC	5	asesinos
