	index	score	token	sentence	model	dimension	pos_tag	sentiment	rsv	word
1	1	0.05928003042936325	68	10	1	blancos		NEU	9	.
2	2	0.04128849506378174	9056	10	1	blancos		NEU	8	habituales
3	3	0.03422887623310089	527	10	1	blancos		POS	7	...
4	4	0.023152751848101616	313	10	1	blancos		NEU	6	de
5	5	0.02305798977613449	12058	10	1	blancos		POS	5	frecuentes
6	6	0.02287655510008335	5608	10	1	blancos		NEU	4	populares
7	7	0.01577676273882389	13929	10	1	blancos		POS	3	atractivos
8	8	0.013504648581147194	2637	10	1	blancos		POS	2	importantes
9	9	0.012609806843101978	38612	10	1	blancos		NEU	1	visitados
0	0	0.16657975316047668	18080	11	1	blancos		POS	10	bonitos
1	1	0.11788859218358994	5229	11	1	blancos		POS	9	buenos
2	2	0.020327938720583916	7745	11	1	blancos		NEU	8	originales
3	3	0.01660173013806343	7780	11	1	blancos		POS	7	interesantes
4	4	0.01592307537794113	31882	11	1	blancos		POS	6	monos
5	5	0.015787683427333832	7852	11	1	blancos		POS	5	bonito
6	6	0.013872567564249039	1740	11	1	blancos		POS	4	grandes
7	7	0.013516567647457123	30105	11	1	blancos		POS	3	hermosos
8	8	0.013325724750757217	22884	11	1	blancos		POS	2	divertidos
9	9	0.01287792157381773	22175	11	1	blancos		POS	1	elegantes
0	0	0.049588561058044434	7480	12	1	blancos		NEG	10	perros
1	1	0.03900165483355522	21221	12	1	blancos		NEG	9	ladrones
2	2	0.028662649914622307	44071	12	1	blancos		NEG	8	payasos
3	3	0.027560975402593613	527	12	1	blancos		NEG	7	...
4	4	0.02291301265358925	35914	12	1	blancos		NEG	6	gilipollas
5	5	0.01642228104174137	31882	12	1	blancos		NEG	5	monos
6	6	0.015735790133476257	29835	12	1	blancos		NEG	4	tristes
7	7	0.015489998273551464	17533	12	1	blancos		POS	3	campeones
8	8	0.015280565246939659	2067	12	1	blancos		NEG	2	niños
9	9	0.015207585878670216	15956	12	1	blancos		NEG	1	santos
0	0	0.21309596300125122	365	0	1	moros		NEG	10	los
1	1	0.03457152470946312	2666	0	1	moros		NEU	9	españoles
2	2	0.030618946999311447	313	0	1	moros		NEU	8	de
3	3	0.0195799358189106	1727	0	1	moros		POS	7	nuestros
4	4	0.017330056056380272	469	0	1	moros		NEU	6	como
5	5	0.016447795554995537	790	0	1	moros		NEG	5	todos
6	6	0.016235005110502243	1278	0	1	moros		NEG	4	unos
7	7	0.013090230524539948	42359	0	1	moros		NEU	3	moros
8	8	0.009782988578081131	527	0	1	moros		NEU	2	...
9	9	0.009326953440904617	6477	0	1	moros		NEU	1	catalanes
0	0	0.17703525722026825	365	1	1	moros		NEU	10	los
1	1	0.0436989888548851	313	1	1	moros		NEU	9	de
2	2	0.03485334664583206	469	1	1	moros		NEU	8	como
3	3	0.025626948103308678	80	1	1	moros		NEU	7	:
4	4	0.01954881101846695	527	1	1	moros		NEU	6	...
5	5	0.018126511946320534	1278	1	1	moros		NEG	5	unos
6	6	0.017687762156128883	2666	1	1	moros		NEU	4	españoles
7	7	0.016006890684366226	68	1	1	moros		NEU	3	.
8	8	0.014316683635115623	790	1	1	moros		NEU	2	todos
9	9	0.01343687903136015	1727	1	1	moros		POS	1	nuestros
0	0	0.09646765142679214	21221	2	1	moros		NEG	10	ladrones
1	1	0.058961618691682816	20611	2	1	moros		NEG	9	asesinos
2	2	0.040332186967134476	46207	2	1	moros		NEG	8	cobardes
3	3	0.031338389962911606	44071	2	1	moros		NEG	7	payasos
4	4	0.02815105952322483	20770	2	1	moros		NEG	6	delincuentes
5	5	0.027989357709884644	35914	2	1	moros		NEG	5	gilipollas
6	6	0.027097975835204124	15956	2	1	moros		NEG	4	santos
7	7	0.026552714407444	24139	2	1	moros		NEG	3	salvajes
8	8	0.023808510974049568	31844	2	1	moros		NEG	2	cerdos
9	9	0.021610643714666367	44446	2	1	moros		NEG	1	ignorantes
0	0	0.09645585715770721	2666	3	1	moros		NEU	10	españoles
1	1	0.0895412415266037	365	3	1	moros		NEG	9	los
2	2	0.025241857394576073	25787	3	1	moros		NEG	8	racistas
3	3	0.015790292993187904	20611	3	1	moros		NEG	7	asesinos
4	4	0.0154548529535532	790	3	1	moros		NEG	6	todos
5	5	0.015437440946698189	39233	3	1	moros		POS	5	bienvenidos
6	6	0.015232967212796211	469	3	1	moros		NEG	4	como
7	7	0.014965526759624481	9730	3	1	moros		NEG	3	terroristas
8	8	0.014752727933228016	18160	3	1	moros		NEG	2	peligrosos
9	9	0.012353274039924145	35914	3	1	moros		NEG	1	gilipollas
0	0	0.18212181329727173	365	4	1	moros		NEG	10	los
1	1	0.04259651526808739	2666	4	1	moros		NEU	9	españoles
2	2	0.02798522263765335	313	4	1	moros		NEU	8	de
3	3	0.022412357851862907	469	4	1	moros		NEG	7	como
4	4	0.021778851747512817	68	4	1	moros		NEU	6	.
5	5	0.019599471241235733	80	4	1	moros		NEU	5	:
6	6	0.017938220873475075	15473	4	1	moros		NEU	4	musulmanes
7	7	0.014989676885306835	790	4	1	moros		NEU	3	todos
8	8	0.014780115336179733	527	4	1	moros		NEU	2	...
9	9	0.013561880216002464	1278	4	1	moros		NEG	1	unos
0	0	0.22761960327625275	365	5	1	moros		NEG	10	los
1	1	0.0421588160097599	313	5	1	moros		NEU	9	de
2	2	0.020775333046913147	2666	5	1	moros		NEU	8	españoles
3	3	0.020519273355603218	68	5	1	moros		NEG	7	.
4	4	0.018698232248425484	527	5	1	moros		NEU	6	...
5	5	0.015697846189141273	80	5	1	moros		NEU	5	:
6	6	0.01268304605036974	790	5	1	moros		NEG	4	todos
7	7	0.011686515063047409	1727	5	1	moros		POS	3	nuestros
8	8	0.011475926265120506	6477	5	1	moros		NEU	2	catalanes
9	9	0.010487264953553677	344	5	1	moros		NEG	1	el
0	0	0.08534472435712814	10922	6	1	moros		NEG	10	iguales
1	1	0.04851555824279785	42359	6	1	moros		NEG	9	moros
2	2	0.04713868722319603	2666	6	1	moros		NEG	8	españoles
3	3	0.035137027502059937	313	6	1	moros		NEG	7	de
4	4	0.031036218628287315	5229	6	1	moros		POS	6	buenos
5	5	0.024737365543842316	365	6	1	moros		NEG	5	los
6	6	0.017468541860580444	1278	6	1	moros		NEG	4	unos
7	7	0.017275674268603325	7816	6	1	moros		NEG	3	malos
8	8	0.017145125195384026	13136	6	1	moros		NEU	2	cristianos
9	9	0.015630589798092842	15473	6	1	moros		NEG	1	musulmanes
0	0	0.05954824015498161	7478	7	1	moros		NEU	10	activos
1	1	0.03169044107198715	37939	7	1	moros		NEG	9	perseguidos
2	2	0.026132773607969284	5608	7	1	moros		NEU	8	populares
3	3	0.02008650451898575	2640	7	1	moros		NEU	7	jóvenes
4	4	0.01719021424651146	13929	7	1	moros		POS	6	atractivos
5	5	0.01703239046037197	68	7	1	moros		NEU	5	.
6	6	0.01650301367044449	33192	7	1	moros		NEU	4	jovenes
7	7	0.016190633177757263	527	7	1	moros		NEU	3	...
8	8	0.015959393233060837	6606	7	1	moros		NEU	2	numerosos
9	9	0.014450487680733204	313	7	1	moros		NEU	1	de
0	0	0.06154453009366989	18160	8	1	moros		NEG	10	peligrosos
1	1	0.035310447216033936	37939	8	1	moros		NEG	9	perseguidos
2	2	0.03474711626768112	9827	8	1	moros		NEG	8	pobres
3	3	0.03152453154325485	2666	8	1	moros		NEU	7	españoles
4	4	0.024816155433654785	68	8	1	moros		NEG	6	.
5	5	0.023547641932964325	28608	8	1	moros		POS	5	solidarios
6	6	0.019916707649827003	6606	8	1	moros		NEU	4	numerosos
7	7	0.018348902463912964	25787	8	1	moros		NEG	3	racistas
8	8	0.018342891708016396	32339	8	1	moros		NEG	2	perjudicados
9	9	0.014405054040253162	7478	8	1	moros		NEU	1	activos
0	0	0.03576970100402832	7478	9	1	moros		NEU	10	activos
1	1	0.03395970165729523	68	9	1	moros		NEU	9	.
2	2	0.025345098227262497	18160	9	1	moros		NEG	8	peligrosos
3	3	0.023666445165872574	6606	9	1	moros		NEU	7	numerosos
4	4	0.02132948860526085	527	9	1	moros		NEU	6	...
5	5	0.020871544256806374	37939	9	1	moros		NEG	5	perseguidos
6	6	0.01645207591354847	5608	9	1	moros		NEU	4	populares
7	7	0.015947360545396805	313	9	1	moros		NEG	3	de
8	8	0.011877632699906826	7417	9	1	moros		NEU	2	seguros
9	9	0.011753397062420845	28608	9	1	moros		POS	1	solidarios
0	0	0.0845334455370903	6606	10	1	moros		NEU	10	numerosos
1	1	0.035642098635435104	9056	10	1	moros		NEU	9	habituales
2	2	0.03225082904100418	68	10	1	moros		NEU	8	.
3	3	0.02098156325519085	5608	10	1	moros		NEU	7	populares
4	4	0.019129125401377678	37939	10	1	moros		NEG	6	perseguidos
5	5	0.017919033765792847	313	10	1	moros		NEU	5	de
6	6	0.016716692596673965	7478	10	1	moros		NEU	4	activos
7	7	0.01626773551106453	527	10	1	moros		POS	3	...
8	8	0.01488890778273344	38612	10	1	moros		NEU	2	visitados
9	9	0.014253976754844189	2637	10	1	moros		POS	1	importantes
0	0	0.09573563933372498	5229	11	1	moros		POS	10	buenos
1	1	0.08832143247127533	7816	11	1	moros		NEG	9	malos
2	2	0.07752775400876999	2666	11	1	moros		NEG	8	españoles
3	3	0.03913890942931175	18160	11	1	moros		NEG	7	peligrosos
4	4	0.017683962360024452	1740	11	1	moros		POS	6	grandes
5	5	0.011423228308558464	6934	11	1	moros		NEU	5	fuertes
6	6	0.010704876855015755	13136	11	1	moros		NEU	4	cristianos
7	7	0.009748736396431923	24139	11	1	moros		NEG	3	salvajes
8	8	0.009652722626924515	43962	11	1	moros		POS	2	guapos
9	9	0.00907861441373825	12944	11	1	moros		POS	1	felices
0	0	0.1048324853181839	20611	12	1	moros		NEG	10	asesinos
1	1	0.10078497976064682	21221	12	1	moros		NEG	9	ladrones
2	2	0.046752654016017914	35914	12	1	moros		NEG	8	gilipollas
3	3	0.042429085820913315	15956	12	1	moros		NEG	7	santos
4	4	0.032622504979372025	31844	12	1	moros		NEG	6	cerdos
5	5	0.031233761459589005	46207	12	1	moros		NEG	5	cobardes
6	6	0.025838060304522514	7480	12	1	moros		NEG	4	perros
7	7	0.023020736873149872	44071	12	1	moros		NEG	3	payasos
8	8	0.021773096174001694	48089	12	1	moros		NEG	2	chorizos
9	9	0.020584119483828545	24139	12	1	moros		NEG	1	salvajes
0	0	0.09376998990774155	365	0	1	indios		NEG	10	los
1	1	0.032599713653326035	12944	0	1	indios		POS	9	felices
2	2	0.021818876266479492	5229	0	1	indios		POS	8	buenos
3	3	0.021770790219306946	469	0	1	indios		NEG	7	como
4	4	0.017914287745952606	313	0	1	indios		NEU	6	de
5	5	0.01531298365443945	24139	0	1	indios		NEG	5	salvajes
6	6	0.014242751523852348	1278	0	1	indios		NEG	4	unos
7	7	0.013474525883793831	27821	0	1	indios		POS	3	geniales
8	8	0.012190530076622963	527	0	1	indios		NEU	2	...
9	9	0.010815398767590523	39233	0	1	indios		POS	1	bienvenidos
0	0	0.09347765147686005	365	1	1	indios		NEG	10	los
1	1	0.04227704927325249	469	1	1	indios		NEU	9	como
2	2	0.03335073962807655	527	1	1	indios		NEU	8	...
3	3	0.03091900236904621	12944	1	1	indios		POS	7	felices
4	4	0.024512020871043205	80	1	1	indios		NEU	6	:
5	5	0.023312294855713844	313	1	1	indios		NEU	5	de
6	6	0.02045029029250145	27821	1	1	indios		POS	4	geniales
7	7	0.01913492940366268	20393	1	1	indios		NEU	3	impresionantes
8	8	0.013666728511452675	68	1	1	indios		NEU	2	.
9	9	0.012171491049230099	1278	1	1	indios		NEG	1	unos
0	0	0.046925343573093414	21221	2	1	indios		NEG	10	ladrones
1	1	0.03966692090034485	24139	2	1	indios		NEG	9	salvajes
2	2	0.03597046807408333	40731	2	1	indios		POS	8	genios
3	3	0.03091796301305294	7480	2	1	indios		NEG	7	perros
4	4	0.030167074874043465	20611	2	1	indios		NEG	6	asesinos
5	5	0.02960015833377838	2067	2	1	indios		NEG	5	niños
6	6	0.02629796788096428	44071	2	1	indios		NEG	4	payasos
7	7	0.02364184334874153	31882	2	1	indios		NEG	3	monos
8	8	0.021212905645370483	44446	2	1	indios		NEG	2	ignorantes
9	9	0.02106696367263794	5429	2	1	indios		NEU	1	artistas
0	0	0.0874871015548706	365	3	1	indios		NEG	10	los
1	1	0.03762444853782654	2666	3	1	indios		NEU	9	españoles
2	2	0.026103608310222626	469	3	1	indios		NEG	8	como
3	3	0.02468723990023136	527	3	1	indios		NEG	7	...
4	4	0.01896819844841957	39233	3	1	indios		POS	6	bienvenidos
5	5	0.018377920612692833	25787	3	1	indios		NEG	5	racistas
6	6	0.01785082370042801	12944	3	1	indios		POS	4	felices
7	7	0.012983647175133228	80	3	1	indios		NEG	3	:
