	index	score	token	sentence	model	dimension	pos_tag	rsv	word
0	0	0.23313722014427185	19112	8	13	negros	AQ	10	vendidos
1	1	0.1441359519958496	6571	8	13	negros	AQ	9	populares
2	2	0.0885157510638237	21700	8	13	negros	AQ	8	vistos
3	3	0.04965212568640709	43564	8	13	negros	AQ	7	buscados
4	4	0.04009464010596275	33502	8	13	negros	VMP	6	valorados
5	5	0.03468942269682884	9000	8	13	negros	AQ	5	recientes
6	6	0.02533748745918274	22919	8	13	negros	AQ	4	solicitados
7	7	0.024595577269792557	37113	8	13	negros	AQ	3	visitados
8	8	0.02129361592233181	10578	8	13	negros	AQ	2	baratos
9	9	0.015628501772880554	12469	8	13	negros	AQ	1	destacados
0	0	0.11008387804031372	6390	9	13	negros	AQ	10	altos
1	1	0.05899989977478981	19112	9	13	negros	AQ	9	vendidos
2	2	0.04610284045338631	5860	9	13	negros	AQ	8	comunes
3	3	0.03657529503107071	37113	9	13	negros	AQ	7	visitados
4	4	0.03336958587169647	10578	9	13	negros	AQ	6	baratos
5	5	0.030941449105739594	8323	9	13	negros	AQ	5	bajos
6	6	0.02875911071896553	9000	9	13	negros	AQ	4	recientes
7	7	0.02111118473112583	3381	9	13	negros	RG	3	allá
8	8	0.018356921151280403	21700	9	13	negros	AQ	2	vistos
9	9	0.016622524708509445	10889	9	13	negros	AQ	1	habituales
0	0	0.0625019446015358	37113	10	13	negros	AQ	10	visitados
1	1	0.06178131699562073	43564	10	13	negros	AQ	9	buscados
2	2	0.05591370165348053	6390	10	13	negros	AQ	8	altos
3	3	0.05540941655635834	8323	10	13	negros	AQ	7	bajos
4	4	0.04161367937922478	5860	10	13	negros	AQ	6	comunes
5	5	0.04130125790834427	10578	10	13	negros	AQ	5	baratos
6	6	0.03838592395186424	13447	10	13	negros	AQ	4	críticos
7	7	0.03365565091371536	10889	10	13	negros	AQ	3	habituales
8	8	0.030526913702487946	21700	10	13	negros	AQ	2	vistos
9	9	0.02664591185748577	22162	10	13	negros	AQ	1	reservados
0	0	0.044112589210271835	8323	11	13	negros	AQ	10	bajos
1	1	0.04295139014720917	6390	11	13	negros	AQ	9	altos
2	2	0.04005621746182442	4174	11	13	negros	AQ	8	buenos
3	3	0.031465351581573486	19900	11	13	negros	AQ	7	caros
4	4	0.01995426043868065	3657	11	13	negros	PI	6	pocos
5	5	0.01873639225959778	19176	11	13	negros	AQ	5	pesados
6	6	0.016732443124055862	6114	11	13	negros	AQ	4	generales
7	7	0.016233686357736588	14225	11	13	negros	AQ	3	sencillos
8	8	0.0157605092972517	10578	11	13	negros	AQ	2	baratos
9	9	0.014178839512169361	10785	11	13	negros	AQ	1	simples
0	0	0.03051496297121048	1662	12	13	negros	NC	10	niños
1	1	0.027551334351301193	8413	12	13	negros	NC	9	dias
2	2	0.026029091328382492	3979	12	13	negros	NC	8	comentarios
3	3	0.02507305145263672	679	12	13	negros	NC	7	años
4	4	0.012057495303452015	4971	12	13	negros	NC	6	videos
5	5	0.012039662338793278	1410	12	13	negros	Z	5	20
6	6	0.011669173836708069	1072	12	13	negros	RG	4	poco
7	7	0.011423277668654919	3657	12	13	negros	PI	3	pocos
8	8	0.009314564988017082	8789	12	13	negros	PI	2	cuantos
9	9	0.009245013818144798	1167	12	13	negros	Z	1	10
0	0	0.03887542709708214	5562	0	13	blancos	AQ	10	necesarios
1	1	0.023657094687223434	11461	0	13	blancos	AQ	9	viejos
2	2	0.019678913056850433	4174	0	13	blancos	AQ	8	buenos
3	3	0.01928555592894554	9245	0	13	blancos	AQ	7	malos
4	4	0.015766959637403488	2152	0	13	blancos	AQ	6	nuevos
5	5	0.014454727061092854	2583	0	13	blancos	AQ	5	gratis
6	6	0.012832905165851116	19900	0	13	blancos	AQ	4	caros
7	7	0.012377800419926643	10805	0	13	blancos	NC	3	blancos
8	8	0.012111980468034744	10578	0	13	blancos	AQ	2	baratos
9	9	0.011334042064845562	17395	0	13	blancos	AQ	1	perfectos
0	0	0.012922869063913822	4174	1	13	blancos	AQ	10	buenos
1	1	0.009657620452344418	9416	1	13	blancos	AQ	9	verdes
2	2	0.008971117436885834	316	1	13	blancos	DA	8	los
3	3	0.008572696708142757	9245	1	13	blancos	AQ	7	malos
4	4	0.006474703084677458	1605	1	13	blancos	AQ	6	grandes
5	5	0.006453265435993671	2152	1	13	blancos	AQ	5	nuevos
6	6	0.006227189674973488	11461	1	13	blancos	AQ	4	viejos
7	7	0.006118178833276033	2583	1	13	blancos	AQ	3	gratis
8	8	0.005661240313202143	625	1	13	blancos	Z	2	3
9	9	0.005381949245929718	21996	1	13	blancos	NC	1	jovenes
0	0	0.032654378563165665	8413	2	13	blancos	NC	10	dias
1	1	0.028123725205659866	28171	2	13	blancos	NC	9	anos
2	2	0.027455763891339302	21996	2	13	blancos	NC	8	jovenes
3	3	0.017567098140716553	679	2	13	blancos	NC	7	años
4	4	0.009773483499884605	3638	2	13	blancos	NC	6	tiempos
5	5	0.006740784738212824	342	2	13	blancos	NC	5	d
6	6	0.006273952778428793	1410	2	13	blancos	Z	4	20
7	7	0.005855316761881113	7027	2	13	blancos	NC	3	muertos
8	8	0.005638934671878815	1662	2	13	blancos	NC	2	niños
9	9	0.005588149186223745	2450	2	13	blancos	Z	1	50
0	0	0.02143208310008049	32820	3	13	blancos	AQ	10	bienvenidos
1	1	0.014218905940651894	2583	3	13	blancos	AQ	9	gratis
2	2	0.0127367302775383	9245	3	13	blancos	AQ	8	malos
3	3	0.008868466131389141	4174	3	13	blancos	AQ	7	buenos
4	4	0.008567835204303265	9416	3	13	blancos	AQ	6	verdes
5	5	0.00838601216673851	1662	3	13	blancos	NC	5	niños
6	6	0.007970031350851059	23317	3	13	blancos	AQ	4	grises
7	7	0.007712776307016611	10578	3	13	blancos	AQ	3	baratos
8	8	0.007031542714685202	1605	3	13	blancos	AQ	2	grandes
9	9	0.006886339746415615	46778	3	13	blancos	AQ	1	zombis
0	0	0.013791033998131752	1662	4	13	blancos	NC	10	niños
1	1	0.01110892929136753	316	4	13	blancos	DA	9	los
2	2	0.007925817742943764	9961	4	13	blancos	NC	8	cuentos
3	3	0.00716809369623661	3034	4	13	blancos	NC	7	libros
4	4	0.006947292946279049	9245	4	13	blancos	AQ	6	malos
5	5	0.006355226039886475	5562	4	13	blancos	AQ	5	necesarios
6	6	0.006349925417453051	4174	4	13	blancos	AQ	4	buenos
7	7	0.0059013874270021915	11461	4	13	blancos	AQ	3	viejos
8	8	0.0054364679381251335	16556	4	13	blancos	NC	2	mentiras
9	9	0.0053863730281591415	18470	4	13	blancos	AQ	1	imprescindibles
0	0	0.021360544487833977	9245	5	13	blancos	AQ	10	malos
1	1	0.01581890694797039	4174	5	13	blancos	AQ	9	buenos
2	2	0.01495237834751606	49244	5	13	blancos	AQ	8	aburridos
3	3	0.01329299807548523	9951	5	13	blancos	AQ	7	clásicos
4	4	0.010057151317596436	32820	5	13	blancos	AQ	6	bienvenidos
5	5	0.0084436796605587	17395	5	13	blancos	AQ	5	perfectos
6	6	0.007507708854973316	18470	5	13	blancos	AQ	4	imprescindibles
7	7	0.007082037627696991	11165	5	13	blancos	AQ	3	famosos
8	8	0.006851291283965111	7576	5	13	blancos	AQ	2	básicos
9	9	0.006662914529442787	2583	5	13	blancos	AQ	1	gratis
0	0	0.007671987172216177	4174	6	13	blancos	AQ	10	buenos
1	1	0.007353807333856821	6001	6	13	blancos	AQ	9	fuertes
2	2	0.006913057528436184	2583	6	13	blancos	AQ	8	gratis
3	3	0.004914604127407074	19375	6	13	blancos	AQ	7	latinos
4	4	0.004713659640401602	9003	6	13	blancos	AQ	6	excelentes
5	5	0.004612473305314779	3034	6	13	blancos	NC	5	libros
6	6	0.0045570735819637775	1605	6	13	blancos	AQ	4	grandes
7	7	0.004436078481376171	21996	6	13	blancos	AQ	3	jovenes
8	8	0.003947394900023937	20481	6	13	blancos	AQ	2	geniales
9	9	0.0039155371487140656	4982	6	13	blancos	AQ	1	comerciales
0	0	0.10228610783815384	19112	7	13	blancos	AQ	10	vendidos
1	1	0.051889292895793915	37113	7	13	blancos	AQ	9	visitados
2	2	0.04636485502123833	43564	7	13	blancos	AQ	8	buscados
3	3	0.04134632274508476	18	7	13	blancos	Fp	7	.
4	4	0.038853392004966736	6390	7	13	blancos	AQ	6	altos
5	5	0.030859950929880142	8323	7	13	blancos	AQ	5	bajos
6	6	0.023020993918180466	3381	7	13	blancos	RG	4	allá
7	7	0.020857760682702065	19900	7	13	blancos	AQ	3	caros
8	8	0.018994031473994255	7576	7	13	blancos	AQ	2	básicos
9	9	0.015917852520942688	5860	7	13	blancos	AQ	1	comunes
0	0	0.3974619507789612	19112	8	13	blancos	AQ	10	vendidos
1	1	0.10663054883480072	21700	8	13	blancos	AQ	9	vistos
2	2	0.09394869953393936	6571	8	13	blancos	AQ	8	populares
3	3	0.05752243101596832	43564	8	13	blancos	AQ	7	buscados
4	4	0.05569031834602356	33502	8	13	blancos	VMP	6	valorados
5	5	0.02303493209183216	37113	8	13	blancos	AQ	5	visitados
6	6	0.020587269216775894	9000	8	13	blancos	AQ	4	recientes
7	7	0.018664292991161346	22919	8	13	blancos	AQ	3	solicitados
8	8	0.011484665796160698	10578	8	13	blancos	AQ	2	baratos
9	9	0.011218955740332603	12469	8	13	blancos	AQ	1	destacados
0	0	0.07848840206861496	6390	9	13	blancos	AQ	10	altos
1	1	0.03590966761112213	19112	9	13	blancos	AQ	9	vendidos
2	2	0.035447537899017334	37113	9	13	blancos	AQ	8	visitados
3	3	0.024578461423516273	8323	9	13	blancos	AQ	7	bajos
4	4	0.02336259000003338	5860	9	13	blancos	AQ	6	comunes
5	5	0.02315605618059635	3381	9	13	blancos	RG	5	allá
6	6	0.022112758830189705	404	9	13	blancos	Z	4	1
7	7	0.021614324301481247	10578	9	13	blancos	AQ	3	baratos
8	8	0.019705869257450104	7576	9	13	blancos	AQ	2	básicos
9	9	0.018277760595083237	791	9	13	blancos	Z	1	5
0	0	0.05591335892677307	6390	10	13	blancos	AQ	10	altos
1	1	0.043103113770484924	8323	10	13	blancos	AQ	9	bajos
2	2	0.040972016751766205	37113	10	13	blancos	AQ	8	visitados
3	3	0.036774709820747375	5860	10	13	blancos	AQ	7	comunes
4	4	0.03575030341744423	10578	10	13	blancos	AQ	6	baratos
5	5	0.025042036548256874	6571	10	13	blancos	AQ	5	populares
6	6	0.023735975846648216	3381	10	13	blancos	RG	4	allá
7	7	0.022643107920885086	21700	10	13	blancos	AQ	3	vistos
8	8	0.022613348439335823	19900	10	13	blancos	AQ	2	caros
9	9	0.022449977695941925	10889	10	13	blancos	AQ	1	habituales
0	0	0.09978241473436356	4174	11	13	blancos	AQ	10	buenos
1	1	0.0391029417514801	6390	11	13	blancos	AQ	9	altos
2	2	0.033444538712501526	1605	11	13	blancos	AQ	8	grandes
3	3	0.028387585654854774	3842	11	13	blancos	AQ	7	buenas
4	4	0.02037407085299492	9245	11	13	blancos	AQ	6	malos
5	5	0.0176983792334795	19900	11	13	blancos	AQ	5	caros
6	6	0.01754809357225895	15720	11	13	blancos	AQ	4	bonitos
7	7	0.014471110887825489	3452	11	13	blancos	AQ	3	pequeños
8	8	0.011597542092204094	14225	11	13	blancos	AQ	2	sencillos
9	9	0.011434191837906837	3657	11	13	blancos	PI	1	pocos
0	0	0.02394801937043667	8413	12	13	blancos	NC	10	dias
1	1	0.02108955755829811	3979	12	13	blancos	NC	9	comentarios
2	2	0.020666761323809624	1662	12	13	blancos	NC	8	niños
3	3	0.020270027220249176	679	12	13	blancos	NC	7	años
4	4	0.019660890102386475	3657	12	13	blancos	PI	6	pocos
5	5	0.015383534133434296	4971	12	13	blancos	NC	5	videos
6	6	0.012483988888561726	1972	12	13	blancos	NC	4	minutos
7	7	0.010952998884022236	8789	12	13	blancos	PI	3	cuantos
8	8	0.010179228149354458	2450	12	13	blancos	Z	2	50
9	9	0.009484460577368736	1072	12	13	blancos	RG	1	poco
0	0	0.010487417690455914	316	0	13	moros	DA	10	los
1	1	0.006633921060711145	2583	0	13	moros	AQ	9	gratis
2	2	0.006259123329073191	4174	0	13	moros	AQ	8	buenos
3	3	0.006247553043067455	343	0	13	moros	DA	7	las
4	4	0.005844376515597105	625	0	13	moros	Z	6	3
5	5	0.005820365156978369	679	0	13	moros	NC	5	años
6	6	0.005385257303714752	952	0	13	moros	CC	4	mas
7	7	0.005250406917184591	3870	0	13	moros	RG	3	asi
8	8	0.004459324758499861	353	0	13	moros	DI	2	una
9	9	0.004024808760732412	413	0	13	moros	Z	1	2
0	0	0.015668492764234543	316	1	13	moros	DA	10	los
1	1	0.00804708618670702	625	1	13	moros	Z	9	3
2	2	0.007882141508162022	679	1	13	moros	NC	8	años
3	3	0.007662424352020025	4174	1	13	moros	AQ	7	buenos
4	4	0.007315386552363634	2562	1	13	moros	AQ	6	bueno
5	5	0.007117108907550573	30	1	13	moros	Fd	5	:
6	6	0.006539901718497276	9245	1	13	moros	AQ	4	malos
7	7	0.0061100078746676445	413	1	13	moros	Z	3	2
8	8	0.005877761170268059	404	1	13	moros	Z	2	1
9	9	0.0055514145642519	18	1	13	moros	Fp	1	.
0	0	0.05591818317770958	8413	2	13	moros	NC	10	dias
1	1	0.04379836097359657	21996	2	13	moros	NC	9	jovenes
2	2	0.03525242581963539	8789	2	13	moros	PI	8	cuantos
3	3	0.01265280693769455	28171	2	13	moros	NC	7	anos
4	4	0.012135555036365986	3638	2	13	moros	NC	6	tiempos
5	5	0.01094402652233839	4174	2	13	moros	AQ	5	buenos
6	6	0.010869096033275127	3657	2	13	moros	PI	4	pocos
7	7	0.010423987172544003	679	2	13	moros	NC	3	años
8	8	0.008316253311932087	10553	2	13	moros	NC	2	aqu
9	9	0.006857935804873705	4301	2	13	moros	NC	1	numeros
0	0	0.09064743667840958	32820	3	13	moros	AQ	10	bienvenidos
1	1	0.02723604254424572	9871	3	13	moros	AQ	9	suficientes
2	2	0.018815258517861366	5562	3	13	moros	AQ	8	necesarios
3	3	0.017927298322319984	2583	3	13	moros	AQ	7	gratis
4	4	0.014504321850836277	4174	3	13	moros	AQ	6	buenos
5	5	0.014321854338049889	17395	3	13	moros	AQ	5	perfectos
6	6	0.01285205315798521	9245	3	13	moros	AQ	4	malos
7	7	0.012054311111569405	9951	3	13	moros	AQ	3	clásicos
8	8	0.008580325171351433	413	3	13	moros	Z	2	2
9	9	0.008481785655021667	17050	3	13	moros	AQ	1	peligrosos
0	0	0.014875592663884163	316	4	13	moros	DA	10	los
1	1	0.010319042950868607	367	4	13	moros	CS	9	si
2	2	0.008823529817163944	642	4	13	moros	DP	8	mi
3	3	0.007868396118283272	1386	4	13	moros	PI	7	algunos
4	4	0.0071458397433161736	413	4	13	moros	Z	6	2
5	5	0.0068529765121638775	625	4	13	moros	Z	5	3
6	6	0.006499117240309715	679	4	13	moros	NC	4	años
7	7	0.006330488715320826	404	4	13	moros	Z	3	1
8	8	0.006051650736480951	291	4	13	moros	CC	2	y
9	9	0.005366808734834194	293	4	13	moros	CS	1	que
0	0	0.015169952064752579	316	5	13	moros	DA	10	los
1	1	0.009433985687792301	9245	5	13	moros	AQ	9	malos
2	2	0.00756762083619833	4174	5	13	moros	AQ	8	buenos
3	3	0.006263632792979479	1662	5	13	moros	NC	7	niños
4	4	0.005748375318944454	7382	5	13	moros	AQ	6	adolescentes
5	5	0.00565786799415946	49244	5	13	moros	AQ	5	aburridos
6	6	0.005447837524116039	679	5	13	moros	NC	4	años
7	7	0.004073919262737036	5562	5	13	moros	AQ	3	necesarios
8	8	0.004032440017908812	952	5	13	moros	CC	2	mas
9	9	0.004010566044598818	9416	5	13	moros	AQ	1	verdes
0	0	0.039147015661001205	2369	6	13	moros	AQ	10	facil
1	1	0.030705107375979424	586	6	13	moros	AQ	9	icos
2	2	0.027901705354452133	8323	6	13	moros	AQ	8	bajos
3	3	0.01782979443669319	625	6	13	moros	Z	7	3
4	4	0.01577700674533844	1775	6	13	moros	Fz	6	|
5	5	0.015022155828773975	753	6	13	moros	Z	5	4
6	6	0.013338727876543999	1386	6	13	moros	PI	4	algunos
7	7	0.013233411125838757	10240	6	13	moros	AQ	3	cristianos
8	8	0.012037672102451324	413	6	13	moros	Z	2	2
9	9	0.011110742576420307	6038	6	13	moros	AQ	1	actuales
0	0	0.1049896702170372	19112	7	13	moros	AQ	10	vendidos
1	1	0.07746977359056473	8323	7	13	moros	AQ	9	bajos
2	2	0.05958740785717964	6390	7	13	moros	AQ	8	altos
3	3	0.05426571145653725	9000	7	13	moros	AQ	7	recientes
4	4	0.03071793168783188	37113	7	13	moros	AQ	6	visitados
5	5	0.02678539976477623	6571	7	13	moros	AQ	5	populares
6	6	0.025257932022213936	21700	7	13	moros	AQ	4	vistos
7	7	0.023116545751690865	22162	7	13	moros	AQ	3	reservados
8	8	0.016604412347078323	5860	7	13	moros	AQ	2	comunes
9	9	0.015719378367066383	2804	7	13	moros	AQ	1	importantes
0	0	0.23146438598632812	19112	8	13	moros	AQ	10	vendidos
1	1	0.09729000926017761	6571	8	13	moros	AQ	9	populares
2	2	0.08712249994277954	21700	8	13	moros	AQ	8	vistos
3	3	0.07510579377412796	9000	8	13	moros	AQ	7	recientes
4	4	0.034147705882787704	33502	8	13	moros	VMP	6	valorados
5	5	0.029911139979958534	2804	8	13	moros	AQ	5	importantes
6	6	0.029471544548869133	43564	8	13	moros	AQ	4	buscados
7	7	0.021954907104372978	37113	8	13	moros	AQ	3	visitados
8	8	0.019201291725039482	12469	8	13	moros	AQ	2	destacados
9	9	0.017722219228744507	22919	8	13	moros	AQ	1	solicitados
0	0	0.13789474964141846	6390	9	13	moros	AQ	10	altos
1	1	0.04696189612150192	8323	9	13	moros	AQ	9	bajos
2	2	0.04182601720094681	5860	9	13	moros	AQ	8	comunes
3	3	0.0369173102080822	3381	9	13	moros	RG	7	allá
4	4	0.03221963718533516	4404	9	13	moros	RG	6	arriba
5	5	0.029932811856269836	1536	9	13	moros	RG	5	aquí
6	6	0.025800423696637154	9000	9	13	moros	AQ	4	recientes
7	7	0.016204016283154488	19112	9	13	moros	AQ	3	vendidos
8	8	0.012050741352140903	14421	9	13	moros	AQ	2	rápidos
9	9	0.011493679136037827	10578	9	13	moros	AQ	1	baratos
0	0	0.09151994436979294	9000	10	13	moros	AQ	10	recientes
1	1	0.07437262684106827	19112	10	13	moros	AQ	9	vendidos
2	2	0.06584922224283218	37113	10	13	moros	AQ	8	visitados
3	3	0.05218096449971199	6390	10	13	moros	AQ	7	altos
4	4	0.04750659689307213	43564	10	13	moros	AQ	6	buscados
5	5	0.04374672845005989	8323	10	13	moros	AQ	5	bajos
6	6	0.03783545643091202	6571	10	13	moros	AQ	4	populares
7	7	0.034068912267684937	21700	10	13	moros	AQ	3	vistos
8	8	0.018492834642529488	5860	10	13	moros	AQ	2	comunes
9	9	0.018417963758111	2804	10	13	moros	AQ	1	importantes
0	0	0.027967218309640884	2385	11	13	moros	AQ	10	claro
1	1	0.020499086007475853	6114	11	13	moros	AQ	9	generales
2	2	0.01632595807313919	625	11	13	moros	Z	8	3
3	3	0.016057509928941727	3657	11	13	moros	PI	7	pocos
4	4	0.013313325121998787	263	11	13	moros	SP	6	de
5	5	0.013036052696406841	367	11	13	moros	CS	5	si
6	6	0.01208782009780407	12974	11	13	moros	AQ	4	claros
7	7	0.012053514830768108	763	11	13	moros	RG	3	bien
8	8	0.01125519722700119	1619	11	13	moros	AQ	2	bajo
9	9	0.010550103150308132	6390	11	13	moros	AQ	1	altos
0	0	0.011444823816418648	8413	12	13	moros	NC	10	dias
1	1	0.01035023108124733	8789	12	13	moros	PI	9	cuantos
2	2	0.008104712702333927	679	12	13	moros	NC	8	años
3	3	0.007723337505012751	3657	12	13	moros	PI	7	pocos
4	4	0.006464543752372265	21996	12	13	moros	NC	6	jovenes
5	5	0.006061813328415155	2450	12	13	moros	Z	5	50
6	6	0.005705446004867554	1662	12	13	moros	NC	4	niños
7	7	0.005547264590859413	625	12	13	moros	Z	3	3
8	8	0.005422903224825859	1972	12	13	moros	NC	2	minutos
9	9	0.005176036152988672	8323	12	13	moros	AQ	1	bajos
0	0	0.06239840388298035	19900	0	13	indios	AQ	10	caros
1	1	0.026035301387310028	10578	0	13	indios	AQ	9	baratos
2	2	0.018285831436514854	49244	0	13	indios	AQ	8	aburridos
3	3	0.016981009393930435	9245	0	13	indios	AQ	7	malos
4	4	0.014567617326974869	5562	0	13	indios	AQ	6	necesarios
5	5	0.01444366853684187	11461	0	13	indios	AQ	5	viejos
6	6	0.013764590956270695	4174	0	13	indios	AQ	4	buenos
7	7	0.01093148160725832	5860	0	13	indios	AQ	3	comunes
8	8	0.01090710423886776	18470	0	13	indios	AQ	2	imprescindibles
9	9	0.010286251083016396	9416	0	13	indios	AQ	1	verdes
0	0	0.015876783058047295	316	1	13	indios	DA	10	los
1	1	0.015636011958122253	19900	1	13	indios	AQ	9	caros
2	2	0.009382962249219418	10578	1	13	indios	AQ	8	baratos
3	3	0.008581687696278095	6525	1	13	indios	NC	7	impuestos
4	4	0.007910821586847305	10630	1	13	indios	AQ	6	caras
5	5	0.007432932965457439	2583	1	13	indios	AQ	5	gratis
6	6	0.006558933295309544	11461	1	13	indios	AQ	4	viejos
7	7	0.006335761863738298	2086	1	13	indios	AQ	3	precios
8	8	0.005796811543405056	1247	1	13	indios	RG	2	mal
9	9	0.005749386269599199	11023	1	13	indios	AQ	1	caro
0	0	0.06019105017185211	8413	2	13	indios	NC	10	dias
1	1	0.02818543091416359	3657	2	13	indios	PI	9	pocos
2	2	0.01978055201470852	21996	2	13	indios	NC	8	jovenes
3	3	0.01904362626373768	28171	2	13	indios	NC	7	anos
4	4	0.01859687827527523	7027	2	13	indios	NC	6	muertos
5	5	0.01791597157716751	27105	2	13	indios	NC	5	ninos
6	6	0.016227910295128822	10423	2	13	indios	AQ	4	negros
7	7	0.01619345135986805	19243	2	13	indios	NC	3	indios
8	8	0.015474786050617695	1072	2	13	indios	PI	2	poco
9	9	0.012240944430232048	4695	2	13	indios	NC	1	pasos
0	0	0.009939313866198063	625	3	13	indios	Z	10	3
1	1	0.0068875690922141075	316	3	13	indios	DA	9	los
2	2	0.006765330210328102	34660	3	13	indios	NC	8	venezuela
3	3	0.00656874617561698	952	3	13	indios	CC	7	mas
4	4	0.006494199391454458	2583	3	13	indios	AQ	6	gratis
5	5	0.006337684113532305	19782	3	13	indios	NC	5	estrenos
6	6	0.0059401062317192554	791	3	13	indios	Z	4	5
