	index	score	token	sentence	model	dimension	pos_tag	sentiment	rsv	word
4	4	0.030702322721481323	7700	8	6	negros		NEU	6	altos
5	5	0.028515277430415154	10782	8	6	negros		POS	5	ricos
6	6	0.018838390707969666	34754	8	6	negros		NEG	4	raros
7	7	0.018277645111083984	3838	8	6	negros		POS	3	grande
8	8	0.016011646017432213	8695	8	6	negros		NEU	2	chicos
9	9	0.012303629890084267	13484	8	6	negros		NEU	1	largos
0	0	0.19199499487876892	1733	9	6	negros		POS	10	grandes
1	1	0.07099393010139465	6959	9	6	negros		POS	9	fuertes
2	2	0.04356042668223381	10782	9	6	negros		POS	8	ricos
3	3	0.041608404368162155	40360	9	6	negros		NEU	7	buscados
4	4	0.04023750498890877	13920	9	6	negros		NEG	6	duros
5	5	0.03190670907497406	7700	9	6	negros		NEU	5	altos
6	6	0.019227303564548492	34754	9	6	negros		NEG	4	raros
7	7	0.015377311035990715	3838	9	6	negros		POS	3	grande
8	8	0.014064340852200985	4251	9	6	negros		NEU	2	pequeños
9	9	0.013024319894611835	13484	9	6	negros		NEU	1	largos
0	0	0.10369183123111725	1733	10	6	negros		POS	10	grandes
1	1	0.09649594873189926	6959	10	6	negros		POS	9	fuertes
2	2	0.08591169118881226	13920	10	6	negros		NEG	8	duros
3	3	0.03089292347431183	34754	10	6	negros		NEG	7	raros
4	4	0.03056289255619049	7700	10	6	negros		NEU	6	altos
5	5	0.02832665666937828	10782	10	6	negros		POS	5	ricos
6	6	0.02553890086710453	40360	10	6	negros		NEU	4	buscados
7	7	0.018918417394161224	8695	10	6	negros		NEU	3	chicos
8	8	0.015435049310326576	32370	10	6	negros		NEG	2	agresivos
9	9	0.013997365720570087	11267	10	6	negros		NEG	1	difíciles
0	0	0.07349574565887451	6959	11	6	negros		NEU	10	fuertes
1	1	0.06103258207440376	18711	11	6	negros		NEG	9	caros
2	2	0.045652784407138824	5251	11	6	negros		POS	8	buenos
3	3	0.04026639461517334	13920	11	6	negros		NEG	7	duros
4	4	0.03098980523645878	13484	11	6	negros		NEU	6	largos
5	5	0.028172791004180908	34754	11	6	negros		NEG	5	raros
6	6	0.027789123356342316	44664	11	6	negros		POS	4	guapos
7	7	0.027361709624528885	1733	11	6	negros		POS	3	grandes
8	8	0.020933546125888824	10782	11	6	negros		POS	2	ricos
9	9	0.015877481549978256	15119	11	6	negros		NEG	1	cortos
0	0	0.1359081268310547	275	12	6	negros		NEG	10	
1	1	0.04776779189705849	41403	12	6	negros		POS	9	genios
2	2	0.030038921162486076	3128	12	6	negros		NEU	8	amigos
3	3	0.028655685484409332	20782	12	6	negros		NEG	7	asesinos
4	4	0.022492706775665283	3997	12	6	negros		NEU	6	dios
5	5	0.016449078917503357	3149	12	6	negros		NEG	5	hombres
6	6	0.01599770225584507	7301	12	6	negros		NEU	4	hermanos
7	7	0.011926798149943352	9920	12	6	negros		NEG	3	cuantos
8	8	0.011268548667430878	461	12	6	negros		NEG	2	d
9	9	0.008933662436902523	15961	12	6	negros		NEG	1	señores
0	0	0.009987827390432358	2192	0	6	blancos		POS	10	familia
1	1	0.00971886795014143	6277	0	6	blancos		NEG	9	sangre
2	2	0.008346224203705788	3169	0	6	blancos		POS	8	arte
3	3	0.008114472962915897	665	0	6	blancos		POS	7	todo
4	4	0.007970952428877354	3334	0	6	blancos		NEG	6	difícil
5	5	0.007783039007335901	1397	0	6	blancos		POS	5	historia
6	6	0.007717052474617958	461	0	6	blancos		NEU	4	d
7	7	0.007370520383119583	1204	0	6	blancos		NEU	3	mucho
8	8	0.007322709541767836	2942	0	6	blancos		NEU	2	palabras
9	9	0.006612085737287998	1733	0	6	blancos		POS	1	grandes
0	0	0.018537428230047226	665	1	6	blancos		POS	10	todo
1	1	0.01493620965629816	3149	1	6	blancos		NEU	9	hombres
2	2	0.013612964190542698	1733	1	6	blancos		POS	8	grandes
3	3	0.013568120077252388	6002	1	6	blancos		NEG	7	duro
4	4	0.010097789578139782	2192	1	6	blancos		POS	6	familia
5	5	0.008979584090411663	275	1	6	blancos		NEU	5	
6	6	0.008910248056054115	1821	1	6	blancos		NEU	4	mujeres
7	7	0.007933015003800392	1765	1	6	blancos		NEU	3	verdad
8	8	0.007785425055772066	7485	1	6	blancos		NEG	2	perros
9	9	0.007751227356493473	1817	1	6	blancos		NEU	1	diferentes
0	0	0.07334452122449875	41403	2	6	blancos		POS	10	genios
1	1	0.025312788784503937	275	2	6	blancos		NEG	9	
2	2	0.023958720266819	21405	2	6	blancos		NEG	8	ladrones
3	3	0.022497350350022316	9920	2	6	blancos		NEG	7	cuantos
4	4	0.019625380635261536	26166	2	6	blancos		NEG	6	monstruos
5	5	0.01905890554189682	1472	2	6	blancos		POS	5	10
6	6	0.01669503003358841	26706	2	6	blancos		POS	4	crack
7	7	0.014947755262255669	453	2	6	blancos		NEG	3	ex
8	8	0.01446853019297123	47459	2	6	blancos		NEG	2	horrores
9	9	0.014345096424221992	20782	2	6	blancos		NEG	1	asesinos
0	0	0.025449756532907486	3149	3	6	blancos		NEU	10	hombres
1	1	0.015463381074368954	1821	3	6	blancos		NEU	9	mujeres
2	2	0.014812362380325794	7485	3	6	blancos		NEG	8	perros
3	3	0.01408439688384533	7301	3	6	blancos		NEU	7	hermanos
4	4	0.013552158139646053	1733	3	6	blancos		POS	6	grandes
5	5	0.012192307971417904	275	3	6	blancos		NEU	5	
6	6	0.009818190708756447	1817	3	6	blancos		NEU	4	diferentes
7	7	0.008741235360503197	3217	3	6	blancos		NEU	3	hijos
8	8	0.008409884758293629	2063	3	6	blancos		NEU	2	niños
9	9	0.008344967849552631	4035	3	6	blancos		NEU	1	pareja
0	0	0.027324801310896873	3149	4	6	blancos		NEU	10	hombres
1	1	0.015969499945640564	275	4	6	blancos		NEU	9	
2	2	0.013796607963740826	1733	4	6	blancos		POS	8	grandes
3	3	0.013453827239573002	1821	4	6	blancos		NEU	7	mujeres
4	4	0.011478825472295284	2063	4	6	blancos		NEU	6	niños
5	5	0.010015662759542465	3059	4	6	blancos		NEU	5	mayores
6	6	0.009633977897465229	7301	4	6	blancos		NEU	4	hermanos
7	7	0.009206227026879787	10782	4	6	blancos		POS	3	ricos
8	8	0.008741947822272778	3217	4	6	blancos		NEU	2	hijos
9	9	0.008208619430661201	7485	4	6	blancos		NEG	1	perros
0	0	0.020194731652736664	3149	5	6	blancos		NEU	10	hombres
1	1	0.017199285328388214	7485	5	6	blancos		NEG	9	perros
2	2	0.0157685074955225	275	5	6	blancos		NEU	8	
3	3	0.011480830609798431	4035	5	6	blancos		NEU	7	pareja
4	4	0.011122340336441994	2192	5	6	blancos		POS	6	familia
5	5	0.00984965730458498	1821	5	6	blancos		NEU	5	mujeres
6	6	0.009011578746140003	2858	5	6	blancos		POS	4	amor
7	7	0.007349707186222076	1765	5	6	blancos		NEU	3	verdad
8	8	0.007296531926840544	1357	5	6	blancos		POS	2	equipo
9	9	0.006995438598096371	1397	5	6	blancos		POS	1	historia
0	0	0.05263766646385193	275	6	6	blancos		NEU	10	
1	1	0.01094210147857666	4035	6	6	blancos		NEU	9	pareja
2	2	0.009575688280165195	5251	6	6	blancos		POS	8	buenos
3	3	0.0084458589553833	1369	6	6	blancos		NEU	7	8
4	4	0.00839581061154604	1733	6	6	blancos		NEU	6	grandes
5	5	0.00830627791583538	461	6	6	blancos		NEU	5	d
6	6	0.00798808503895998	922	6	6	blancos		NEU	4	4
7	7	0.007462917361408472	316	6	6	blancos		NEU	3	p
8	8	0.007453997619450092	13484	6	6	blancos		NEU	2	largos
9	9	0.0069382633082568645	972	6	6	blancos		NEU	1	5
0	0	0.13035452365875244	1733	7	6	blancos		POS	10	grandes
1	1	0.06400064378976822	6959	7	6	blancos		POS	9	fuertes
2	2	0.03650850057601929	10782	7	6	blancos		POS	8	ricos
3	3	0.034262824803590775	13920	7	6	blancos		NEG	7	duros
4	4	0.029177485033869743	7700	7	6	blancos		NEU	6	altos
5	5	0.029102783650159836	40360	7	6	blancos		NEU	5	buscados
6	6	0.024806857109069824	13484	7	6	blancos		NEU	4	largos
7	7	0.024660801514983177	8695	7	6	blancos		NEU	3	chicos
8	8	0.014963638968765736	15119	7	6	blancos		NEU	2	cortos
9	9	0.013620598241686821	19467	7	6	blancos		POS	1	poderosos
0	0	0.11494191735982895	1733	8	6	blancos		NEU	10	grandes
1	1	0.07961247116327286	6959	8	6	blancos		NEU	9	fuertes
2	2	0.06331492215394974	13920	8	6	blancos		NEG	8	duros
3	3	0.0456935353577137	40360	8	6	blancos		NEU	7	buscados
4	4	0.0391668863594532	7700	8	6	blancos		NEU	6	altos
5	5	0.031061304733157158	10782	8	6	blancos		POS	5	ricos
6	6	0.017737332731485367	34754	8	6	blancos		NEG	4	raros
7	7	0.017391540110111237	8695	8	6	blancos		NEU	3	chicos
8	8	0.014216779731214046	11267	8	6	blancos		NEG	2	difíciles
9	9	0.013988149352371693	13484	8	6	blancos		NEG	1	largos
0	0	0.16500002145767212	1733	9	6	blancos		POS	10	grandes
1	1	0.06752318143844604	6959	9	6	blancos		POS	9	fuertes
2	2	0.05581705644726753	10782	9	6	blancos		POS	8	ricos
3	3	0.03850291669368744	7700	9	6	blancos		NEU	7	altos
4	4	0.03007408045232296	40360	9	6	blancos		NEU	6	buscados
5	5	0.028330117464065552	13920	9	6	blancos		NEG	5	duros
6	6	0.020312068983912468	46608	9	6	blancos		POS	4	generosos
7	7	0.01569223776459694	4251	9	6	blancos		NEU	3	pequeños
8	8	0.01469461340457201	2634	9	6	blancos		NEU	2	jóvenes
9	9	0.013868811540305614	275	9	6	blancos		POS	1	
0	0	0.09137219935655594	1733	10	6	blancos		POS	10	grandes
1	1	0.0775275006890297	6959	10	6	blancos		POS	9	fuertes
2	2	0.060137808322906494	13920	10	6	blancos		NEG	8	duros
3	3	0.03521442413330078	10782	10	6	blancos		POS	7	ricos
4	4	0.02927251346409321	34754	10	6	blancos		NEG	6	raros
5	5	0.028947819024324417	7700	10	6	blancos		NEU	5	altos
6	6	0.026664163917303085	40360	10	6	blancos		NEU	4	buscados
7	7	0.018200868740677834	275	10	6	blancos		POS	3	
8	8	0.01566692255437374	8695	10	6	blancos		NEU	2	chicos
9	9	0.014573878608644009	13484	10	6	blancos		NEU	1	largos
0	0	0.07299455255270004	6959	11	6	blancos		NEU	10	fuertes
1	1	0.07295693457126617	5251	11	6	blancos		POS	9	buenos
2	2	0.0605122447013855	18711	11	6	blancos		NEG	8	caros
3	3	0.058417752385139465	13484	11	6	blancos		NEG	7	largos
4	4	0.04567549377679825	13920	11	6	blancos		NEG	6	duros
5	5	0.027997098863124847	15119	11	6	blancos		NEG	5	cortos
6	6	0.018143972381949425	44664	11	6	blancos		POS	4	guapos
7	7	0.017632795497775078	1733	11	6	blancos		POS	3	grandes
8	8	0.01682376302778721	34754	11	6	blancos		NEG	2	raros
9	9	0.015405426733195782	10782	11	6	blancos		POS	1	ricos
0	0	0.18406131863594055	275	12	6	blancos		NEG	10	
1	1	0.03446859121322632	41403	12	6	blancos		POS	9	genios
2	2	0.017135201022028923	461	12	6	blancos		NEG	8	d
3	3	0.012668440118432045	20782	12	6	blancos		NEG	7	asesinos
4	4	0.0120598915964365	1472	12	6	blancos		POS	6	10
5	5	0.011742567643523216	3128	12	6	blancos		NEU	5	amigos
6	6	0.011258864775300026	26166	12	6	blancos		NEG	4	monstruos
7	7	0.011145070195198059	26706	12	6	blancos		POS	3	crack
8	8	0.009870180860161781	7301	12	6	blancos		NEG	2	hermanos
9	9	0.009208869189023972	972	12	6	blancos		NEG	1	5
0	0	0.021297061815857887	275	0	6	moros		NEG	10	
1	1	0.014161488972604275	1733	0	6	moros		POS	9	grandes
2	2	0.010493778623640537	2063	0	6	moros		NEU	8	niños
3	3	0.010378488339483738	3149	0	6	moros		NEU	7	hombres
4	4	0.009869657456874847	2192	0	6	moros		NEU	6	familia
5	5	0.009665699675679207	7485	0	6	moros		NEG	5	perros
6	6	0.009459169581532478	2804	0	6	moros		NEU	4	fácil
7	7	0.008733631111681461	316	0	6	moros		NEG	3	p
8	8	0.008319204673171043	665	0	6	moros		POS	2	todo
9	9	0.008156616240739822	3334	0	6	moros		NEG	1	difícil
0	0	0.04386245459318161	275	1	6	moros		NEU	10	
1	1	0.02500208467245102	1938	1	6	moros		POS	9	mejores
2	2	0.020693248137831688	1733	1	6	moros		POS	8	grandes
3	3	0.014804149977862835	10940	1	6	moros		NEG	7	iguales
4	4	0.01445663534104824	2063	1	6	moros		NEU	6	niños
5	5	0.013872030191123486	665	1	6	moros		POS	5	todo
6	6	0.011505362577736378	3149	1	6	moros		NEU	4	hombres
7	7	0.009758852422237396	3128	1	6	moros		NEU	3	amigos
8	8	0.009191790595650673	1817	1	6	moros		NEU	2	diferentes
9	9	0.008806237019598484	1821	1	6	moros		NEU	1	mujeres
0	0	0.05083390697836876	275	2	6	moros		NEG	10	
1	1	0.02832702547311783	41403	2	6	moros		POS	9	genios
2	2	0.02485853247344494	9920	2	6	moros		NEG	8	cuantos
3	3	0.024475563317537308	21405	2	6	moros		NEG	7	ladrones
4	4	0.014613243751227856	3128	2	6	moros		NEU	6	amigos
5	5	0.014112028293311596	47459	2	6	moros		NEG	5	horrores
6	6	0.01088078785687685	13458	2	6	moros		NEU	4	reyes
7	7	0.01055515743792057	9739	2	6	moros		NEG	3	terroristas
8	8	0.010520868003368378	20782	2	6	moros		NEG	2	asesinos
9	9	0.010194451548159122	48968	2	6	moros		NEG	1	chorizos
0	0	0.032909173518419266	275	3	6	moros		NEG	10	
1	1	0.023486211895942688	1938	3	6	moros		POS	9	mejores
2	2	0.016507767140865326	7485	3	6	moros		NEG	8	perros
3	3	0.014402402564883232	3149	3	6	moros		NEU	7	hombres
4	4	0.01318797655403614	1821	3	6	moros		NEU	6	mujeres
5	5	0.01281675137579441	1733	3	6	moros		POS	5	grandes
6	6	0.01137403305619955	2063	3	6	moros		NEU	4	niños
7	7	0.00905236229300499	4035	3	6	moros		NEU	3	pareja
8	8	0.008066297508776188	10940	3	6	moros		NEG	2	iguales
9	9	0.007901158183813095	2804	3	6	moros		NEG	1	fácil
0	0	0.059627145528793335	275	4	6	moros		NEU	10	
1	1	0.027560152113437653	3149	4	6	moros		NEU	9	hombres
2	2	0.02499418519437313	2063	4	6	moros		NEU	8	niños
3	3	0.018792562186717987	1938	4	6	moros		POS	7	mejores
4	4	0.01661677099764347	1821	4	6	moros		NEU	6	mujeres
5	5	0.015191189013421535	3059	4	6	moros		NEG	5	mayores
6	6	0.011500006541609764	1733	4	6	moros		POS	4	grandes
7	7	0.01021860633045435	10940	4	6	moros		NEG	3	iguales
8	8	0.009978808462619781	13080	4	6	moros		NEU	2	bebés
9	9	0.009768420830368996	3217	4	6	moros		NEU	1	hijos
0	0	0.05135834962129593	275	5	6	moros		NEG	10	
1	1	0.027507085353136063	3149	5	6	moros		NEU	9	hombres
2	2	0.025934576988220215	7485	5	6	moros		NEG	8	perros
3	3	0.017197594046592712	2063	5	6	moros		NEU	7	niños
4	4	0.013677938841283321	1821	5	6	moros		NEU	6	mujeres
5	5	0.011569461785256863	1938	5	6	moros		POS	5	mejores
6	6	0.009345199912786484	3128	5	6	moros		NEU	4	amigos
7	7	0.00899494718760252	1733	5	6	moros		POS	3	grandes
8	8	0.00840731617063284	4035	5	6	moros		NEU	2	pareja
9	9	0.00791789311915636	2804	5	6	moros		NEU	1	fácil
0	0	0.1866578310728073	275	6	6	moros		NEG	10	
1	1	0.02084137499332428	1938	6	6	moros		POS	9	mejores
2	2	0.018511828035116196	316	6	6	moros		NEG	8	p
3	3	0.014536253176629543	1733	6	6	moros		NEU	7	grandes
4	4	0.01279008574783802	10940	6	6	moros		NEG	6	iguales
5	5	0.010441831313073635	3059	6	6	moros		NEG	5	mayores
6	6	0.010134246200323105	922	6	6	moros		NEU	4	4
7	7	0.009997626766562462	1821	6	6	moros		NEU	3	mujeres
8	8	0.00973215140402317	3149	6	6	moros		NEG	2	hombres
9	9	0.008580079302191734	311	6	6	moros		NEG	1	d
0	0	0.1731344610452652	1733	7	6	moros		POS	10	grandes
1	1	0.06401487439870834	6959	7	6	moros		POS	9	fuertes
2	2	0.05068747326731682	10782	7	6	moros		POS	8	ricos
3	3	0.04377458244562149	7700	7	6	moros		NEU	7	altos
4	4	0.027417058125138283	40360	7	6	moros		NEU	6	buscados
5	5	0.02296503260731697	13484	7	6	moros		NEU	5	largos
6	6	0.02284393273293972	13920	7	6	moros		NEG	4	duros
7	7	0.016548413783311844	275	7	6	moros		POS	3	
8	8	0.016281478106975555	18711	7	6	moros		NEG	2	caros
9	9	0.015644967555999756	11589	7	6	moros		NEU	1	famosos
0	0	0.16759955883026123	1733	8	6	moros		POS	10	grandes
1	1	0.06828650832176208	6959	8	6	moros		NEU	9	fuertes
2	2	0.06708487868309021	7700	8	6	moros		NEU	8	altos
3	3	0.049455855041742325	10782	8	6	moros		NEU	7	ricos
4	4	0.04432179406285286	13920	8	6	moros		NEG	6	duros
5	5	0.023688027635216713	40360	8	6	moros		NEU	5	buscados
6	6	0.019811954349279404	13484	8	6	moros		NEG	4	largos
7	7	0.013988777063786983	18711	8	6	moros		NEG	3	caros
8	8	0.013692906126379967	11589	8	6	moros		NEU	2	famosos
9	9	0.013532862067222595	34754	8	6	moros		NEG	1	raros
0	0	0.14616717398166656	1733	9	6	moros		POS	10	grandes
1	1	0.06991834193468094	10782	9	6	moros		POS	9	ricos
2	2	0.05443231388926506	6959	9	6	moros		POS	8	fuertes
3	3	0.0521598719060421	7700	9	6	moros		NEU	7	altos
4	4	0.021113600581884384	40360	9	6	moros		NEU	6	buscados
5	5	0.020990490913391113	11589	9	6	moros		NEU	5	famosos
6	6	0.020311027765274048	13920	9	6	moros		NEG	4	duros
7	7	0.01851542480289936	13484	9	6	moros		NEG	3	largos
8	8	0.017380498349666595	11082	9	6	moros		NEU	2	baratos
9	9	0.01697755604982376	18711	9	6	moros		NEG	1	caros
0	0	0.1292639672756195	1733	10	6	moros		POS	10	grandes
1	1	0.07411856949329376	6959	10	6	moros		POS	9	fuertes
2	2	0.056336551904678345	10782	10	6	moros		POS	8	ricos
3	3	0.052351634949445724	13920	10	6	moros		NEG	7	duros
4	4	0.04343895986676216	7700	10	6	moros		NEU	6	altos
5	5	0.02107200026512146	11589	10	6	moros		NEU	5	famosos
6	6	0.020595649257302284	40360	10	6	moros		NEU	4	buscados
7	7	0.019915971904993057	34754	10	6	moros		NEG	3	raros
8	8	0.015635743737220764	18711	10	6	moros		NEG	2	caros
9	9	0.014539520256221294	13484	10	6	moros		NEG	1	largos
0	0	0.08617030829191208	6959	11	6	moros		NEU	10	fuertes
1	1	0.052508335560560226	18711	11	6	moros		NEG	9	caros
2	2	0.036535412073135376	5251	11	6	moros		POS	8	buenos
3	3	0.031673330813646317	13484	11	6	moros		NEG	7	largos
4	4	0.030103351920843124	13920	11	6	moros		NEG	6	duros
5	5	0.028190193697810173	1733	11	6	moros		POS	5	grandes
6	6	0.016260802745819092	19882	11	6	moros		POS	4	potentes
7	7	0.013688529841601849	10782	11	6	moros		POS	3	ricos
8	8	0.013637660071253777	6002	11	6	moros		NEG	2	duro
9	9	0.012413252145051956	3589	11	6	moros		NEG	1	fuerte
0	0	0.2059846669435501	275	12	6	moros		NEG	10	
1	1	0.029657984152436256	41403	12	6	moros		POS	9	genios
2	2	0.029084624722599983	3128	12	6	moros		NEU	8	amigos
3	3	0.01698799803853035	3149	12	6	moros		NEG	7	hombres
4	4	0.015179806388914585	9920	12	6	moros		NEG	6	cuantos
5	5	0.014698860235512257	3997	12	6	moros		NEU	5	dios
6	6	0.011285774409770966	15961	12	6	moros		NEG	4	señores
7	7	0.011115255765616894	48968	12	6	moros		NEG	3	chorizos
8	8	0.010589776560664177	9739	12	6	moros		NEG	2	terroristas
9	9	0.010101038962602615	21405	12	6	moros		NEG	1	ladrones
0	0	0.01640786975622177	665	0	6	indios		POS	10	todo
1	1	0.01203176099807024	1821	0	6	indios		NEU	9	mujeres
2	2	0.010790715925395489	275	0	6	indios		NEG	8	
3	3	0.010420012287795544	1733	0	6	indios		POS	7	grandes
4	4	0.009808730334043503	3149	0	6	indios		NEG	6	hombres
5	5	0.00917474552989006	6959	0	6	indios		POS	5	fuertes
6	6	0.008962759748101234	23586	0	6	indios		NEG	4	raras
7	7	0.008235050365328789	2858	0	6	indios		POS	3	amor
8	8	0.008122608996927738	2192	0	6	indios		POS	2	familia
9	9	0.008113132789731026	3217	0	6	indios		NEU	1	hijos
0	0	0.022076155990362167	3149	1	6	indios		NEU	10	hombres
1	1	0.01642678864300251	7301	1	6	indios		NEU	9	hermanos
2	2	0.015492690727114677	1817	1	6	indios		NEU	8	diferentes
3	3	0.015080136246979237	1821	1	6	indios		NEU	7	mujeres
4	4	0.01479621883481741	275	1	6	indios		NEU	6	
5	5	0.014782184734940529	2063	1	6	indios		NEU	5	niños
6	6	0.013152075000107288	7485	1	6	indios		NEG	4	perros
7	7	0.012989850714802742	1733	1	6	indios		POS	3	grandes
8	8	0.01033937931060791	10940	1	6	indios		NEG	2	iguales
9	9	0.009764373302459717	1938	1	6	indios		POS	1	mejores
0	0	0.03079278953373432	275	2	6	indios		NEG	10	
1	1	0.02938268519937992	41403	2	6	indios		POS	9	genios
2	2	0.026113569736480713	21405	2	6	indios		NEG	8	ladrones
3	3	0.021982116624712944	453	2	6	indios		NEG	7	ex
4	4	0.019713059067726135	9920	2	6	indios		NEG	6	cuantos
5	5	0.015559493564069271	3128	2	6	indios		NEG	5	amigos
6	6	0.014772625640034676	26166	2	6	indios		NEG	4	monstruos
7	7	0.013574649579823017	20782	2	6	indios		NEG	3	asesinos
8	8	0.009859327226877213	21081	2	6	indios		NEG	2	desconocidos
9	9	0.009309162385761738	5442	2	6	indios		NEU	1	artistas
0	0	0.02222103253006935	3149	3	6	indios		NEU	10	hombres
1	1	0.021557584404945374	275	3	6	indios		NEG	9	
2	2	0.018091294914484024	1821	3	6	indios		NEU	8	mujeres
3	3	0.017892533913254738	1733	3	6	indios		POS	7	grandes
4	4	0.017755459994077682	7485	3	6	indios		NEG	6	perros
5	5	0.016852330416440964	1817	3	6	indios		NEU	5	diferentes
6	6	0.016543975099921227	7301	3	6	indios		NEU	4	hermanos
7	7	0.013330374844372272	2063	3	6	indios		NEU	3	niños
