	index	score	token	sentence	model	dimension	pos_tag	rsv	word
4	4	0.031180502846837044	7700	10	6	españoles	AQ	6	altos
5	5	0.029356922954320908	10782	10	6	españoles	AQ	5	ricos
6	6	0.029283719137310982	275	10	6	españoles		4	
7	7	0.02284262143075466	11267	10	6	españoles	AQ	3	difíciles
8	8	0.021491916850209236	40360	10	6	españoles	AQ	2	buscados
9	9	0.017459211871027946	18711	10	6	españoles	AQ	1	caros
0	0	0.0762837678194046	5251	11	6	españoles	AQ	10	buenos
1	1	0.0660947635769844	18711	11	6	españoles	AQ	9	caros
2	2	0.058568332344293594	6959	11	6	españoles	AQ	8	fuertes
3	3	0.03948882594704628	34754	11	6	españoles	AQ	7	raros
4	4	0.03792673349380493	1733	11	6	españoles	AQ	6	grandes
5	5	0.035142991691827774	10782	11	6	españoles	AQ	5	ricos
6	6	0.021440686658024788	15119	11	6	españoles	AQ	4	cortos
7	7	0.020665686577558517	13484	11	6	españoles	AQ	3	largos
8	8	0.018191251903772354	7700	11	6	españoles	AQ	2	altos
9	9	0.017229998484253883	44664	11	6	españoles	AQ	1	guapos
0	0	0.2975176274776459	275	12	6	españoles		10	
1	1	0.03736526891589165	41403	12	6	españoles	NC	9	genios
2	2	0.01888068951666355	9920	12	6	españoles	PI	8	cuantos
3	3	0.014882252551615238	3128	12	6	españoles	NC	7	amigos
4	4	0.014730177819728851	26166	12	6	españoles	NC	6	monstruos
5	5	0.012975580058991909	1472	12	6	españoles	Z	5	10
6	6	0.012150085531175137	461	12	6	españoles	NC	4	d
7	7	0.012077904306352139	3997	12	6	españoles	NC	3	dios
8	8	0.01200601365417242	922	12	6	españoles	Z	2	4
9	9	0.011928360909223557	21081	12	6	españoles	AQ	1	desconocidos
0	0	0.020917482674121857	1733	0	6	franceses	AQ	10	grandes
1	1	0.013670533895492554	275	0	6	franceses		9	
2	2	0.013056238181889057	2858	0	6	franceses	NC	8	amor
3	3	0.012974143959581852	3149	0	6	franceses	NC	7	hombres
4	4	0.012210325337946415	2192	0	6	franceses	NC	6	familia
5	5	0.009990823455154896	1821	0	6	franceses	NC	5	mujeres
6	6	0.00849885493516922	3217	0	6	franceses	NC	4	hijos
7	7	0.007892696186900139	1357	0	6	franceses	NC	3	equipo
8	8	0.007250180933624506	2063	0	6	franceses	NC	2	niños
9	9	0.007192415185272694	6959	0	6	franceses	AQ	1	fuertes
0	0	0.016698433086276054	275	1	6	franceses		10	
1	1	0.016608351841568947	3149	1	6	franceses	NC	9	hombres
2	2	0.013798093423247337	1733	1	6	franceses	AQ	8	grandes
3	3	0.012054438702762127	1821	1	6	franceses	NC	7	mujeres
4	4	0.010672676376998425	7301	1	6	franceses	NC	6	hermanos
5	5	0.009018857032060623	2192	1	6	franceses	NC	5	familia
6	6	0.008157996460795403	4035	1	6	franceses	NC	4	pareja
7	7	0.008103964850306511	13920	1	6	franceses	AQ	3	duros
8	8	0.007959659211337566	1938	1	6	franceses	AQ	2	mejores
9	9	0.0072704185731709	20782	1	6	franceses	AQ	1	asesinos
0	0	0.0651816800236702	41403	2	6	franceses	NC	10	genios
1	1	0.05210154876112938	26166	2	6	franceses	NC	9	monstruos
2	2	0.033554188907146454	275	2	6	franceses		8	
3	3	0.025664351880550385	21405	2	6	franceses	NC	7	ladrones
4	4	0.024391015991568565	20782	2	6	franceses	NC	6	asesinos
5	5	0.023921260610222816	3128	2	6	franceses	NC	5	amigos
6	6	0.01667083241045475	5442	2	6	franceses	NC	4	artistas
7	7	0.014939876273274422	47459	2	6	franceses	NC	3	horrores
8	8	0.012660942040383816	13458	2	6	franceses	NC	2	reyes
9	9	0.011572596617043018	453	2	6	franceses	NC	1	ex
0	0	0.023023761808872223	275	3	6	franceses		10	
1	1	0.01989821158349514	1733	3	6	franceses	AQ	9	grandes
2	2	0.017465513199567795	3149	3	6	franceses	NC	8	hombres
3	3	0.01526592019945383	1821	3	6	franceses	NC	7	mujeres
4	4	0.013582038693130016	7301	3	6	franceses	NC	6	hermanos
5	5	0.01155237015336752	20782	3	6	franceses	AQ	5	asesinos
6	6	0.010087616741657257	10782	3	6	franceses	AQ	4	ricos
7	7	0.009890994988381863	2063	3	6	franceses	NC	3	niños
8	8	0.00886514876037836	7485	3	6	franceses	AQ	2	perros
9	9	0.0077169970609247684	2192	3	6	franceses	NC	1	familia
0	0	0.03526071831583977	275	4	6	franceses		10	
1	1	0.025776438415050507	3149	4	6	franceses	NC	9	hombres
2	2	0.017589876428246498	1733	4	6	franceses	AQ	8	grandes
3	3	0.016263943165540695	1821	4	6	franceses	NC	7	mujeres
4	4	0.013868739828467369	2063	4	6	franceses	NC	6	niños
5	5	0.013563811779022217	7301	4	6	franceses	AQ	5	hermanos
6	6	0.009600916877388954	3217	4	6	franceses	NC	4	hijos
7	7	0.00922497920691967	2192	4	6	franceses	NC	3	familia
8	8	0.00902025867253542	5620	4	6	franceses	AQ	2	especiales
9	9	0.00820771511644125	4035	4	6	franceses	NC	1	pareja
0	0	0.028312133625149727	275	5	6	franceses		10	
1	1	0.017092706635594368	1733	5	6	franceses	AQ	9	grandes
2	2	0.017003221437335014	3149	5	6	franceses	NC	8	hombres
3	3	0.013967379927635193	34754	5	6	franceses	AQ	7	raros
4	4	0.01179658155888319	1821	5	6	franceses	NC	6	mujeres
5	5	0.008866970427334309	7485	5	6	franceses	AQ	5	perros
6	6	0.008245148696005344	2192	5	6	franceses	NC	4	familia
7	7	0.008043833076953888	14130	5	6	franceses	NC	3	joyas
8	8	0.008012657053768635	4035	5	6	franceses	NC	2	pareja
9	9	0.007196322083473206	7301	5	6	franceses	NC	1	hermanos
0	0	0.08724711835384369	275	6	6	franceses		10	
1	1	0.023660549893975258	5251	6	6	franceses	AQ	9	buenos
2	2	0.019985154271125793	1733	6	6	franceses	AQ	8	grandes
3	3	0.012314093299210072	9789	6	6	franceses	NC	7	regalos
4	4	0.012151886709034443	10782	6	6	franceses	AQ	6	ricos
5	5	0.01194839272648096	1938	6	6	franceses	AQ	5	mejores
6	6	0.010973081924021244	3149	6	6	franceses	NC	4	hombres
7	7	0.009152453392744064	18711	6	6	franceses	AQ	3	caros
8	8	0.009138254448771477	1821	6	6	franceses	NC	2	mujeres
9	9	0.008400686085224152	10940	6	6	franceses	AQ	1	iguales
0	0	0.08904260396957397	1733	7	6	franceses	AQ	10	grandes
1	1	0.042829662561416626	13920	7	6	franceses	AQ	9	duros
2	2	0.035027701407670975	40360	7	6	franceses	AQ	8	buscados
3	3	0.031332939863204956	6959	7	6	franceses	AQ	7	fuertes
4	4	0.02596353553235531	34754	7	6	franceses	AQ	6	raros
5	5	0.025105848908424377	10782	7	6	franceses	AQ	5	ricos
6	6	0.021536683663725853	275	7	6	franceses		4	
7	7	0.02120731584727764	13484	7	6	franceses	AQ	3	largos
8	8	0.020992331206798553	7700	7	6	franceses	AQ	2	altos
9	9	0.014630598947405815	46608	7	6	franceses	AQ	1	generosos
0	0	0.10257186740636826	1733	8	6	franceses	AQ	10	grandes
1	1	0.06055590882897377	13920	8	6	franceses	AQ	9	duros
2	2	0.05080019682645798	40360	8	6	franceses	AQ	8	buscados
3	3	0.039436813443899155	34754	8	6	franceses	AQ	7	raros
4	4	0.03667343780398369	6959	8	6	franceses	AQ	6	fuertes
5	5	0.027042223140597343	7700	8	6	franceses	AQ	5	altos
6	6	0.025221610441803932	10782	8	6	franceses	AQ	4	ricos
7	7	0.023919271305203438	11267	8	6	franceses	AQ	3	difíciles
8	8	0.018107082694768906	18711	8	6	franceses	AQ	2	caros
9	9	0.01744585856795311	275	8	6	franceses		1	
0	0	0.11260062456130981	1733	9	6	franceses	AQ	10	grandes
1	1	0.04871073365211487	40360	9	6	franceses	AQ	9	buscados
2	2	0.03273354470729828	10782	9	6	franceses	AQ	8	ricos
3	3	0.030952507629990578	34754	9	6	franceses	AQ	7	raros
4	4	0.027040133252739906	6959	9	6	franceses	AQ	6	fuertes
5	5	0.024291934445500374	13920	9	6	franceses	AQ	5	duros
6	6	0.02201301045715809	7700	9	6	franceses	AQ	4	altos
7	7	0.020963497459888458	275	9	6	franceses		3	
8	8	0.019408341497182846	46608	9	6	franceses	AQ	2	generosos
9	9	0.018050994724035263	4251	9	6	franceses	AQ	1	pequeños
0	0	0.09372881799936295	1733	10	6	franceses	AQ	10	grandes
1	1	0.06686217337846756	13920	10	6	franceses	AQ	9	duros
2	2	0.059597890824079514	34754	10	6	franceses	AQ	8	raros
3	3	0.03532755747437477	6959	10	6	franceses	AQ	7	fuertes
4	4	0.033582597970962524	40360	10	6	franceses	AQ	6	buscados
5	5	0.024064939469099045	275	10	6	franceses		5	
6	6	0.02229956164956093	10782	10	6	franceses	AQ	4	ricos
7	7	0.02167651802301407	11267	10	6	franceses	AQ	3	difíciles
8	8	0.020644385367631912	7700	10	6	franceses	AQ	2	altos
9	9	0.013438118621706963	11589	10	6	franceses	AQ	1	famosos
0	0	0.1361895501613617	5251	11	6	franceses	AQ	10	buenos
1	1	0.07401934266090393	6959	11	6	franceses	AQ	9	fuertes
2	2	0.037976738065481186	1733	11	6	franceses	AQ	8	grandes
3	3	0.029760902747511864	13920	11	6	franceses	AQ	7	duros
4	4	0.028929419815540314	10782	11	6	franceses	AQ	6	ricos
5	5	0.02612478844821453	18711	11	6	franceses	AQ	5	caros
6	6	0.021981198340654373	44664	11	6	franceses	AQ	4	guapos
7	7	0.020942308008670807	46608	11	6	franceses	AQ	3	generosos
8	8	0.01732109859585762	13978	11	6	franceses	AQ	2	viejos
9	9	0.016707031056284904	13484	11	6	franceses	AQ	1	largos
0	0	0.21777001023292542	275	12	6	franceses		10	
1	1	0.07347078621387482	41403	12	6	franceses	NC	9	genios
2	2	0.027186188846826553	3128	12	6	franceses	NC	8	amigos
3	3	0.025038499385118484	3997	12	6	franceses	NC	7	dios
4	4	0.02371845580637455	26166	12	6	franceses	NC	6	monstruos
5	5	0.01805547997355461	20782	12	6	franceses	NC	5	asesinos
6	6	0.012591492384672165	461	12	6	franceses	NC	4	d
7	7	0.011101233772933483	7301	12	6	franceses	NC	3	hermanos
8	8	0.010374600999057293	3149	12	6	franceses	NC	2	hombres
9	9	0.008962864987552166	9920	12	6	franceses	PI	1	cuantos
0	0	0.02426704205572605	1733	0	6	británicos	AQ	10	grandes
1	1	0.019294895231723785	1821	0	6	británicos	NC	9	mujeres
2	2	0.01842101290822029	3149	0	6	británicos	NC	8	hombres
3	3	0.01744319126009941	1357	0	6	británicos	NC	7	equipo
4	4	0.016054777428507805	2192	0	6	británicos	NC	6	familia
5	5	0.010368709452450275	2858	0	6	británicos	NC	5	amor
6	6	0.009199143387377262	14130	0	6	británicos	NC	4	joyas
7	7	0.008534894324839115	2063	0	6	británicos	NC	3	niños
8	8	0.008510997518897057	6002	0	6	británicos	AQ	2	duro
9	9	0.007304543629288673	23586	0	6	británicos	AQ	1	raras
0	0	0.024797728285193443	3149	1	6	británicos	NC	10	hombres
1	1	0.02466433122754097	1733	1	6	británicos	AQ	9	grandes
2	2	0.021457698196172714	1821	1	6	británicos	NC	8	mujeres
3	3	0.017339659854769707	2063	1	6	británicos	NC	7	niños
4	4	0.010120637714862823	10782	1	6	británicos	AQ	6	ricos
5	5	0.009817849844694138	7301	1	6	británicos	NC	5	hermanos
6	6	0.009699564427137375	13920	1	6	británicos	AQ	4	duros
7	7	0.008710268884897232	3997	1	6	británicos	NC	3	dios
8	8	0.00831039808690548	11589	1	6	británicos	AQ	2	famosos
9	9	0.008120179176330566	275	1	6	británicos		1	
0	0	0.04288823530077934	21405	2	6	británicos	NC	10	ladrones
1	1	0.03815344348549843	41403	2	6	británicos	NC	9	genios
2	2	0.03631167858839035	26166	2	6	británicos	NC	8	monstruos
3	3	0.023134173825383186	453	2	6	británicos	NC	7	ex
4	4	0.022685332223773003	275	2	6	británicos		6	
5	5	0.019045919179916382	20782	2	6	británicos	NC	5	asesinos
6	6	0.01857507787644863	5442	2	6	británicos	NC	4	artistas
7	7	0.017973801121115685	3128	2	6	británicos	NC	3	amigos
8	8	0.013443486765027046	1472	2	6	británicos	Z	2	10
9	9	0.011964641511440277	46579	2	6	británicos	NC	1	luchadores
0	0	0.028891023248434067	1733	3	6	británicos	AQ	10	grandes
1	1	0.02731259912252426	3149	3	6	británicos	NC	9	hombres
2	2	0.02526850625872612	1821	3	6	británicos	NC	8	mujeres
3	3	0.016319677233695984	2063	3	6	británicos	NC	7	niños
4	4	0.011591514572501183	275	3	6	británicos		6	
5	5	0.011280961334705353	10782	3	6	británicos	AQ	5	ricos
6	6	0.010840272530913353	7485	3	6	británicos	AQ	4	perros
7	7	0.010061167180538177	7301	3	6	británicos	NC	3	hermanos
8	8	0.008837150409817696	5251	3	6	británicos	AQ	2	buenos
9	9	0.008042971603572369	2192	3	6	británicos	NC	1	familia
0	0	0.04368472099304199	3149	4	6	británicos	NC	10	hombres
1	1	0.02959240786731243	1733	4	6	británicos	AQ	9	grandes
2	2	0.02924864925444126	1821	4	6	británicos	NC	8	mujeres
3	3	0.02446194365620613	2063	4	6	británicos	NC	7	niños
4	4	0.016602875664830208	275	4	6	británicos		6	
5	5	0.01481768861413002	5620	4	6	británicos	AQ	5	especiales
6	6	0.010249905288219452	7301	4	6	británicos	AQ	4	hermanos
7	7	0.010191849432885647	34754	4	6	británicos	AQ	3	raros
8	8	0.010188662447035313	10782	4	6	británicos	AQ	2	ricos
9	9	0.00709370244294405	4035	4	6	británicos	NC	1	pareja
0	0	0.02637997828423977	3149	5	6	británicos	NC	10	hombres
1	1	0.025004373863339424	1733	5	6	británicos	AQ	9	grandes
2	2	0.016373703256249428	1821	5	6	británicos	NC	8	mujeres
3	3	0.013220636174082756	275	5	6	británicos		7	
4	4	0.012908518314361572	34754	5	6	británicos	AQ	6	raros
5	5	0.010062909685075283	5620	5	6	británicos	AQ	5	especiales
6	6	0.009834340773522854	7485	5	6	británicos	NC	4	perros
7	7	0.008708656765520573	1357	5	6	británicos	NC	3	equipo
8	8	0.008438787423074245	2063	5	6	británicos	NC	2	niños
9	9	0.007686740253120661	18711	5	6	británicos	AQ	1	caros
0	0	0.04726079851388931	275	6	6	británicos		10	
1	1	0.030526671558618546	3149	6	6	británicos	NC	9	hombres
2	2	0.025683343410491943	1821	6	6	británicos	NC	8	mujeres
3	3	0.021422838792204857	1733	6	6	británicos	AQ	7	grandes
4	4	0.016072655096650124	3128	6	6	británicos	NC	6	amigos
5	5	0.0157157015055418	4035	6	6	británicos	NC	5	pareja
6	6	0.013246195390820503	5620	6	6	británicos	AQ	4	especiales
7	7	0.012997451238334179	5251	6	6	británicos	AQ	3	buenos
8	8	0.00957034807652235	10782	6	6	británicos	AQ	2	ricos
9	9	0.008762418292462826	10940	6	6	británicos	AQ	1	iguales
0	0	0.09572901576757431	1733	7	6	británicos	AQ	10	grandes
1	1	0.05432266741991043	13920	7	6	británicos	AQ	9	duros
2	2	0.03937593102455139	6959	7	6	británicos	AQ	8	fuertes
3	3	0.03704625740647316	40360	7	6	británicos	AQ	7	buscados
4	4	0.03171594440937042	10782	7	6	británicos	AQ	6	ricos
5	5	0.027651110664010048	7700	7	6	británicos	AQ	5	altos
6	6	0.02711613103747368	34754	7	6	británicos	AQ	4	raros
7	7	0.019702231511473656	13484	7	6	británicos	AQ	3	largos
8	8	0.01807819865643978	11267	7	6	británicos	AQ	2	difíciles
9	9	0.016916297376155853	18711	7	6	británicos	AQ	1	caros
0	0	0.12713228166103363	1733	8	6	británicos	AQ	10	grandes
1	1	0.05981115251779556	6959	8	6	británicos	AQ	9	fuertes
2	2	0.0497468002140522	13920	8	6	británicos	AQ	8	duros
3	3	0.04470532387495041	40360	8	6	británicos	AQ	7	buscados
4	4	0.03929010406136513	7700	8	6	británicos	AQ	6	altos
5	5	0.03281934931874275	10782	8	6	británicos	AQ	5	ricos
6	6	0.028401045128703117	34754	8	6	británicos	AQ	4	raros
7	7	0.022433847188949585	11267	8	6	británicos	AQ	3	difíciles
8	8	0.014220817014575005	18711	8	6	británicos	AQ	2	caros
9	9	0.013009743764996529	275	8	6	británicos		1	
0	0	0.12550970911979675	1733	9	6	británicos	AQ	10	grandes
1	1	0.042856745421886444	10782	9	6	británicos	AQ	9	ricos
2	2	0.03839998319745064	6959	9	6	británicos	AQ	8	fuertes
3	3	0.03662572428584099	40360	9	6	británicos	AQ	7	buscados
4	4	0.032770026475191116	7700	9	6	británicos	AQ	6	altos
5	5	0.0295514315366745	34754	9	6	británicos	AQ	5	raros
6	6	0.028091561049222946	13920	9	6	británicos	AQ	4	duros
7	7	0.02607974223792553	4251	9	6	británicos	AQ	3	pequeños
8	8	0.019404787570238113	18711	9	6	británicos	AQ	2	caros
9	9	0.0161672942340374	2634	9	6	británicos	AQ	1	jóvenes
0	0	0.10524695366621017	1733	10	6	británicos	AQ	10	grandes
1	1	0.060086291283369064	13920	10	6	británicos	AQ	9	duros
2	2	0.051000311970710754	6959	10	6	británicos	AQ	8	fuertes
3	3	0.045050472021102905	34754	10	6	británicos	AQ	7	raros
4	4	0.03474259376525879	10782	10	6	británicos	AQ	6	ricos
5	5	0.033612266182899475	7700	10	6	británicos	AQ	5	altos
6	6	0.02803192101418972	40360	10	6	británicos	AQ	4	buscados
7	7	0.02321460284292698	11267	10	6	británicos	AQ	3	difíciles
8	8	0.014764150604605675	275	10	6	británicos		2	
9	9	0.014211143366992474	18711	10	6	británicos	AQ	1	caros
0	0	0.09963792562484741	5251	11	6	británicos	AQ	10	buenos
1	1	0.06375111639499664	6959	11	6	británicos	AQ	9	fuertes
2	2	0.036757942289114	1733	11	6	británicos	AQ	8	grandes
3	3	0.03589048981666565	18711	11	6	británicos	AQ	7	caros
4	4	0.027822714298963547	13920	11	6	británicos	AQ	6	duros
5	5	0.02655198983848095	44664	11	6	británicos	AQ	5	guapos
6	6	0.019738594070076942	34754	11	6	británicos	AQ	4	raros
7	7	0.01727573201060295	7700	11	6	británicos	AQ	3	altos
8	8	0.01561010628938675	10782	11	6	británicos	AQ	2	ricos
9	9	0.014673066325485706	13484	11	6	británicos	AQ	1	largos
0	0	0.09842894971370697	275	12	6	británicos		10	
1	1	0.06270837038755417	41403	12	6	británicos	NC	9	genios
2	2	0.0409737303853035	3128	12	6	británicos	NC	8	amigos
3	3	0.03186062350869179	20782	12	6	británicos	NC	7	asesinos
4	4	0.026405224576592445	26166	12	6	británicos	NC	6	monstruos
5	5	0.024758759886026382	7301	12	6	británicos	NC	5	hermanos
6	6	0.017688889056444168	3997	12	6	británicos	NC	4	dios
7	7	0.01632579043507576	3149	12	6	británicos	NC	3	hombres
8	8	0.013979298062622547	21405	12	6	británicos	NC	2	ladrones
9	9	0.013660677708685398	1472	12	6	británicos	Z	1	10
0	0	0.02210131473839283	1733	0	6	argentinos	AQ	10	grandes
1	1	0.020206350833177567	34754	0	6	argentinos	AQ	9	raros
2	2	0.01791209727525711	3149	0	6	argentinos	NC	8	hombres
3	3	0.014529154635965824	1821	0	6	argentinos	NC	7	mujeres
4	4	0.012279673479497433	7301	0	6	argentinos	NC	6	hermanos
5	5	0.011428800411522388	2063	0	6	argentinos	NC	5	niños
6	6	0.011106490157544613	275	0	6	argentinos		4	
7	7	0.009732691571116447	2192	0	6	argentinos	NC	3	familia
8	8	0.009512531571090221	4035	0	6	argentinos	NC	2	pareja
9	9	0.009302902035415173	1817	0	6	argentinos	AQ	1	diferentes
0	0	0.03461802005767822	3149	1	6	argentinos	NC	10	hombres
1	1	0.019074907526373863	7301	1	6	argentinos	NC	9	hermanos
2	2	0.018682146444916725	1733	1	6	argentinos	AQ	8	grandes
3	3	0.01787586137652397	2063	1	6	argentinos	NC	7	niños
4	4	0.016308974474668503	1817	1	6	argentinos	AQ	6	diferentes
5	5	0.015399085357785225	275	1	6	argentinos		5	
6	6	0.012292123399674892	1821	1	6	argentinos	NC	4	mujeres
7	7	0.01135621964931488	10782	1	6	argentinos	AQ	3	ricos
8	8	0.009313689544796944	10940	1	6	argentinos	AQ	2	iguales
9	9	0.00919658225029707	4035	1	6	argentinos	NC	1	pareja
0	0	0.05031871423125267	275	2	6	argentinos		10	
1	1	0.04263494908809662	41403	2	6	argentinos	NC	9	genios
2	2	0.031002115458250046	9920	2	6	argentinos	PI	8	cuantos
3	3	0.028642097488045692	26166	2	6	argentinos	NC	7	monstruos
4	4	0.024088170379400253	3128	2	6	argentinos	NC	6	amigos
5	5	0.019951673224568367	21405	2	6	argentinos	NC	5	ladrones
6	6	0.016669102013111115	20782	2	6	argentinos	NC	4	asesinos
7	7	0.015858754515647888	453	2	6	argentinos	NC	3	ex
8	8	0.013087920844554901	5442	2	6	argentinos	NC	2	artistas
9	9	0.009765077382326126	21081	2	6	argentinos	AQ	1	desconocidos
0	0	0.031263530254364014	3149	3	6	argentinos	NC	10	hombres
1	1	0.021957406774163246	7301	3	6	argentinos	NC	9	hermanos
2	2	0.02105124481022358	1821	3	6	argentinos	NC	8	mujeres
3	3	0.018568163737654686	2063	3	6	argentinos	NC	7	niños
