	index	score	token	sentence	model	dimension	pos_tag	rsv	word
9	9	0.01535619143396616	2792	4	12	españoles	AQ	1	jóvenes
0	0	0.05792803689837456	1233	5	12	españoles	DI	10	unos
1	1	0.04487136751413345	49143	5	12	españoles	AQ	9	simpáticos
2	2	0.034597668796777725	8111	5	12	españoles	AQ	8	pobres
3	3	0.02500055730342865	22083	5	12	españoles	AQ	7	auténticos
4	4	0.023195279762148857	3657	5	12	españoles	PI	6	pocos
5	5	0.022415483370423317	23434	5	12	españoles	AQ	5	curiosos
6	6	0.02048599161207676	11162	5	12	españoles	AQ	4	enormes
7	7	0.01591557264328003	4174	5	12	españoles	AQ	3	buenos
8	8	0.015480857342481613	20481	5	12	españoles	AQ	2	geniales
9	9	0.014810475520789623	46304	5	12	españoles	AQ	1	encantadores
0	0	0.060641657561063766	1233	6	12	españoles	PI	10	unos
1	1	0.02809484861791134	5351	6	12	españoles	NC	9	españoles
2	2	0.02375814877450466	14994	6	12	españoles	AQ	8	hermosos
3	3	0.023439697921276093	8111	6	12	españoles	AQ	7	pobres
4	4	0.02082590013742447	4174	6	12	españoles	AQ	6	buenos
5	5	0.01936420612037182	22083	6	12	españoles	AQ	5	auténticos
6	6	0.01773049123585224	46304	6	12	españoles	AQ	4	encantadores
7	7	0.015205691568553448	9003	6	12	españoles	AQ	3	excelentes
8	8	0.015170957893133163	8062	6	12	españoles	AQ	2	extranjeros
9	9	0.01502727996557951	20444	6	12	españoles	AQ	1	maravillosos
0	0	0.22451533377170563	33502	7	12	españoles	VMP	10	valorados
1	1	0.06072795391082764	10578	7	12	españoles	AQ	9	baratos
2	2	0.042472925037145615	1605	7	12	españoles	AQ	8	grandes
3	3	0.04127541556954384	19112	7	12	españoles	AQ	7	vendidos
4	4	0.039227161556482315	13801	7	12	españoles	AQ	6	completos
5	5	0.03501599654555321	12113	7	12	españoles	AQ	5	cercanos
6	6	0.027983851730823517	14421	7	12	españoles	AQ	4	rápidos
7	7	0.021760886535048485	6001	7	12	españoles	AQ	3	fuertes
8	8	0.017669284716248512	6571	7	12	españoles	AQ	2	populares
9	9	0.0168817900121212	2152	7	12	españoles	AQ	1	nuevos
0	0	0.07923682034015656	12113	8	12	españoles	AQ	10	cercanos
1	1	0.04005054756999016	23434	8	12	españoles	AQ	9	curiosos
2	2	0.03579189255833626	3452	8	12	españoles	AQ	8	pequeños
3	3	0.03240436688065529	10578	8	12	españoles	AQ	7	baratos
4	4	0.02978246472775936	8111	8	12	españoles	AQ	6	pobres
5	5	0.027908986434340477	21493	8	12	españoles	AQ	5	tranquilos
6	6	0.022955752909183502	36023	8	12	españoles	AQ	4	afortunados
7	7	0.02045917510986328	12469	8	12	españoles	AQ	3	destacados
8	8	0.019234396517276764	16828	8	12	españoles	AQ	2	extraños
9	9	0.018966268748044968	19900	8	12	españoles	AQ	1	caros
0	0	0.060389842838048935	12113	9	12	españoles	AQ	10	cercanos
1	1	0.05700276419520378	21493	9	12	españoles	AQ	9	tranquilos
2	2	0.03865307196974754	33502	9	12	españoles	VMP	8	valorados
3	3	0.03513118252158165	3452	9	12	españoles	AQ	7	pequeños
4	4	0.03203835338354111	19846	9	12	españoles	AQ	6	satisfechos
5	5	0.03060282953083515	14421	9	12	españoles	AQ	5	rápidos
6	6	0.029475336894392967	10578	9	12	españoles	AQ	4	baratos
7	7	0.027763554826378822	23434	9	12	españoles	AQ	3	curiosos
8	8	0.026257894933223724	12469	9	12	españoles	AQ	2	destacados
9	9	0.025452693924307823	16332	9	12	españoles	AQ	1	contentos
0	0	0.08981163799762726	12113	10	12	españoles	AQ	10	cercanos
1	1	0.062454547733068466	23434	10	12	españoles	AQ	9	curiosos
2	2	0.03411245718598366	21493	10	12	españoles	AQ	8	tranquilos
3	3	0.030591890215873718	3452	10	12	españoles	AQ	7	pequeños
4	4	0.028644705191254616	36023	10	12	españoles	AQ	6	afortunados
5	5	0.02551664039492607	10514	10	12	españoles	AQ	5	viajeros
6	6	0.02253594994544983	16699	10	12	españoles	AQ	4	atentos
7	7	0.019821597263216972	19846	10	12	españoles	AQ	3	satisfechos
8	8	0.017940174788236618	16332	10	12	españoles	AQ	2	contentos
9	9	0.017385758459568024	33502	10	12	españoles	VMP	1	valorados
0	0	0.06368444114923477	4174	11	12	españoles	AQ	10	buenos
1	1	0.05201868712902069	49143	11	12	españoles	AQ	9	simpáticos
2	2	0.04376550018787384	9564	11	12	españoles	AQ	8	útiles
3	3	0.03056475520133972	3657	11	12	españoles	PI	7	pocos
4	4	0.023691274225711823	3842	11	12	españoles	AQ	6	buenas
5	5	0.02289000153541565	10785	11	12	españoles	AQ	5	simples
6	6	0.022419050335884094	5839	11	12	españoles	AQ	4	chicos
7	7	0.01826738379895687	16540	11	12	españoles	AQ	3	cómodos
8	8	0.016641654074192047	20405	11	12	españoles	AQ	2	agradables
9	9	0.015625381842255592	763	11	12	españoles	RG	1	bien
0	0	0.2185097336769104	2578	12	12	españoles	AQ	10	profesionales
1	1	0.029492570087313652	1605	12	12	españoles	AQ	9	grandes
2	2	0.026627017185091972	2342	12	12	españoles	NC	8	amigos
3	3	0.026055585592985153	5351	12	12	españoles	NC	7	españoles
4	4	0.024872707203030586	4174	12	12	españoles	AQ	6	buenos
5	5	0.024079399183392525	8558	12	12	españoles	NC	5	maestros
6	6	0.022751763463020325	22083	12	12	españoles	AQ	4	auténticos
7	7	0.01712757907807827	5839	12	12	españoles	NC	3	chicos
8	8	0.015843018889427185	13516	12	12	españoles	NC	2	señores
9	9	0.01507656741887331	40351	12	12	españoles	NC	1	genios
0	0	0.024215219542384148	46304	0	12	franceses	AQ	10	encantadores
1	1	0.022143349051475525	14475	0	12	franceses	NC	9	franceses
2	2	0.01849551685154438	32820	0	12	franceses	AQ	8	bienvenidos
3	3	0.01557527668774128	14994	0	12	franceses	AQ	7	hermosos
4	4	0.015134360641241074	8062	0	12	franceses	AQ	6	extranjeros
5	5	0.012188003398478031	2323	0	12	franceses	NC	5	hombres
6	6	0.012123954482376575	1662	0	12	franceses	NC	4	niños
7	7	0.010103333741426468	8111	0	12	franceses	AQ	3	pobres
8	8	0.010096436366438866	19114	0	12	franceses	AQ	2	ingleses
9	9	0.009523563086986542	16828	0	12	franceses	AQ	1	extraños
0	0	0.05165643244981766	4174	1	12	franceses	AQ	10	buenos
1	1	0.039500027894973755	14994	1	12	franceses	AQ	9	hermosos
2	2	0.030157839879393578	45247	1	12	franceses	AQ	8	educados
3	3	0.01944039575755596	14475	1	12	franceses	AQ	7	franceses
4	4	0.015110495500266552	21996	1	12	franceses	NC	6	jovenes
5	5	0.014581847004592419	3657	1	12	franceses	PI	5	pocos
6	6	0.01448855735361576	46304	1	12	franceses	AQ	4	encantadores
7	7	0.0132528617978096	1605	1	12	franceses	AQ	3	grandes
8	8	0.013130217790603638	1662	1	12	franceses	NC	2	niños
9	9	0.012902352027595043	2792	1	12	franceses	AQ	1	jóvenes
0	0	0.11586632579565048	2578	2	12	franceses	AQ	10	profesionales
1	1	0.03852974995970726	4174	2	12	franceses	AQ	9	buenos
2	2	0.035537879914045334	32087	2	12	franceses	NC	8	chavales
3	3	0.033477332442998886	2342	2	12	franceses	NC	7	amigos
4	4	0.02906983159482479	10785	2	12	franceses	AQ	6	simples
5	5	0.021661536768078804	3657	2	12	franceses	PI	5	pocos
6	6	0.018300293013453484	5839	2	12	franceses	NC	4	chicos
7	7	0.01415320299565792	1662	2	12	franceses	NC	3	niños
8	8	0.013746067881584167	4658	2	12	franceses	NC	2	vecinos
9	9	0.013719064183533192	1523	2	12	franceses	Fs	1	...
0	0	0.05684162676334381	8111	3	12	franceses	AQ	10	pobres
1	1	0.030221227556467056	1233	3	12	franceses	DI	9	unos
2	2	0.023091694340109825	49143	3	12	franceses	AQ	8	simpáticos
3	3	0.02240118198096752	8062	3	12	franceses	AQ	7	extranjeros
4	4	0.02235482819378376	22049	3	12	franceses	AQ	6	amables
5	5	0.021264951676130295	18680	3	12	franceses	AQ	5	italianos
6	6	0.01928224414587021	4174	3	12	franceses	AQ	4	buenos
7	7	0.018883809447288513	9003	3	12	franceses	AQ	3	excelentes
8	8	0.018838265910744667	46304	3	12	franceses	AQ	2	encantadores
9	9	0.01876501925289631	23434	3	12	franceses	AQ	1	curiosos
0	0	0.032515790313482285	8111	4	12	franceses	AQ	10	pobres
1	1	0.0223829485476017	3657	4	12	franceses	PI	9	pocos
2	2	0.020103303715586662	46304	4	12	franceses	AQ	8	encantadores
3	3	0.019486092031002045	413	4	12	franceses	Z	7	2
4	4	0.018299100920557976	1233	4	12	franceses	PI	6	unos
5	5	0.01563068851828575	713	4	12	franceses	PN	5	dos
6	6	0.014333709143102169	1605	4	12	franceses	AQ	4	grandes
7	7	0.014086770825088024	4174	4	12	franceses	AQ	3	buenos
8	8	0.013991978019475937	753	4	12	franceses	Z	2	4
9	9	0.013355033472180367	791	4	12	franceses	Z	1	5
0	0	0.0763184204697609	46304	5	12	franceses	AQ	10	encantadores
1	1	0.0274277962744236	1233	5	12	franceses	DI	9	unos
2	2	0.025560518726706505	14475	5	12	franceses	AQ	8	franceses
3	3	0.023063767701387405	49143	5	12	franceses	AQ	7	simpáticos
4	4	0.022753147408366203	23434	5	12	franceses	AQ	6	curiosos
5	5	0.021796826273202896	3657	5	12	franceses	PI	5	pocos
6	6	0.017397494986653328	20481	5	12	franceses	AQ	4	geniales
7	7	0.014844126999378204	8111	5	12	franceses	AQ	3	pobres
8	8	0.014534405432641506	19114	5	12	franceses	AQ	2	ingleses
9	9	0.013935833238065243	4174	5	12	franceses	AQ	1	buenos
0	0	0.07974177598953247	46304	6	12	franceses	AQ	10	encantadores
1	1	0.07647483050823212	14475	6	12	franceses	NC	9	franceses
2	2	0.04392468184232712	1233	6	12	franceses	PI	8	unos
3	3	0.025582194328308105	20444	6	12	franceses	AQ	7	maravillosos
4	4	0.024861766025424004	20898	6	12	franceses	AQ	6	excepcionales
5	5	0.02049950882792473	22083	6	12	franceses	AQ	5	auténticos
6	6	0.019966628402471542	4174	6	12	franceses	AQ	4	buenos
7	7	0.019130177795886993	9003	6	12	franceses	AQ	3	excelentes
8	8	0.01888139545917511	14994	6	12	franceses	AQ	2	hermosos
9	9	0.012495261617004871	20481	6	12	franceses	AQ	1	geniales
0	0	0.07452290505170822	33502	7	12	franceses	VMP	10	valorados
1	1	0.06000671535730362	10578	7	12	franceses	AQ	9	baratos
2	2	0.05919736996293068	1605	7	12	franceses	AQ	8	grandes
3	3	0.04425588622689247	6001	7	12	franceses	AQ	7	fuertes
4	4	0.03638168424367905	14421	7	12	franceses	AQ	6	rápidos
5	5	0.0247868113219738	12113	7	12	franceses	AQ	5	cercanos
6	6	0.02458953484892845	11776	7	12	franceses	AQ	4	inteligentes
7	7	0.019984116777777672	19112	7	12	franceses	AQ	3	vendidos
8	8	0.018052713945508003	19846	7	12	franceses	AQ	2	satisfechos
9	9	0.01471866387873888	21493	7	12	franceses	AQ	1	tranquilos
0	0	0.05768071115016937	8111	8	12	franceses	AQ	10	pobres
1	1	0.04154514521360397	12113	8	12	franceses	AQ	9	cercanos
2	2	0.037690628319978714	10578	8	12	franceses	AQ	8	baratos
3	3	0.028357762843370438	19900	8	12	franceses	AQ	7	caros
4	4	0.026882590726017952	35084	8	12	franceses	AQ	6	lentos
5	5	0.02532229945063591	23434	8	12	franceses	AQ	5	curiosos
6	6	0.02465086057782173	3452	8	12	franceses	AQ	4	pequeños
7	7	0.020474106073379517	21493	8	12	franceses	AQ	3	tranquilos
8	8	0.020301083102822304	36023	8	12	franceses	AQ	2	afortunados
9	9	0.01820443943142891	1605	8	12	franceses	AQ	1	grandes
0	0	0.059242285788059235	21493	9	12	franceses	AQ	10	tranquilos
1	1	0.043168049305677414	12113	9	12	franceses	AQ	9	cercanos
2	2	0.035524241626262665	10578	9	12	franceses	AQ	8	baratos
3	3	0.03428275138139725	19846	9	12	franceses	AQ	7	satisfechos
4	4	0.028116676956415176	19900	9	12	franceses	AQ	6	caros
5	5	0.02707928791642189	16332	9	12	franceses	AQ	5	contentos
6	6	0.026912201195955276	3452	9	12	franceses	AQ	4	pequeños
7	7	0.02582763135433197	14421	9	12	franceses	AQ	3	rápidos
8	8	0.024831535294651985	1605	9	12	franceses	AQ	2	grandes
9	9	0.0233431588858366	8111	9	12	franceses	AQ	1	pobres
0	0	0.06840117275714874	23434	10	12	franceses	AQ	10	curiosos
1	1	0.06608251482248306	12113	10	12	franceses	AQ	9	cercanos
2	2	0.04211133345961571	10514	10	12	franceses	AQ	8	viajeros
3	3	0.03089098259806633	21493	10	12	franceses	AQ	7	tranquilos
4	4	0.03086150623857975	36023	10	12	franceses	AQ	6	afortunados
5	5	0.03025905042886734	16699	10	12	franceses	AQ	5	atentos
6	6	0.02437293529510498	19846	10	12	franceses	AQ	4	satisfechos
7	7	0.018380945548415184	8111	10	12	franceses	AQ	3	pobres
8	8	0.016714252531528473	19900	10	12	franceses	AQ	2	caros
9	9	0.016019292175769806	3452	10	12	franceses	AQ	1	pequeños
0	0	0.12023881077766418	4174	11	12	franceses	AQ	10	buenos
1	1	0.04642370343208313	5839	11	12	franceses	AQ	9	chicos
2	2	0.04098964482545853	1605	11	12	franceses	AQ	8	grandes
3	3	0.03572181239724159	20405	11	12	franceses	AQ	7	agradables
4	4	0.035563647747039795	9564	11	12	franceses	AQ	6	útiles
5	5	0.031035704538226128	3657	11	12	franceses	PI	5	pocos
6	6	0.02667979523539543	18	11	12	franceses	Fp	4	.
7	7	0.026302510872483253	14475	11	12	franceses	NC	3	franceses
8	8	0.023446112871170044	34807	11	12	franceses	AQ	2	confortables
9	9	0.022784406319260597	3842	11	12	franceses	AQ	1	buenas
0	0	0.12269749492406845	2578	12	12	franceses	AQ	10	profesionales
1	1	0.06847965717315674	14475	12	12	franceses	NC	9	franceses
2	2	0.05432479456067085	8558	12	12	franceses	NC	8	maestros
3	3	0.03050578385591507	13516	12	12	franceses	NC	7	señores
4	4	0.021200215443968773	1605	12	12	franceses	AQ	6	grandes
5	5	0.020722607150673866	1662	12	12	franceses	NC	5	niños
6	6	0.020205112174153328	2342	12	12	franceses	NC	4	amigos
7	7	0.01960201933979988	5839	12	12	franceses	NC	3	chicos
8	8	0.015650764107704163	22083	12	12	franceses	AQ	2	auténticos
9	9	0.014220613986253738	4174	12	12	franceses	AQ	1	buenos
0	0	0.02481541782617569	16828	0	12	británicos	AQ	10	extraños
1	1	0.023985156789422035	14994	0	12	británicos	AQ	9	hermosos
2	2	0.023077698424458504	26691	0	12	británicos	AQ	8	raros
3	3	0.018348434939980507	1662	0	12	británicos	NC	7	niños
4	4	0.016858132556080818	413	0	12	británicos	Z	6	2
5	5	0.016615506261587143	726	0	12	británicos	PI	5	todos
6	6	0.011738607659935951	2323	0	12	británicos	NC	4	hombres
7	7	0.010054285638034344	404	0	12	británicos	Z	3	1
8	8	0.00946325808763504	4174	0	12	británicos	AQ	2	buenos
9	9	0.008835519663989544	3657	0	12	británicos	PI	1	pocos
0	0	0.06101318448781967	14994	1	12	británicos	AQ	10	hermosos
1	1	0.05582260712981224	2792	1	12	británicos	AQ	9	jóvenes
2	2	0.025911616161465645	4174	1	12	británicos	AQ	8	buenos
3	3	0.021114790812134743	5839	1	12	británicos	AQ	7	chicos
4	4	0.02059977874159813	1605	1	12	británicos	AQ	6	grandes
5	5	0.018534203991293907	21996	1	12	británicos	NC	5	jovenes
6	6	0.0182588342577219	1662	1	12	británicos	NC	4	niños
7	7	0.017294390127062798	13736	1	12	británicos	AQ	3	hermosas
8	8	0.016755297780036926	45247	1	12	británicos	AQ	2	educados
9	9	0.015717284753918648	2323	1	12	británicos	NC	1	hombres
0	0	0.21130205690860748	2578	2	12	británicos	AQ	10	profesionales
1	1	0.03390839323401451	32087	2	12	británicos	NC	9	chavales
2	2	0.028713038191199303	1662	2	12	británicos	NC	8	niños
3	3	0.021284468472003937	2342	2	12	británicos	NC	7	amigos
4	4	0.01860038936138153	18	2	12	británicos	Fp	6	.
5	5	0.017261002212762833	4174	2	12	británicos	AQ	5	buenos
6	6	0.016974525526165962	5839	2	12	británicos	NC	4	chicos
7	7	0.01686665043234825	4658	2	12	británicos	NC	3	vecinos
8	8	0.014456546865403652	22083	2	12	británicos	AQ	2	auténticos
9	9	0.013268008828163147	10785	2	12	británicos	AQ	1	simples
0	0	0.07144694030284882	49143	3	12	británicos	AQ	10	simpáticos
1	1	0.04831041768193245	45247	3	12	británicos	AQ	9	educados
2	2	0.043983783572912216	4174	3	12	británicos	AQ	8	buenos
3	3	0.030550586059689522	1233	3	12	británicos	PI	7	unos
4	4	0.030235519632697105	8111	3	12	británicos	AQ	6	pobres
5	5	0.026050731539726257	19114	3	12	británicos	AQ	5	ingleses
6	6	0.024795133620500565	9003	3	12	británicos	AQ	4	excelentes
7	7	0.017532702535390854	10785	3	12	británicos	AQ	3	simples
8	8	0.016918295994400978	22049	3	12	británicos	AQ	2	amables
9	9	0.015461110509932041	8062	3	12	británicos	AQ	1	extranjeros
0	0	0.03296907991170883	8111	4	12	británicos	AQ	10	pobres
1	1	0.024857761338353157	1233	4	12	británicos	PI	9	unos
2	2	0.019920317456126213	4174	4	12	británicos	AQ	8	buenos
3	3	0.017531534656882286	45247	4	12	británicos	AQ	7	educados
4	4	0.016684893518686295	1662	4	12	británicos	NC	6	niños
5	5	0.014502805657684803	23434	4	12	británicos	AQ	5	curiosos
6	6	0.013778151012957096	14994	4	12	británicos	AQ	4	hermosos
7	7	0.012569771148264408	726	4	12	británicos	PI	3	todos
8	8	0.012262431904673576	3657	4	12	británicos	PI	2	pocos
9	9	0.011864669620990753	9727	4	12	británicos	AQ	1	únicos
0	0	0.05897790566086769	49143	5	12	británicos	AQ	10	simpáticos
1	1	0.04641137644648552	23434	5	12	británicos	AQ	9	curiosos
2	2	0.03482956811785698	1233	5	12	británicos	DI	8	unos
3	3	0.033886998891830444	4174	5	12	británicos	AQ	7	buenos
4	4	0.026758037507534027	46304	5	12	británicos	AQ	6	encantadores
5	5	0.023399483412504196	45247	5	12	británicos	AQ	5	educados
6	6	0.020319318398833275	8111	5	12	británicos	AQ	4	pobres
7	7	0.019118547439575195	19114	5	12	británicos	AQ	3	ingleses
8	8	0.017134666442871094	10514	5	12	británicos	AQ	2	viajeros
9	9	0.014773133210837841	3657	5	12	británicos	PI	1	pocos
0	0	0.027124259620904922	1233	6	12	británicos	PI	10	unos
1	1	0.02614227682352066	8111	6	12	británicos	AQ	9	pobres
2	2	0.025122469291090965	16828	6	12	británicos	AQ	8	extraños
3	3	0.02385874278843403	1662	6	12	británicos	NC	7	niños
4	4	0.015103389509022236	28058	6	12	británicos	AQ	6	humildes
5	5	0.014480764977633953	726	6	12	británicos	DI	5	todos
6	6	0.011341752484440804	316	6	12	británicos	DA	4	los
7	7	0.010769403539597988	26691	6	12	británicos	AQ	3	raros
8	8	0.009953794069588184	18226	6	12	británicos	AQ	2	desconocidos
9	9	0.009855586104094982	15190	6	12	británicos	AQ	1	brillantes
0	0	0.07475268095731735	1605	7	12	británicos	AQ	10	grandes
1	1	0.07269474864006042	33502	7	12	británicos	VMP	9	valorados
2	2	0.05025439336895943	6001	7	12	británicos	AQ	8	fuertes
3	3	0.04336514696478844	14421	7	12	británicos	AQ	7	rápidos
4	4	0.03774433955550194	6571	7	12	británicos	AQ	6	populares
5	5	0.03684995323419571	10578	7	12	británicos	AQ	5	baratos
6	6	0.03245924040675163	19112	7	12	británicos	AQ	4	vendidos
7	7	0.021489448845386505	11776	7	12	británicos	AQ	3	inteligentes
8	8	0.020039405673742294	14208	7	12	británicos	AQ	2	calientes
9	9	0.019200053066015244	12113	7	12	británicos	AQ	1	cercanos
0	0	0.05152368173003197	16828	8	12	británicos	AQ	10	extraños
1	1	0.043806590139865875	8111	8	12	británicos	AQ	9	pobres
2	2	0.03875349834561348	23434	8	12	británicos	AQ	8	curiosos
3	3	0.03254712373018265	12113	8	12	británicos	AQ	7	cercanos
4	4	0.031915172934532166	1605	8	12	británicos	AQ	6	grandes
5	5	0.03140677139163017	36023	8	12	británicos	AQ	5	afortunados
6	6	0.027168191969394684	19900	8	12	británicos	AQ	4	caros
7	7	0.025500016286969185	3452	8	12	británicos	AQ	3	pequeños
8	8	0.02533479779958725	21493	8	12	británicos	AQ	2	tranquilos
9	9	0.02474081516265869	10578	8	12	británicos	AQ	1	baratos
0	0	0.05327599123120308	21493	9	12	británicos	AQ	10	tranquilos
1	1	0.03976735100150108	14421	9	12	británicos	AQ	9	rápidos
2	2	0.03919060155749321	1605	9	12	británicos	AQ	8	grandes
3	3	0.037802983075380325	10578	9	12	británicos	AQ	7	baratos
4	4	0.03756890818476677	33502	9	12	británicos	VMP	6	valorados
5	5	0.033612895756959915	12113	9	12	británicos	AQ	5	cercanos
6	6	0.03322803974151611	23434	9	12	británicos	AQ	4	curiosos
7	7	0.030081622302532196	19900	9	12	británicos	AQ	3	caros
8	8	0.02472873218357563	36023	9	12	británicos	AQ	2	afortunados
9	9	0.021755577996373177	3452	9	12	británicos	AQ	1	pequeños
0	0	0.1209113821387291	23434	10	12	británicos	AQ	10	curiosos
1	1	0.05277322977781296	36023	10	12	británicos	AQ	9	afortunados
2	2	0.036300718784332275	12113	10	12	británicos	AQ	8	cercanos
3	3	0.036107126623392105	16828	10	12	británicos	AQ	7	extraños
4	4	0.026304317638278008	10514	10	12	británicos	AQ	6	viajeros
5	5	0.025951193645596504	21493	10	12	británicos	AQ	5	tranquilos
6	6	0.022857794538140297	33502	10	12	británicos	VMP	4	valorados
7	7	0.02242436632514	1605	10	12	británicos	AQ	3	grandes
8	8	0.01896919682621956	40650	10	12	británicos	AQ	2	aventureros
9	9	0.01798907108604908	19097	10	12	británicos	AQ	1	exigentes
0	0	0.07963576912879944	5839	11	12	británicos	AQ	10	chicos
1	1	0.07053764164447784	4174	11	12	británicos	AQ	9	buenos
2	2	0.03724087029695511	1605	11	12	británicos	AQ	8	grandes
3	3	0.028819536790251732	49143	11	12	británicos	AQ	7	simpáticos
4	4	0.02449287846684456	3657	11	12	británicos	PI	6	pocos
5	5	0.018695836886763573	2578	11	12	británicos	AQ	5	profesionales
6	6	0.01806456595659256	45247	11	12	británicos	AQ	4	educados
7	7	0.015619034878909588	14421	11	12	británicos	AQ	3	rápidos
8	8	0.014704789966344833	3343	11	12	británicos	AQ	2	humanos
9	9	0.013611060567200184	25746	11	12	británicos	AQ	1	monos
0	0	0.10295870900154114	2578	12	12	británicos	AQ	10	profesionales
1	1	0.043338533490896225	1662	12	12	británicos	NC	9	niños
2	2	0.027530182152986526	13516	12	12	británicos	NC	8	señores
3	3	0.02432822436094284	32458	12	12	británicos	AQ	7	tontos
4	4	0.023787200450897217	16828	12	12	británicos	AQ	6	extraños
5	5	0.019616536796092987	40351	12	12	británicos	NC	5	genios
6	6	0.017735030502080917	5839	12	12	británicos	NC	4	chicos
7	7	0.017616862431168556	2342	12	12	británicos	NC	3	amigos
8	8	0.01485905610024929	1605	12	12	británicos	AQ	2	grandes
9	9	0.013712165877223015	27536	12	12	británicos	NC	1	tíos
0	0	0.05357474088668823	726	0	12	argentinos	PI	10	todos
1	1	0.04430181533098221	18	0	12	argentinos	Fp	9	.
2	2	0.03125147894024849	1460	0	12	argentinos	AQ	8	diferentes
3	3	0.026766391471028328	316	0	12	argentinos	DA	7	los
4	4	0.02630416490137577	413	0	12	argentinos	Z	6	2
5	5	0.024272659793496132	1291	0	12	argentinos	Fp	5	.
6	6	0.014679604209959507	625	0	12	argentinos	Z	4	3
7	7	0.012379646301269531	302	0	12	argentinos	DI	3	un
8	8	0.011905043385922909	353	0	12	argentinos	DI	2	una
9	9	0.011301246471703053	753	0	12	argentinos	Z	1	4
0	0	0.065070740878582	726	1	12	argentinos	PI	10	todos
1	1	0.05022837221622467	12183	1	12	argentinos	AQ	9	argentinos
2	2	0.03514590859413147	413	1	12	argentinos	Z	8	2
3	3	0.028646543622016907	753	1	12	argentinos	Z	7	4
4	4	0.02371419221162796	625	1	12	argentinos	Z	6	3
5	5	0.02257564477622509	791	1	12	argentinos	Z	5	5
6	6	0.021181337535381317	14994	1	12	argentinos	AQ	4	hermosos
7	7	0.01431429386138916	404	1	12	argentinos	Z	3	1
8	8	0.013567488640546799	5839	1	12	argentinos	AQ	2	chicos
9	9	0.012786625884473324	1167	1	12	argentinos	Z	1	10
0	0	0.07212387770414352	1291	2	12	argentinos	Fp	10	.
1	1	0.06343857198953629	2578	2	12	argentinos	AQ	9	profesionales
