	index	score	token	sentence	model	dimension	pos_tag	rsv	word
7	7	0.0061822631396353245	7576	5	13	españoles	AQ	3	básicos
8	8	0.006102829705923796	419	5	13	españoles	RG	2	más
9	9	0.005806123372167349	9951	5	13	españoles	AQ	1	clásicos
0	0	0.008458003401756287	316	6	13	españoles	DA	10	los
1	1	0.007128573954105377	343	6	13	españoles	DA	9	las
2	2	0.00568733923137188	367	6	13	españoles	CS	8	si
3	3	0.005451864097267389	3870	6	13	españoles	RG	7	asi
4	4	0.005145116709172726	679	6	13	españoles	NC	6	años
5	5	0.004978504963219166	295	6	13	españoles	DA	5	el
6	6	0.004413163755089045	381	6	13	españoles	DA	4	lo
7	7	0.004326547030359507	93	6	13	españoles	CC	3	y
8	8	0.00425022654235363	2583	6	13	españoles	AQ	2	gratis
9	9	0.004211327526718378	293	6	13	españoles	CS	1	que
0	0	0.05090540647506714	6390	7	13	españoles	AQ	10	altos
1	1	0.02721453830599785	8323	7	13	españoles	AQ	9	bajos
2	2	0.02662239968776703	18	7	13	españoles	Fp	8	.
3	3	0.024999603629112244	2804	7	13	españoles	AQ	7	importantes
4	4	0.02474449761211872	19112	7	13	españoles	AQ	6	vendidos
5	5	0.023052886128425598	404	7	13	españoles	Z	5	1
6	6	0.022309407591819763	625	7	13	españoles	Z	4	3
7	7	0.019516782835125923	791	7	13	españoles	Z	3	5
8	8	0.014531329274177551	6571	7	13	españoles	AQ	2	populares
9	9	0.014514682814478874	753	7	13	españoles	Z	1	4
0	0	0.5333139300346375	19112	8	13	españoles	AQ	10	vendidos
1	1	0.05625259503722191	21700	8	13	españoles	AQ	9	vistos
2	2	0.03353669494390488	6571	8	13	españoles	AQ	8	populares
3	3	0.030727611854672432	16236	8	13	españoles	AQ	7	expuestos
4	4	0.0301513671875	37113	8	13	españoles	AQ	6	visitados
5	5	0.027300527319312096	13447	8	13	españoles	AQ	5	críticos
6	6	0.015130221843719482	8323	8	13	españoles	AQ	4	bajos
7	7	0.013105371035635471	9000	8	13	españoles	AQ	3	recientes
8	8	0.01089614350348711	10889	8	13	españoles	AQ	2	habituales
9	9	0.010677590034902096	22162	8	13	españoles	AQ	1	reservados
0	0	0.20371884107589722	6390	9	13	españoles	AQ	10	altos
1	1	0.0766330286860466	9000	9	13	españoles	AQ	9	recientes
2	2	0.039961010217666626	10889	9	13	españoles	AQ	8	habituales
3	3	0.03945377469062805	8323	9	13	españoles	AQ	7	bajos
4	4	0.034488219767808914	19112	9	13	españoles	AQ	6	vendidos
5	5	0.028529854491353035	4404	9	13	españoles	RG	5	arriba
6	6	0.028070667758584023	3381	9	13	españoles	RG	4	allá
7	7	0.022756526246666908	10578	9	13	españoles	AQ	3	baratos
8	8	0.016823546960949898	30848	9	13	españoles	AQ	2	exactos
9	9	0.016687562689185143	14421	9	13	españoles	AQ	1	rápidos
0	0	0.06845389306545258	9000	10	13	españoles	AQ	10	recientes
1	1	0.0577404610812664	6390	10	13	españoles	AQ	9	altos
2	2	0.04281635582447052	10889	10	13	españoles	AQ	8	habituales
3	3	0.04154318943619728	37113	10	13	españoles	AQ	7	visitados
4	4	0.04088091105222702	8323	10	13	españoles	AQ	6	bajos
5	5	0.03171341493725777	5860	10	13	españoles	AQ	5	comunes
6	6	0.028714800253510475	13447	10	13	españoles	AQ	4	críticos
7	7	0.028230635449290276	19112	10	13	españoles	AQ	3	vendidos
8	8	0.02815387398004532	10578	10	13	españoles	AQ	2	baratos
9	9	0.020812571048736572	6571	10	13	españoles	AQ	1	populares
0	0	0.18791472911834717	4174	11	13	españoles	AQ	10	buenos
1	1	0.1368563175201416	3842	11	13	españoles	AQ	9	buenas
2	2	0.029989324510097504	1605	11	13	españoles	AQ	8	grandes
3	3	0.021301236003637314	6390	11	13	españoles	AQ	7	altos
4	4	0.020641928538680077	1692	11	13	españoles	AQ	6	buena
5	5	0.012252982705831528	2562	11	13	españoles	AQ	5	bueno
6	6	0.011881991289556026	9245	11	13	españoles	AQ	4	malos
7	7	0.009664625860750675	763	11	13	españoles	RG	3	bien
8	8	0.009303459897637367	263	11	13	españoles	SP	2	de
9	9	0.006962761748582125	804	11	13	españoles	AQ	1	buen
0	0	0.02063135989010334	3979	12	13	españoles	NC	10	comentarios
1	1	0.014888716861605644	1662	12	13	españoles	NC	9	niños
2	2	0.012800398282706738	8413	12	13	españoles	NC	8	dias
3	3	0.010588965378701687	5839	12	13	españoles	NC	7	chicos
4	4	0.010235925205051899	625	12	13	españoles	Z	6	3
5	5	0.009855863638222218	1167	12	13	españoles	Z	5	10
6	6	0.009374684654176235	1410	12	13	españoles	Z	4	20
7	7	0.00888114981353283	1483	12	13	españoles	Z	3	12
8	8	0.008479602634906769	413	12	13	españoles	Z	2	2
9	9	0.007782218046486378	8111	12	13	españoles	AQ	1	pobres
0	0	0.03870440274477005	32820	0	13	franceses	AQ	10	bienvenidos
1	1	0.03546888753771782	5562	0	13	franceses	AQ	9	necesarios
2	2	0.03368650749325752	4174	0	13	franceses	AQ	8	buenos
3	3	0.02070453017950058	14475	0	13	franceses	NC	7	franceses
4	4	0.018304193392395973	19900	0	13	franceses	AQ	6	caros
5	5	0.017594175413250923	2152	0	13	franceses	AQ	5	nuevos
6	6	0.017413310706615448	9951	0	13	franceses	AQ	4	clásicos
7	7	0.01267517264932394	9245	0	13	franceses	AQ	3	malos
8	8	0.00966628734022379	2583	0	13	franceses	AQ	2	gratis
9	9	0.009655333124101162	18470	0	13	franceses	AQ	1	imprescindibles
0	0	0.013896713964641094	316	1	13	franceses	DA	10	los
1	1	0.013789936900138855	4174	1	13	franceses	AQ	9	buenos
2	2	0.0076491618528962135	2152	1	13	franceses	AQ	8	nuevos
3	3	0.0072447811253368855	11461	1	13	franceses	AQ	7	viejos
4	4	0.007008194923400879	9245	1	13	franceses	AQ	6	malos
5	5	0.006758380681276321	9416	1	13	franceses	AQ	5	verdes
6	6	0.0061663854867219925	952	1	13	franceses	CC	4	mas
7	7	0.005726665258407593	29435	1	13	franceses	AQ	3	puros
8	8	0.005136934574693441	1352	1	13	franceses	PI	2	muchos
9	9	0.005126904230564833	19900	1	13	franceses	AQ	1	caros
0	0	0.0298185832798481	21996	2	13	franceses	NC	10	jovenes
1	1	0.026431912556290627	3657	2	13	franceses	PI	9	pocos
2	2	0.014422019943594933	8413	2	13	franceses	NC	8	dias
3	3	0.013871664181351662	28171	2	13	franceses	NC	7	anos
4	4	0.011251113377511501	1072	2	13	franceses	PI	6	poco
5	5	0.010742411017417908	679	2	13	franceses	NC	5	años
6	6	0.009713321924209595	1233	2	13	franceses	DI	4	unos
7	7	0.008332250639796257	8823	2	13	franceses	AQ	3	europeos
8	8	0.007958050817251205	3994	2	13	franceses	NC	2	animales
9	9	0.007561756297945976	12042	2	13	franceses	NC	1	universitarios
0	0	0.023008916527032852	316	3	13	franceses	DA	10	los
1	1	0.010222747921943665	625	3	13	franceses	Z	9	3
2	2	0.009082532487809658	11461	3	13	franceses	AQ	8	viejos
3	3	0.008720573969185352	413	3	13	franceses	Z	7	2
4	4	0.008226653560996056	343	3	13	franceses	DA	6	las
5	5	0.007752826437354088	4174	3	13	franceses	AQ	5	buenos
6	6	0.006430479232221842	353	3	13	franceses	DI	4	una
7	7	0.005532081238925457	367	3	13	franceses	CS	3	si
8	8	0.005442347377538681	753	3	13	franceses	Z	2	4
9	9	0.0053993044421076775	9245	3	13	franceses	AQ	1	malos
0	0	0.01650066301226616	4174	4	13	franceses	AQ	10	buenos
1	1	0.01179158128798008	1662	4	13	franceses	NC	9	niños
2	2	0.01147077139467001	11461	4	13	franceses	AQ	8	viejos
3	3	0.011424596421420574	316	4	13	franceses	DA	7	los
4	4	0.010656840167939663	9245	4	13	franceses	AQ	6	malos
5	5	0.010350849479436874	9951	4	13	franceses	AQ	5	clásicos
6	6	0.008871807716786861	18470	4	13	franceses	AQ	4	imprescindibles
7	7	0.0069537595845758915	419	4	13	franceses	RG	3	más
8	8	0.006868182681500912	1352	4	13	franceses	PI	2	muchos
9	9	0.0067909336648881435	5351	4	13	franceses	AQ	1	españoles
0	0	0.016986560076475143	4174	5	13	franceses	AQ	10	buenos
1	1	0.014637117274105549	9245	5	13	franceses	AQ	9	malos
2	2	0.011924521066248417	9416	5	13	franceses	AQ	8	verdes
3	3	0.010512027889490128	10578	5	13	franceses	AQ	7	baratos
4	4	0.00957210548222065	5351	5	13	franceses	AQ	6	españoles
5	5	0.009543119929730892	19900	5	13	franceses	AQ	5	caros
6	6	0.008841823786497116	2152	5	13	franceses	AQ	4	nuevos
7	7	0.008670104667544365	9951	5	13	franceses	AQ	3	clásicos
8	8	0.007958518341183662	17395	5	13	franceses	AQ	2	perfectos
9	9	0.007847120054066181	14155	5	13	franceses	AQ	1	azules
0	0	0.017897076904773712	32820	6	13	franceses	AQ	10	bienvenidos
1	1	0.014962025918066502	6114	6	13	franceses	AQ	9	generales
2	2	0.014072583988308907	4174	6	13	franceses	AQ	8	buenos
3	3	0.01356180477887392	2369	6	13	franceses	AQ	7	facil
4	4	0.012092146091163158	16761	6	13	franceses	AQ	6	sólidos
5	5	0.011082279495894909	726	6	13	franceses	DI	5	todos
6	6	0.010119518265128136	9000	6	13	franceses	AQ	4	recientes
7	7	0.009059449657797813	1578	6	13	franceses	AQ	3	general
8	8	0.008573920466005802	1386	6	13	franceses	PI	2	algunos
9	9	0.007883411832153797	2622	6	13	franceses	AQ	1	seguro
0	0	0.03488954156637192	19112	7	13	franceses	AQ	10	vendidos
1	1	0.034807123243808746	37113	7	13	franceses	AQ	9	visitados
2	2	0.0314340703189373	6390	7	13	franceses	AQ	8	altos
3	3	0.03075466677546501	18	7	13	franceses	Fp	7	.
4	4	0.029832731932401657	404	7	13	franceses	Z	6	1
5	5	0.022546693682670593	3381	7	13	franceses	RG	5	allá
6	6	0.019375573843717575	8323	7	13	franceses	AQ	4	bajos
7	7	0.019319593906402588	5860	7	13	franceses	AQ	3	comunes
8	8	0.019129399210214615	9000	7	13	franceses	AQ	2	recientes
9	9	0.015820732340216637	263	7	13	franceses	SP	1	de
0	0	0.11426611244678497	19112	8	13	franceses	AQ	10	vendidos
1	1	0.09758573025465012	10889	8	13	franceses	AQ	9	habituales
2	2	0.06037892773747444	5860	8	13	franceses	AQ	8	comunes
3	3	0.05711265280842781	21700	8	13	franceses	AQ	7	vistos
4	4	0.056777361780405045	43564	8	13	franceses	AQ	6	buscados
5	5	0.04958457127213478	37113	8	13	franceses	AQ	5	visitados
6	6	0.04228673130273819	19900	8	13	franceses	AQ	4	caros
7	7	0.03223447874188423	6571	8	13	franceses	AQ	3	populares
8	8	0.03152989596128464	10578	8	13	franceses	AQ	2	baratos
9	9	0.028354035690426826	16236	8	13	franceses	AQ	1	expuestos
0	0	0.16029806435108185	6390	9	13	franceses	AQ	10	altos
1	1	0.07444102317094803	8323	9	13	franceses	AQ	9	bajos
2	2	0.044449660927057266	19112	9	13	franceses	AQ	8	vendidos
3	3	0.03373795002698898	9000	9	13	franceses	AQ	7	recientes
4	4	0.027138179168105125	5860	9	13	franceses	AQ	6	comunes
5	5	0.024760663509368896	37113	9	13	franceses	AQ	5	visitados
6	6	0.020373063161969185	3381	9	13	franceses	RG	4	allá
7	7	0.01996423304080963	13447	9	13	franceses	AQ	3	críticos
8	8	0.017591679468750954	10578	9	13	franceses	AQ	2	baratos
9	9	0.016949016600847244	4404	9	13	franceses	RG	1	arriba
0	0	0.11482276767492294	6390	10	13	franceses	AQ	10	altos
1	1	0.0750824585556984	8323	10	13	franceses	AQ	9	bajos
2	2	0.048903193324804306	9000	10	13	franceses	AQ	8	recientes
3	3	0.04026420786976814	5860	10	13	franceses	AQ	7	comunes
4	4	0.03979936242103577	10889	10	13	franceses	AQ	6	habituales
5	5	0.03060680627822876	37113	10	13	franceses	AQ	5	visitados
6	6	0.030280040577054024	6571	10	13	franceses	AQ	4	populares
7	7	0.02939845249056816	19112	10	13	franceses	AQ	3	vendidos
8	8	0.02682371251285076	10578	10	13	franceses	AQ	2	baratos
9	9	0.02326214499771595	2804	10	13	franceses	AQ	1	importantes
0	0	0.05560184270143509	4174	11	13	franceses	AQ	10	buenos
1	1	0.047228921204805374	3842	11	13	franceses	AQ	9	buenas
2	2	0.022931823506951332	1605	11	13	franceses	AQ	8	grandes
3	3	0.018118176609277725	6390	11	13	franceses	AQ	7	altos
4	4	0.017385704442858696	263	11	13	franceses	SP	6	de
5	5	0.017298033460974693	6114	11	13	franceses	AQ	5	generales
6	6	0.012512341141700745	1692	11	13	franceses	AQ	4	buena
7	7	0.011077341623604298	3657	11	13	franceses	PI	3	pocos
8	8	0.01000529620796442	763	11	13	franceses	RG	2	bien
9	9	0.00956634245812893	2562	11	13	franceses	AQ	1	bueno
0	0	0.030160728842020035	3979	12	13	franceses	NC	10	comentarios
1	1	0.023305026814341545	3657	12	13	franceses	PI	9	pocos
2	2	0.017834722995758057	1662	12	13	franceses	NC	8	niños
3	3	0.015548882074654102	6699	12	13	franceses	NC	7	zapatos
4	4	0.015368612483143806	2707	12	13	franceses	NC	6	fotos
5	5	0.011969772167503834	8413	12	13	franceses	NC	5	dias
6	6	0.011325513944029808	1072	12	13	franceses	RG	4	poco
7	7	0.011090550571680069	679	12	13	franceses	NC	3	años
8	8	0.011016275733709335	2994	12	13	franceses	Z	2	40
9	9	0.010133485309779644	2450	12	13	franceses	Z	1	50
0	0	0.03629901260137558	49244	0	13	británicos	AQ	10	aburridos
1	1	0.025320647284388542	5562	0	13	británicos	AQ	9	necesarios
2	2	0.022940991446375847	32820	0	13	británicos	AQ	8	bienvenidos
3	3	0.019776692613959312	19900	0	13	británicos	AQ	7	caros
4	4	0.018354054540395737	4174	0	13	británicos	AQ	6	buenos
5	5	0.016154695302248	9871	0	13	británicos	AQ	5	suficientes
6	6	0.01416857074946165	11461	0	13	británicos	AQ	4	viejos
7	7	0.013969061896204948	9245	0	13	británicos	AQ	3	malos
8	8	0.013933377340435982	2152	0	13	británicos	AQ	2	nuevos
9	9	0.011074723675847054	2583	0	13	británicos	AQ	1	gratis
0	0	0.01871434599161148	316	1	13	británicos	DA	10	los
1	1	0.008569948375225067	9416	1	13	británicos	AQ	9	verdes
2	2	0.006643973756581545	11461	1	13	británicos	AQ	8	viejos
3	3	0.006418698001652956	6525	1	13	británicos	AQ	7	impuestos
4	4	0.006167659070342779	367	1	13	británicos	CS	6	si
5	5	0.00559278903529048	9245	1	13	británicos	AQ	5	malos
6	6	0.005567675922065973	4174	1	13	británicos	AQ	4	buenos
7	7	0.005542072933167219	413	1	13	británicos	Z	3	2
8	8	0.005370091646909714	625	1	13	británicos	Z	2	3
9	9	0.005007012747228146	10578	1	13	británicos	AQ	1	baratos
0	0	0.02994958683848381	679	2	13	británicos	NC	10	años
1	1	0.016486378386616707	21996	2	13	británicos	NC	9	jovenes
2	2	0.014042899943888187	2792	2	13	británicos	NC	8	jóvenes
3	3	0.012670125812292099	1662	2	13	británicos	NC	7	niños
4	4	0.012278520502150059	3657	2	13	británicos	PI	6	pocos
5	5	0.008638647384941578	17345	2	13	británicos	NC	5	americanos
6	6	0.008565244264900684	8413	2	13	británicos	NC	4	dias
7	7	0.008449183776974678	1152	2	13	británicos	NC	3	días
8	8	0.008218185044825077	263	2	13	británicos	SP	2	de
9	9	0.00794469565153122	16	2	13	británicos	Fc	1	,
0	0	0.021317776292562485	316	3	13	británicos	DA	10	los
1	1	0.01576809398829937	18470	3	13	británicos	AQ	9	imprescindibles
2	2	0.015300343744456768	5562	3	13	británicos	AQ	8	necesarios
3	3	0.012966101989150047	46778	3	13	británicos	NC	7	zombis
4	4	0.011807369068264961	11461	3	13	británicos	AQ	6	viejos
5	5	0.008265708573162556	9871	3	13	británicos	AQ	5	suficientes
6	6	0.008107157424092293	7576	3	13	británicos	AQ	4	básicos
7	7	0.008031059056520462	4174	3	13	británicos	AQ	3	buenos
8	8	0.008026786148548126	6493	3	13	británicos	Z	2	2000
9	9	0.007201000116765499	32820	3	13	británicos	AQ	1	bienvenidos
0	0	0.016912132501602173	316	4	13	británicos	DA	10	los
1	1	0.014671391807496548	1662	4	13	británicos	NC	9	niños
2	2	0.014110065996646881	5562	4	13	británicos	AQ	8	necesarios
3	3	0.011506485752761364	18470	4	13	británicos	AQ	7	imprescindibles
4	4	0.009618842974305153	9245	4	13	británicos	AQ	6	malos
5	5	0.008772676810622215	4174	4	13	británicos	AQ	5	buenos
6	6	0.00837155431509018	1352	4	13	británicos	PI	4	muchos
7	7	0.007681041490286589	9951	4	13	británicos	AQ	3	clásicos
8	8	0.00747652817517519	21731	4	13	británicos	AQ	2	demasiados
9	9	0.007270613219588995	11461	4	13	británicos	AQ	1	viejos
0	0	0.01953820139169693	9245	5	13	británicos	AQ	10	malos
1	1	0.016225937753915787	4174	5	13	británicos	AQ	9	buenos
2	2	0.015482943505048752	3722	5	13	británicos	AQ	8	locales
3	3	0.012791110202670097	10578	5	13	británicos	AQ	7	baratos
4	4	0.01273426879197359	18470	5	13	británicos	AQ	6	imprescindibles
5	5	0.010520034469664097	5562	5	13	británicos	AQ	5	necesarios
6	6	0.010390067473053932	7576	5	13	británicos	AQ	4	básicos
7	7	0.00981556624174118	19900	5	13	británicos	AQ	3	caros
8	8	0.009649206884205341	17395	5	13	británicos	AQ	2	perfectos
9	9	0.009412945248186588	2152	5	13	británicos	AQ	1	nuevos
0	0	0.00974588468670845	367	6	13	británicos	CS	10	si
1	1	0.008254173211753368	316	6	13	británicos	DA	9	los
2	2	0.007129214704036713	1359	6	13	británicos	NC	8	cosas
3	3	0.006972958333790302	6567	6	13	británicos	AQ	7	seguros
4	4	0.006677405443042517	6114	6	13	británicos	AQ	6	generales
5	5	0.006383076775819063	2369	6	13	británicos	AQ	5	facil
6	6	0.006184413097798824	293	6	13	británicos	CS	4	que
7	7	0.00617240509018302	2888	6	13	británicos	NC	3	post
8	8	0.005798083730041981	344	6	13	británicos	SP	2	para
9	9	0.005535573232918978	1619	6	13	británicos	AQ	1	bajo
0	0	0.04327040910720825	5860	7	13	británicos	AQ	10	comunes
1	1	0.039544664323329926	8323	7	13	británicos	AQ	9	bajos
2	2	0.03821380063891411	7576	7	13	británicos	AQ	8	básicos
3	3	0.030183913186192513	6390	7	13	británicos	AQ	7	altos
4	4	0.025084031745791435	6571	7	13	británicos	AQ	6	populares
5	5	0.02352275140583515	19112	7	13	británicos	AQ	5	vendidos
6	6	0.018541140481829643	19900	7	13	británicos	AQ	4	caros
7	7	0.0182383731007576	10578	7	13	británicos	AQ	3	baratos
8	8	0.015190544538199902	3381	7	13	británicos	RG	2	allá
9	9	0.014759944751858711	9000	7	13	británicos	AQ	1	recientes
0	0	0.1760316640138626	5860	8	13	británicos	AQ	10	comunes
1	1	0.1735377311706543	10889	8	13	británicos	AQ	9	habituales
2	2	0.05641418322920799	26888	8	13	británicos	AQ	8	complicados
3	3	0.03147435560822487	6571	8	13	británicos	AQ	7	populares
4	4	0.023010598495602608	16236	8	13	británicos	AQ	6	expuestos
5	5	0.022242335602641106	17050	8	13	británicos	AQ	5	peligrosos
6	6	0.019968079403042793	43564	8	13	británicos	AQ	4	buscados
7	7	0.019930923357605934	21700	8	13	británicos	AQ	3	vistos
8	8	0.01851300336420536	19900	8	13	británicos	AQ	2	caros
9	9	0.01725061796605587	37113	8	13	británicos	AQ	1	visitados
0	0	0.14811468124389648	6390	9	13	británicos	AQ	10	altos
1	1	0.05334101989865303	8323	9	13	británicos	AQ	9	bajos
2	2	0.05321521684527397	5860	9	13	británicos	AQ	8	comunes
3	3	0.035312455147504807	37113	9	13	británicos	AQ	7	visitados
4	4	0.026527883484959602	19112	9	13	británicos	AQ	6	vendidos
5	5	0.023015646263957024	9000	9	13	británicos	AQ	5	recientes
6	6	0.02020871825516224	2804	9	13	británicos	AQ	4	importantes
7	7	0.019755857065320015	6571	9	13	británicos	AQ	3	populares
8	8	0.01821831986308098	10889	9	13	británicos	AQ	2	habituales
9	9	0.01704569160938263	10578	9	13	británicos	AQ	1	baratos
0	0	0.0725703164935112	6390	10	13	británicos	AQ	10	altos
1	1	0.06206906959414482	5860	10	13	británicos	AQ	9	comunes
2	2	0.0440840944647789	8323	10	13	británicos	AQ	8	bajos
3	3	0.041255299001932144	10889	10	13	británicos	AQ	7	habituales
4	4	0.027737464755773544	9000	10	13	británicos	AQ	6	recientes
5	5	0.027561113238334656	13447	10	13	británicos	AQ	5	críticos
6	6	0.025861410424113274	6571	10	13	británicos	AQ	4	populares
7	7	0.024154316633939743	37113	10	13	británicos	AQ	3	visitados
8	8	0.022388655692338943	2804	10	13	británicos	AQ	2	importantes
9	9	0.021971268579363823	3381	10	13	británicos	RG	1	allá
0	0	0.1614513099193573	4174	11	13	británicos	AQ	10	buenos
1	1	0.06174685060977936	1605	11	13	británicos	AQ	9	grandes
2	2	0.05909877270460129	3842	11	13	británicos	AQ	8	buenas
3	3	0.022375471889972687	6390	11	13	británicos	AQ	7	altos
4	4	0.01155789289623499	5562	11	13	británicos	AQ	6	necesarios
5	5	0.011148035526275635	2804	11	13	británicos	AQ	5	importantes
6	6	0.010959314182400703	2562	11	13	británicos	AQ	4	bueno
7	7	0.010746142826974392	9245	11	13	británicos	AQ	3	malos
8	8	0.010705850087106228	1692	11	13	británicos	AQ	2	buena
9	9	0.010323078371584415	6001	11	13	británicos	AQ	1	fuertes
0	0	0.022805187851190567	1662	12	13	británicos	NC	10	niños
1	1	0.019539078697562218	3657	12	13	británicos	PI	9	pocos
2	2	0.016588455066084862	8413	12	13	británicos	NC	8	dias
3	3	0.014838401228189468	679	12	13	británicos	NC	7	años
4	4	0.012274162843823433	2994	12	13	británicos	Z	6	40
5	5	0.012109387665987015	2707	12	13	británicos	NC	5	fotos
6	6	0.011045766994357109	2450	12	13	británicos	Z	4	50
7	7	0.010773240588605404	8789	12	13	británicos	PI	3	cuantos
8	8	0.009889758192002773	18	12	13	británicos	Fp	2	.
9	9	0.009077923372387886	1410	12	13	británicos	Z	1	20
0	0	0.010664159432053566	2583	0	13	argentinos	AQ	10	gratis
1	1	0.010344607755541801	9961	0	13	argentinos	NC	9	cuentos
2	2	0.00964433141052723	4174	0	13	argentinos	AQ	8	buenos
3	3	0.009601712226867676	9245	0	13	argentinos	AQ	7	malos
4	4	0.007187623530626297	9951	0	13	argentinos	AQ	6	clásicos
5	5	0.007173329126089811	32820	0	13	argentinos	AQ	5	bienvenidos
6	6	0.006837896537035704	5562	0	13	argentinos	AQ	4	necesarios
7	7	0.006728217005729675	316	0	13	argentinos	DA	3	los
8	8	0.005979353561997414	726	0	13	argentinos	PI	2	todos
9	9	0.00592282647266984	6317	0	13	argentinos	AQ	1	reales
0	0	0.02198200672864914	9245	1	13	argentinos	AQ	10	malos
1	1	0.017499713227152824	4174	1	13	argentinos	AQ	9	buenos
2	2	0.01598409190773964	9951	1	13	argentinos	AQ	8	clásicos
3	3	0.011691535823047161	316	1	13	argentinos	DA	7	los
4	4	0.010429514572024345	12183	1	13	argentinos	AQ	6	argentinos
5	5	0.010109172202646732	5562	1	13	argentinos	AQ	5	necesarios
6	6	0.009111040271818638	17395	1	13	argentinos	AQ	4	perfectos
7	7	0.008604173548519611	1662	1	13	argentinos	NC	3	niños
8	8	0.00692554609850049	32820	1	13	argentinos	AQ	2	bienvenidos
9	9	0.006412949413061142	2152	1	13	argentinos	AQ	1	nuevos
0	0	0.05393729731440544	3657	2	13	argentinos	PI	10	pocos
1	1	0.025583114475011826	5839	2	13	argentinos	NC	9	chicos
2	2	0.021580340340733528	49146	2	13	argentinos	AQ	8	miserables
3	3	0.015862617641687393	8111	2	13	argentinos	AQ	7	pobres
4	4	0.015256501734256744	18794	2	13	argentinos	AQ	6	locos
5	5	0.015008016489446163	8789	2	13	argentinos	PI	5	cuantos
6	6	0.014317266643047333	12183	2	13	argentinos	AQ	4	argentinos
7	7	0.013593233190476894	1233	2	13	argentinos	DI	3	unos
8	8	0.011896958574652672	15475	2	13	argentinos	NC	2	delincuentes
